neutralization_version,object_id,hypothesis_id,engines,direction_source,logic,expected_direction,birth_model,partition,horizon,is_primary_horizon,eligible_row_count,hit_row_count,hit_share,panel_horizon,panel_sample_count,panel_mean_raw_return,panel_mean_benchmark_return,panel_mean_market_excess_return,panel_median_market_excess_return,panel_std_market_excess_return,panel_market_excess_up_rate,hit_horizon,hit_sample_count,hit_mean_raw_return,hit_mean_benchmark_return,hit_mean_market_excess_return,hit_median_market_excess_return,hit_std_market_excess_return,hit_market_excess_up_rate,pooled_hit_mean_market_excess,hit_date_mean_market_excess,hit_date_t_market_excess,non_hit_pooled_mean_market_excess,long_short_spread,long_short_spread_t,long_short_spread_dates,event_rank_ic_mean,event_rank_ic_t,event_rank_ic_dates,factor_rank_ic_mean,factor_rank_ic_t,factor_rank_ic_dates,factor_rank_ic_source,style_r2_mean,style_dates_used,style_exposure_columns,style_neutral_hit_mean,style_neutral_hit_t,style_neutral_hit_dates,style_neutral_hit_pooled_mean,controlled_hit_coefficient,controlled_hit_coefficient_t,controlled_hit_coefficient_dates,segment_available,segment_neutral_hit_mean,segment_neutral_hit_t,style_explained_share,date_count,stock_count_per_date_mean,stock_count_per_date_min,stock_count_per_date_max,cross_sectional_mean_return,market_return,market_excess_date_mean,market_excess_date_t,hit_dates_count,hit_dates_market_excess,non_hit_dates_count,non_hit_dates_market_excess,hit_vs_non_hit_date_difference,hit_vs_non_hit_date_welch_t,hit_share_slope,hit_share_slope_t,date_binary_split_usable,hit_share_median,above_median_hit_share_date_excess,below_median_hit_share_date_excess,median_split_date_difference,median_split_welch_t,event_rows_vs_dates
phase4-neutralization-v1,huangli_raw,HYP-HL-RAW-001,huangli,raw,single,positive,ipo_approx_v1,OOS,5,False,82619,38193,0.462279,5,82619,-0.021321,-0.01662,-0.004701,-0.007908,0.068439,0.422881,5,38193,-0.029949,-0.023559,-0.00639,-0.006765,0.068597,0.438091,-0.00639047,-0.00403686,-0.905781,-0.00324788,0.00119064,1.360465,15,0.00623749,1.424785,15,0.00856818,1.917085,15,score_huangli,0.124065,15,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",7.206e-05,0.150877,15,0.00021174,0.00049389,0.699399,15,True,0.00064183,1.727484,1.017851,15,5507.93,5223,5659,-0.02092922,-0.01629265,-0.00463647,-0.992036,,,,,,,-0.00864512,-0.584848,False,0.303764,-0.00707041,-0.00250677,-0.00456363,-0.487971,38193/15
phase4-neutralization-v1,huangli_raw,HYP-HL-RAW-001,huangli,raw,single,positive,ipo_approx_v1,OOS,10,False,82588,38173,0.46221,10,82588,-0.016537,-0.007839,-0.008698,-0.012625,0.094451,0.412348,10,38173,-0.027985,-0.014549,-0.013436,-0.012273,0.098504,0.418542,-0.01343627,-0.00742,-0.977756,-0.00462625,0.00155233,1.573741,15,0.00257479,0.773154,15,0.00580117,1.447227,15,score_huangli,0.128695,15,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.00068251,1.476761,15,0.00035855,0.00077634,0.741209,15,True,0.00081262,1.292617,1.091982,15,5505.87,5223,5657,-0.0162261,-0.00748749,-0.00873872,-1.148738,,,,,,,-0.02213689,-0.938541,False,0.303695,-0.01387173,-0.00424733,-0.0096244,-0.619293,38173/15
phase4-neutralization-v1,huangli_raw,HYP-HL-RAW-001,huangli,raw,single,positive,ipo_approx_v1,OOS,20,True,77037,33475,0.434531,20,77037,0.00516,0.001976,0.003184,-0.005373,0.139446,0.47289,20,33475,-0.012279,0.000619,-0.012898,-0.016528,0.141147,0.419955,-0.01289778,0.00496776,0.41919,0.01554156,0.00208639,1.281786,14,0.00072693,0.223947,14,0.00272047,0.82394,14,score_huangli,0.107569,14,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.00105098,0.994679,14,0.00038282,0.00163983,1.038932,14,True,0.00094047,1.03317,0.78844,14,5502.64,5219,5653,0.00538122,0.00216888,0.00321242,0.277782,,,,,,,-0.07151592,-2.248312,False,0.281031,-0.01391602,0.02034085,-0.03425687,-1.560778,33475/14
phase4-neutralization-v1,huangli_raw,HYP-HL-RAW-001,huangli,raw,single,positive,ipo_approx_v1,OOS,60,False,76910,33420,0.434534,60,76910,0.005306,-0.000888,0.006194,-0.018767,0.247254,0.446951,60,33420,-0.021851,0.000208,-0.022059,-0.039685,0.229159,0.384859,-0.0220588,0.00717393,0.373806,0.02790505,0.00081808,0.357498,14,-0.0026029,-0.778464,14,-0.00096948,-0.241723,14,score_huangli,0.091987,14,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.00114785,0.81076,14,4.637e-05,0.0021219,0.906176,14,True,0.00206291,1.295284,0.839997,14,5493.57,5215,5649,0.00543905,-0.00098453,0.00642368,0.3443,,,,,,,-0.12073853,-2.401518,False,0.281085,-0.01981085,0.03265822,-0.05246908,-1.467137,33420/14
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,TRAIN,5,False,94589,23640,0.249923,5,94589,-0.000505,0.001646,-0.002151,-0.005496,0.097879,0.446151,5,23640,0.004842,3.6e-05,0.004806,-0.004725,0.097844,0.454061,0.00480638,0.00199632,0.31838,-0.00446948,0.00101101,0.654867,34,0.00642155,1.859979,34,0.00678091,1.749344,36,pct_huangli,0.076544,36,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.00025642,0.262173,34,-6.86e-06,0.0004225,0.393729,34,True,0.00064233,0.471613,0.871554,36,2627.47,1693,3550,0.00181784,0.00268268,-0.00086482,-0.136126,34.0,0.00121642,2.0,-0.03624584,0.03746225,0.676572,0.02535555,1.045478,True,0.112636,0.00790328,-0.00963291,0.01753619,1.398872,23640/36
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,TRAIN,10,False,94584,23640,0.249937,10,94584,0.002044,0.005655,-0.003611,-0.012516,0.137527,0.422809,10,23640,0.010218,0.009188,0.001029,-0.012845,0.147822,0.417936,0.00102915,-0.00086782,-0.110985,-0.00515743,-0.00044208,-0.162552,34,0.00206031,0.591484,34,0.00312595,0.835416,36,pct_huangli,0.085572,36,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00041058,-0.16914,34,-0.00037513,-0.00037274,-0.149572,34,True,-0.00070807,-0.291244,0.526883,36,2627.33,1692,3550,0.00574889,0.00621089,-0.00046197,-0.062175,34.0,-0.00052307,2.0,0.00057674,-0.00109981,-0.015273,0.01856318,0.648138,True,0.112657,0.00013792,-0.00106186,0.00119978,0.079582,23640/36
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,TRAIN,20,True,94575,23637,0.249929,20,94575,0.011339,0.009284,0.002055,-0.018477,0.194598,0.417076,20,23637,0.02935,0.019351,0.01,-0.017819,0.2029,0.4248,0.0099999,0.00394937,0.402972,-0.00059174,-0.00144887,-0.486783,34,0.0016919,0.495078,34,-0.00172446,-0.418687,36,pct_huangli,0.082658,36,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00097083,-0.457368,34,-0.00036272,-0.0010218,-0.4626,34,True,-0.00143976,-0.520588,1.245819,36,2627.08,1692,3550,0.01479726,0.00922206,0.00557515,0.635152,34.0,0.00498173,2.0,0.0156633,-0.01068157,-0.239043,0.03454443,1.030457,True,0.112657,0.00868378,0.00246652,0.00621726,0.349683,23637/36
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,TRAIN,60,False,94489,23611,0.249881,60,94489,0.025117,0.002769,0.022348,-0.009776,0.277141,0.47451,60,23611,0.079235,0.034261,0.044973,-6.9e-05,0.305046,0.499894,0.04497316,0.02735252,1.217758,0.01481144,0.00260661,0.629986,34,-5.418e-05,-0.015877,34,0.00593496,1.228287,36,pct_huangli,0.09273,36,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00150729,-0.432377,34,-0.00010714,-0.00141247,-0.387558,34,True,0.00048641,0.144893,1.055106,36,2624.69,1690,3544,0.03153259,0.00276157,0.028771,1.402881,34.0,0.02532599,2.0,0.08733618,-0.06201018,-1.11806,0.08887197,1.138344,True,0.112741,0.03474816,0.02279384,0.01195432,0.287603,23611/36
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,VALIDATION,5,False,67196,13003,0.193509,5,67196,0.013347,0.011146,0.002201,-0.000148,0.081434,0.498809,5,13003,0.000946,0.005265,-0.004318,-0.000983,0.08027,0.489195,-0.00431839,0.00213126,0.256092,0.00376528,0.00039443,0.229253,16,0.00439464,0.963182,16,-0.00211437,-0.400594,16,pct_huangli,0.108664,16,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00160446,-0.838463,15,0.00011998,-0.00182649,-0.993427,16,True,-0.00017098,-0.11115,1.752822,16,4199.75,3566,5051,0.0142475,0.01269035,0.0015572,0.193142,,,,,,,-0.02651229,-0.633764,False,0.088124,-8.174e-05,0.00319614,-0.00327788,-0.196659,13003/16
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,VALIDATION,10,False,67186,13001,0.193508,10,67186,0.010509,0.004034,0.006476,-0.003339,0.126955,0.477719,10,13001,-0.002344,-0.002675,0.000331,-0.003381,0.107215,0.475733,0.00033083,0.00321206,0.313909,0.00794988,-0.00224662,-0.707748,16,0.00326683,0.60796,16,-0.00033031,-0.053474,16,pct_huangli,0.079762,16,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00347444,-1.03369,15,0.00035825,-0.00309253,-0.96204,16,True,-0.00321197,-1.08034,2.081686,16,4199.12,3566,5051,0.01191377,0.00680484,0.00510899,0.55855,,,,,,,-0.02148519,-0.449516,False,0.088124,0.00377941,0.00643858,-0.00265917,-0.140529,13001/16
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,VALIDATION,20,True,67166,12996,0.193491,20,67166,-0.010175,-0.00534,-0.004835,-0.025515,0.168036,0.408495,20,12996,-0.016231,-0.011542,-0.00469,-0.0231,0.157332,0.419206,-0.00468953,-0.01205339,-0.722591,-0.00487001,-0.00362526,-0.887377,16,0.00157409,0.321879,16,-0.00501027,-0.949031,16,pct_huangli,0.089255,16,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00476964,-1.470194,15,7.62e-06,-0.00457673,-1.433973,16,True,-0.00639041,-1.998213,0.604291,16,4197.88,3566,5050,-0.01060147,-0.00197142,-0.00863001,-0.585296,,,,,,,0.00552291,0.071191,False,0.088134,0.00437592,-0.02163595,0.02601187,0.875165,12996/16
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,VALIDATION,60,False,67005,12962,0.193448,60,67005,0.040583,0.021223,0.01936,-0.014406,0.337917,0.459264,60,12962,0.01488,-0.021267,0.036147,-0.001595,0.222976,0.494908,0.0361467,0.0047867,0.244208,0.01533344,-0.01123554,-1.663132,16,-0.00288195,-0.695216,16,-0.00439042,-0.889581,16,pct_huangli,0.070471,16,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.01040869,-1.701377,15,-0.00101126,-0.01326986,-2.088643,16,True,-0.01397527,-2.02053,3.174502,16,4187.81,3561,5050,0.04433286,0.02781711,0.01651577,1.023366,,,,,,,0.08177575,0.99626,False,0.087886,0.05107833,-0.01804678,0.0691251,2.483144,12962/16
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,OOS,5,False,82619,21170,0.256236,5,82619,-0.021321,-0.01662,-0.004701,-0.007908,0.068439,0.422881,5,21170,-0.029593,-0.024353,-0.00524,-0.004449,0.063845,0.460085,-0.00523957,-0.00427801,-0.711152,-0.00451496,0.00071454,0.311883,15,0.00610955,1.110187,15,0.00925084,1.782519,15,pct_huangli,0.124065,15,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00178925,-0.961135,15,0.00015232,-0.00170722,-0.885267,15,True,0.00062016,0.240984,0.581756,15,5507.93,5223,5659,-0.02092922,-0.01629265,-0.00463647,-0.992036,,,,,,,-0.0043907,-0.23129,False,0.159746,-0.00707041,-0.00250677,-0.00456363,-0.487971,21170/15
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,OOS,10,False,82588,21160,0.256212,10,82588,-0.016537,-0.007839,-0.008698,-0.012625,0.094451,0.412348,10,21160,-0.032148,-0.017055,-0.015094,-0.011163,0.092013,0.424575,-0.01509375,-0.00991891,-1.136898,-0.00649531,-0.00068362,-0.307899,15,0.00241,0.658109,15,0.00624084,1.596918,15,pct_huangli,0.128695,15,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00163634,-0.828882,15,-3.326e-05,-0.00161261,-0.800505,15,True,-0.00110572,-0.526335,0.835028,15,5505.87,5223,5657,-0.0162261,-0.00748749,-0.00873872,-1.148738,,,,,,,-0.02721625,-0.906471,False,0.159802,-0.01387173,-0.00424733,-0.0096244,-0.619293,21160/15
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,OOS,20,True,77037,18299,0.237535,20,77037,0.00516,0.001976,0.003184,-0.005373,0.139446,0.47289,20,18299,-0.02443,0.000225,-0.024655,-0.024536,0.122136,0.390131,-0.02465498,0.00057034,0.051119,0.01185655,-0.0026713,-1.259186,14,-0.00091643,-0.205724,14,0.001316,0.256357,14,pct_huangli,0.107569,14,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00361335,-2.201227,14,-0.0007967,-0.00391678,-2.306069,14,True,-0.00301475,-1.497901,7.335431,14,5502.64,5219,5653,0.00538122,0.00216888,0.00321242,0.277782,,,,,,,-0.10116797,-2.706331,False,0.114287,-0.01391602,0.02034085,-0.03425687,-1.560778,18299/14
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_open_v1,OOS,60,False,76910,18265,0.237485,60,76910,0.005306,-0.000888,0.006194,-0.018767,0.247254,0.446951,60,18265,-0.038787,-0.000663,-0.038124,-0.050704,0.200752,0.355981,-0.03812357,0.00190064,0.095464,0.01999681,-0.00409814,-0.68578,14,0.00017074,0.033252,14,-0.0034288,-0.629426,14,pct_huangli,0.091987,14,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.01063797,-2.113161,14,-0.00085421,-0.01088744,-2.113136,14,True,-0.00680556,-1.1611,6.597046,14,5493.57,5215,5649,0.00543905,-0.00098453,0.00642368,0.3443,,,,,,,-0.16327608,-2.707173,False,0.114255,-0.01981085,0.03265822,-0.05246908,-1.467137,18265/14
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,TRAIN,5,False,94589,23635,0.24987,5,94589,-0.000505,0.001646,-0.002151,-0.005496,0.097879,0.446151,5,23635,0.003891,-0.001762,0.005653,-0.004799,0.102998,0.455172,0.00565317,0.00243869,0.390844,-0.0047509,0.00194122,1.188892,34,0.0041336,0.887174,34,0.001368,0.319881,36,pct_huangli,0.076544,36,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00061603,-0.627915,34,0.00012815,-0.00014324,-0.119609,34,True,0.00118066,0.865813,1.252607,36,2627.47,1693,3550,0.00181784,0.00268268,-0.00086482,-0.136126,34.0,0.00121642,2.0,-0.03624584,0.03746225,0.676572,0.0314945,1.224676,True,0.114471,0.00790328,-0.00963291,0.01753619,1.398872,23635/36
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,TRAIN,10,False,94584,23635,0.249884,10,94584,0.002044,0.005655,-0.003611,-0.012516,0.137527,0.422809,10,23635,0.006629,0.00699,-0.000361,-0.016401,0.157558,0.410112,-0.00036059,-0.00019895,-0.026228,-0.00469403,0.00115245,0.538412,34,0.00355552,0.720726,34,0.0007354,0.179994,36,pct_huangli,0.085572,36,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00123434,-1.001934,34,0.00011008,-0.00053936,-0.337722,34,True,-0.00013448,-0.080853,-5.204272,36,2627.33,1692,3550,0.00574889,0.00621089,-0.00046197,-0.062175,34.0,-0.00052307,2.0,0.00057674,-0.00109981,-0.015273,0.01486868,0.48547,True,0.114503,0.00013792,-0.00106186,0.00119978,0.079582,23635/36
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,TRAIN,20,True,94575,23632,0.249876,20,94575,0.011339,0.009284,0.002055,-0.018477,0.194598,0.417076,20,23632,0.031582,0.018914,0.012667,-0.017545,0.218004,0.426752,0.01266743,0.00486383,0.498882,-0.00147959,0.00109724,0.486634,34,0.00674679,1.540303,34,0.0020769,0.493334,36,pct_huangli,0.082658,36,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00110059,-0.917974,34,0.0001011,-0.00039867,-0.242901,34,True,-0.00058163,-0.357401,1.226281,36,2627.08,1692,3550,0.01479726,0.00922206,0.00557515,0.635152,34.0,0.00498173,2.0,0.0156633,-0.01068157,-0.239043,0.04418807,1.244403,True,0.114519,0.00868378,0.00246652,0.00621726,0.349683,23632/36
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,TRAIN,60,False,94489,23606,0.249828,60,94489,0.025117,0.002769,0.022348,-0.009776,0.277141,0.47451,60,23606,0.079498,0.039114,0.040384,-0.005628,0.321867,0.487927,0.04038384,0.03076135,1.403814,0.01634194,0.00715229,2.069681,34,0.01274925,3.547409,34,0.0062701,1.451693,36,pct_huangli,0.09273,36,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.00212975,0.835042,34,0.00097504,0.00281297,1.001836,34,True,0.00298637,0.872737,0.930765,36,2624.69,1690,3544,0.03153259,0.00276157,0.028771,1.402881,34.0,0.02532599,2.0,0.08733618,-0.06201018,-1.11806,0.06920586,0.823735,True,0.114625,0.03474816,0.02279384,0.01195432,0.287603,23606/36
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,VALIDATION,5,False,67196,14313,0.213004,5,67196,0.013347,0.011146,0.002201,-0.000148,0.081434,0.498809,5,14313,0.000656,0.008908,-0.008253,-0.002915,0.086466,0.473206,-0.00825252,0.00151767,0.171199,0.00503032,-0.00092584,-0.659328,15,-0.00261222,-0.508419,15,-0.00197963,-0.365867,16,pct_huangli,0.108664,16,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00050672,-0.376341,14,1.322e-05,-0.00076504,-0.547369,15,True,-0.00134094,-1.085585,1.33388,16,4199.75,3566,5051,0.0142475,0.01269035,0.0015572,0.193142,15.0,0.00226969,1.0,-0.00913018,,,-0.03814151,-1.082522,True,0.117649,-0.00137262,0.00448703,-0.00585965,-0.352624,14313/16
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,VALIDATION,10,False,67186,14310,0.212991,10,67186,0.010509,0.004034,0.006476,-0.003339,0.126955,0.477719,10,14310,-3.7e-05,0.003712,-0.003749,-0.005942,0.113164,0.462474,-0.0037486,0.00640926,0.607152,0.00924253,-0.00015324,-0.072358,15,0.00213435,0.432241,15,0.00203187,0.366392,16,pct_huangli,0.079762,16,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00022503,-0.108479,14,0.000598,0.00020712,0.100046,15,True,-0.00095605,-0.54417,1.03511,16,4199.12,3566,5051,0.01191377,0.00680484,0.00510899,0.55855,15.0,0.00641974,1.0,-0.01455216,,,-0.03646674,-0.901409,True,0.117649,0.00138191,0.00883608,-0.00745417,-0.39585,14310/16
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,VALIDATION,20,True,67166,14304,0.212965,20,67166,-0.010175,-0.00534,-0.004835,-0.025515,0.168036,0.408495,20,14304,-0.016141,0.001208,-0.017349,-0.035476,0.159174,0.37479,-0.01734881,-0.00331293,-0.193652,-0.00144898,0.00236886,0.711169,15,0.00227194,0.475281,15,0.00338381,0.880793,16,pct_huangli,0.089255,16,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.0002624,0.153727,14,0.00054409,0.00053081,0.294473,15,True,-0.00031402,-0.147806,1.079205,16,4197.88,3566,5050,-0.01060147,-0.00197142,-0.00863001,-0.585296,15.0,-0.00559625,1.0,-0.05413644,,,-0.04761941,-0.723014,True,0.117649,-0.00117037,-0.01608966,0.01491929,0.49299,14304/16
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,VALIDATION,60,False,67005,14271,0.212984,60,67005,0.040583,0.021223,0.01936,-0.014406,0.337917,0.459264,60,14271,0.030596,0.00249,0.028106,-0.011365,0.230674,0.464298,0.02810642,0.01665335,0.866505,0.01699268,-0.00229538,-0.452979,15,-0.00414991,-0.766143,15,-0.00194347,-0.349756,16,pct_huangli,0.070471,16,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00180095,-0.727989,14,0.00110873,-0.00454209,-1.041403,15,True,-0.00460357,-1.043627,1.108143,16,4187.81,3561,5050,0.04433286,0.02781711,0.01651577,1.023366,15.0,0.01993457,1.0,-0.03476613,,,0.03379013,0.46377,True,0.117761,0.03817537,-0.00514383,0.0433192,1.382227,14271/16
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,OOS,5,False,82619,17797,0.21541,5,82619,-0.021321,-0.01662,-0.004701,-0.007908,0.068439,0.422881,5,17797,-0.028804,-0.022652,-0.006152,-0.006661,0.065229,0.436815,-0.00615225,-0.00253197,-0.355349,-0.00430209,0.00229199,0.795718,15,0.00639208,1.484573,15,0.00373941,0.777756,15,pct_huangli,0.124065,15,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.00106675,0.820708,15,0.00052558,0.00125031,0.932987,15,True,0.00159326,0.661771,1.421312,15,5507.93,5223,5659,-0.02092922,-0.01629265,-0.00463647,-0.992036,,,,,,,-0.00971564,-0.412654,False,0.151383,-0.00287107,-0.00618119,0.00331012,0.362721,17797/15
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,OOS,10,False,82588,17788,0.215382,10,82588,-0.016537,-0.007839,-0.008698,-0.012625,0.094451,0.412348,10,17788,-0.030344,-0.013328,-0.017016,-0.01358,0.094116,0.407466,-0.01701628,-0.00624441,-0.659513,-0.006415,0.00277841,0.870984,15,0.00580631,1.199512,15,0.00224036,0.529409,15,pct_huangli,0.128695,15,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.00233051,1.135264,15,0.00047556,0.00252797,1.20745,15,True,0.00196892,0.709314,1.373215,15,5505.87,5223,5657,-0.0162261,-0.00748749,-0.00873872,-1.148738,,,,,,,-0.04432308,-1.212184,False,0.151438,-0.01179691,-0.0060628,-0.0057341,-0.366097,17788/15
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,OOS,20,True,77037,15543,0.20176,20,77037,0.00516,0.001976,0.003184,-0.005373,0.139446,0.47289,20,15543,-0.012047,0.005288,-0.017335,-0.020476,0.132119,0.406936,-0.01733543,0.00397237,0.351506,0.00837013,0.00077076,0.288125,14,0.00048946,0.156769,14,-0.00237828,-0.644508,14,pct_huangli,0.107569,14,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.00164031,0.954034,14,0.0003347,0.00175956,0.975329,14,True,0.0008961,0.323062,0.58707,14,5502.64,5219,5653,0.00538122,0.00216888,0.00321242,0.277782,,,,,,,-0.09750262,-1.89177,False,0.150228,-0.01667462,0.02309946,-0.03977407,-1.87977,15543/14
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,listing_close_v1,OOS,60,False,76910,15514,0.201716,60,76910,0.005306,-0.000888,0.006194,-0.018767,0.247254,0.446951,60,15514,-0.034325,0.001476,-0.035801,-0.055236,0.224255,0.352456,-0.03580074,0.01549633,0.682759,0.01680563,0.00956517,1.165239,14,0.00412813,1.028659,14,-9.819e-05,-0.027053,14,pct_huangli,0.091987,14,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",0.00046088,0.13568,14,0.00126429,0.00093442,0.255858,14,True,0.00391931,0.692258,0.970259,14,5493.57,5215,5649,0.00543905,-0.00098453,0.00642368,0.3443,,,,,,,-0.20797628,-2.837994,False,0.150347,-0.03885273,0.0517001,-0.09055283,-3.152485,15514/14
phase4-neutralization-v1,huangli_calibrated,HYP-HL-CAL-001,huangli,calibrated,single,positive,ipo_approx_v1,TRAIN,5,False,94589,23595,0.249448,5,94589,-0.000505,0.001646,-0.002151,-0.005496,0.097879,0.446151,5,23595,0.00453,-0.000408,0.004938,-0.00481,0.100339,0.454969,0.0049384,0.00105671,0.173179,-0.00450748,0.00025889,0.136956,34,0.00229155,0.579805,34,0.00541746,1.513182,36,pct_huangli,0.076544,36,"size_log_market_cap,value_ep,value_bp,momentum_60d,momentum_120d,volatility_20d,volatility_60d,turnover_free_20d",-0.00128759,-0.712034,33,0.00057022,0.00015207,0.071237,34,True,-0.00110941,-0.756171,2.218489,36,2627.47,1693,3550,0.00181784,0.00268268,-0.00086482,-0.136126,34.0,0.00121642,2.0,-0.03624584,0.03746225,0.676572,0.02491698,1.018451,True,0.116927,0.00790328,-0.00963291,0.01753619,1.398872,23595/36
