ts_code,symbol,name,area,industry,list_date,delist_date,list_status,exchange,market
301320.SZ,301320,豪江智能,山东,电气设备,20230609,,L,SZSE,创业板
301319.SZ,301319,唯特偶,深圳,元器件,20220929,,L,SZSE,创业板
301318.SZ,301318,维海德,深圳,IT设备,20220810,,L,SZSE,创业板
301317.SZ,301317,鑫磊股份,浙江,机械基件,20230119,,L,SZSE,创业板
301316.SZ,301316,慧博云通,浙江,软件服务,20221013,,L,SZSE,创业板
301315.SZ,301315,威士顿,上海,软件服务,20230621,,L,SZSE,创业板
301314.SZ,301314,科瑞思,广东,元器件,20230328,,L,SZSE,创业板
301313.SZ,301313,凡拓数创,广东,文教休闲,20220930,,L,SZSE,创业板
301312.SZ,301312,智立方,深圳,专用机械,20220711,,L,SZSE,创业板
301311.SZ,301311,昆船智能,云南,机械基件,20221130,,L,SZSE,创业板
301310.SZ,301310,鑫宏业,江苏,汽车配件,20230602,,L,SZSE,创业板
301309.SZ,301309,万得凯,浙江,机械基件,20220919,,L,SZSE,创业板
301308.SZ,301308,江波龙,深圳,半导体,20220805,,L,SZSE,创业板
301307.SZ,301307,美利信,重庆,通信设备,20230424,,L,SZSE,创业板
301306.SZ,301306,西测测试,陕西,航空,20220726,,L,SZSE,创业板
301305.SZ,301305,朗坤科技,深圳,环境保护,20230523,,L,SZSE,创业板
301303.SZ,301303,真兰仪表,上海,电器仪表,20230220,,L,SZSE,创业板
301302.SZ,301302,华如科技,北京,软件服务,20220623,,L,SZSE,创业板
301301.SZ,301301,川宁生物,新疆,化学制药,20221227,,L,SZSE,创业板
301300.SZ,301300,远翔新材,福建,化工原料,20220819,,L,SZSE,创业板
301299.SZ,301299,卓创资讯,山东,互联网,20221019,,L,SZSE,创业板
301298.SZ,301298,东利机械,河北,汽车配件,20220606,,L,SZSE,创业板
301297.SZ,301297,富乐德,安徽,半导体,20221230,,L,SZSE,创业板
301296.SZ,301296,新巨丰,山东,广告包装,20220902,,L,SZSE,创业板
301295.SZ,301295,美硕科技,浙江,电气设备,20230628,,L,SZSE,创业板
301293.SZ,301293,三博脑科,北京,医疗保健,20230505,,L,SZSE,创业板
301292.SZ,301292,海科新源,山东,化工原料,20230707,,L,SZSE,创业板
301291.SZ,301291,明阳电气,广东,电气设备,20230630,,L,SZSE,创业板
301290.SZ,301290,东星医疗,江苏,医疗保健,20221130,,L,SZSE,创业板
301289.SZ,301289,国缆检测,上海,电器仪表,20220622,,L,SZSE,创业板
301288.SZ,301288,清研环境,深圳,环境保护,20220422,,L,SZSE,创业板
301287.SZ,301287,康力源,江苏,文教休闲,20230614,,L,SZSE,创业板
301286.SZ,301286,侨源股份,四川,化工原料,20220614,,L,SZSE,创业板
301285.SZ,301285,鸿日达,江苏,元器件,20220928,,L,SZSE,创业板
301283.SZ,301283,聚胶股份,广东,日用化工,20220902,,L,SZSE,创业板
301282.SZ,301282,金禄电子,广东,元器件,20220826,,L,SZSE,创业板
301281.SZ,301281,科源制药,山东,化学制药,20230404,,L,SZSE,创业板
301280.SZ,301280,珠城科技,浙江,元器件,20221226,,L,SZSE,创业板
301279.SZ,301279,金道科技,浙江,工程机械,20220413,,L,SZSE,创业板
301278.SZ,301278,快可电子,江苏,电气设备,20220804,,L,SZSE,创业板
301277.SZ,301277,新天地,河南,化学制药,20221116,,L,SZSE,创业板
301276.SZ,301276,嘉曼服饰,北京,服饰,20220909,,L,SZSE,创业板
301275.SZ,301275,汉朔科技,浙江,元器件,20250311,,L,SZSE,创业板
301273.SZ,301273,瑞晨环保,上海,机械基件,20221025,,L,SZSE,创业板
301272.SZ,301272,英华特,江苏,专用机械,20230713,,L,SZSE,创业板
301270.SZ,301270,汉仪股份,北京,软件服务,20220831,,L,SZSE,创业板
301269.SZ,301269,华大九天,北京,半导体,20220729,,L,SZSE,创业板
301268.SZ,301268,铭利达,深圳,机械基件,20220407,,L,SZSE,创业板
301267.SZ,301267,华厦眼科,福建,医疗保健,20221107,,L,SZSE,创业板
301266.SZ,301266,宇邦新材,江苏,电气设备,20220608,,L,SZSE,创业板
301265.SZ,301265,华新科技,北京,环境保护,20221216,,L,SZSE,创业板
301263.SZ,301263,泰恩康,广东,医药商业,20220329,,L,SZSE,创业板
301262.SZ,301262,海看股份,山东,影视音像,20230620,,L,SZSE,创业板
301261.SZ,301261,恒工精密,河北,机械基件,20230710,,L,SZSE,创业板
301260.SZ,301260,格力博,江苏,专用机械,20230208,,L,SZSE,创业板
301259.SZ,301259,艾布鲁,湖南,环境保护,20220426,,L,SZSE,创业板
301258.SZ,301258,富士莱,江苏,化学制药,20220329,,L,SZSE,创业板
301257.SZ,301257,普蕊斯,上海,医疗保健,20220517,,L,SZSE,创业板
301256.SZ,301256,华融化学,四川,化工原料,20220322,,L,SZSE,创业板
301255.SZ,301255,通力科技,浙江,机械基件,20221227,,L,SZSE,创业板
301252.SZ,301252,同星科技,浙江,机械基件,20230525,,L,SZSE,创业板
301251.SZ,301251,威尔高,江西,元器件,20230906,,L,SZSE,创业板
301248.SZ,301248,杰创智能,广东,软件服务,20220420,,L,SZSE,创业板
301246.SZ,301246,宏源药业,湖北,化学制药,20230320,,L,SZSE,创业板
301239.SZ,301239,普瑞眼科,四川,医疗保健,20220705,,L,SZSE,创业板
301238.SZ,301238,瑞泰新材,江苏,化工原料,20220617,,L,SZSE,创业板
301237.SZ,301237,和顺科技,浙江,塑料,20220323,,L,SZSE,创业板
301236.SZ,301236,软通动力,北京,软件服务,20220315,,L,SZSE,创业板
301235.SZ,301235,华康洁净,湖北,医疗保健,20220128,,L,SZSE,创业板
301234.SZ,301234,五洲医疗,安徽,医疗保健,20220705,,L,SZSE,创业板
301233.SZ,301233,盛帮股份,四川,汽车配件,20220706,,L,SZSE,创业板
301232.SZ,301232,飞沃科技,湖南,机械基件,20230615,,L,SZSE,创业板
301231.SZ,301231,荣信文化,陕西,出版业,20220908,,L,SZSE,创业板
301230.SZ,301230,泓博医药,上海,生物制药,20221101,,L,SZSE,创业板
301229.SZ,301229,纽泰格,江苏,汽车配件,20220222,,L,SZSE,创业板
301228.SZ,301228,实朴检测,上海,电器仪表,20220128,,L,SZSE,创业板
301227.SZ,301227,森鹰窗业,黑龙江,家居用品,20220926,,L,SZSE,创业板
301226.SZ,301226,祥明智能,江苏,电气设备,20220325,,L,SZSE,创业板
301225.SZ,301225,恒勃股份,浙江,汽车配件,20230616,,L,SZSE,创业板
301223.SZ,301223,中荣股份,广东,广告包装,20221026,,L,SZSE,创业板
301222.SZ,301222,浙江恒威,浙江,电气设备,20220309,,L,SZSE,创业板
301221.SZ,301221,光庭信息,湖北,软件服务,20211222,,L,SZSE,创业板
301220.SZ,301220,亚香股份,江苏,化工原料,20220622,,L,SZSE,创业板
301219.SZ,301219,腾远钴业,江西,小金属,20220317,,L,SZSE,创业板
301218.SZ,301218,华是科技,浙江,软件服务,20220307,,L,SZSE,创业板
301217.SZ,301217,铜冠铜箔,安徽,元器件,20220127,,L,SZSE,创业板
301216.SZ,301216,万凯新材,浙江,化工原料,20220329,,L,SZSE,创业板
301215.SZ,301215,中汽股份,江苏,汽车服务,20220308,,L,SZSE,创业板
301213.SZ,301213,观想科技,四川,软件服务,20211206,,L,SZSE,创业板
301212.SZ,301212,联盛化学,浙江,化工原料,20220419,,L,SZSE,创业板
301211.SZ,301211,亨迪药业,湖北,化学制药,20211222,,L,SZSE,创业板
301210.SZ,301210,金杨精密,江苏,电气设备,20230630,,L,SZSE,创业板
301209.SZ,301209,联合化学,山东,染料涂料,20220825,,L,SZSE,创业板
301208.SZ,301208,中亦科技,北京,软件服务,20220707,,L,SZSE,创业板
301207.SZ,301207,华兰疫苗,河南,生物制药,20220218,,L,SZSE,创业板
301206.SZ,301206,三元生物,山东,食品,20220210,,L,SZSE,创业板
301205.SZ,301205,联特科技,湖北,通信设备,20220913,,L,SZSE,创业板
301203.SZ,301203,国泰环保,浙江,环境保护,20230404,,L,SZSE,创业板
301202.SZ,301202,朗威股份,江苏,机械基件,20230705,,L,SZSE,创业板
301201.SZ,301201,诚达药业,浙江,生物制药,20220120,,L,SZSE,创业板
301200.SZ,301200,大族数控,深圳,专用机械,20220228,,L,SZSE,创业板
301199.SZ,301199,迈赫股份,山东,专用机械,20211207,,L,SZSE,创业板
301198.SZ,301198,喜悦智行,浙江,塑料,20211202,,L,SZSE,创业板
301197.SZ,301197,工大科雅,河北,软件服务,20220808,,L,SZSE,创业板
301196.SZ,301196,唯科科技,福建,专用机械,20220111,,L,SZSE,创业板
301195.SZ,301195,北路智控,江苏,软件服务,20220801,,L,SZSE,创业板
301193.SZ,301193,家联科技,浙江,家居用品,20211209,,L,SZSE,创业板
301192.SZ,301192,泰祥股份,湖北,汽车配件,20220811,,L,SZSE,创业板
301191.SZ,301191,菲菱科思,深圳,通信设备,20220526,,L,SZSE,创业板
301190.SZ,301190,善水科技,江西,染料涂料,20211224,,L,SZSE,创业板
301189.SZ,301189,奥尼电子,深圳,IT设备,20211228,,L,SZSE,创业板
301188.SZ,301188,力诺药包,山东,玻璃,20211111,,L,SZSE,创业板
301187.SZ,301187,欧圣电气,江苏,家用电器,20220422,,L,SZSE,创业板
301186.SZ,301186,超达装备,江苏,专用机械,20211223,,L,SZSE,创业板
301185.SZ,301185,鸥玛软件,山东,软件服务,20211119,,L,SZSE,创业板
301183.SZ,301183,东田微,湖北,元器件,20220524,,L,SZSE,创业板
301182.SZ,301182,凯旺科技,河南,元器件,20211223,,L,SZSE,创业板
301181.SZ,301181,标榜股份,江苏,汽车配件,20220221,,L,SZSE,创业板
301180.SZ,301180,万祥科技,江苏,元器件,20211116,,L,SZSE,创业板
301179.SZ,301179,泽宇智能,江苏,软件服务,20211208,,L,SZSE,创业板
301178.SZ,301178,天亿马,广东,软件服务,20211112,,L,SZSE,创业板
301177.SZ,301177,迪阿股份,深圳,服饰,20211215,,L,SZSE,创业板
301176.SZ,301176,逸豪新材,江西,元器件,20220928,,L,SZSE,创业板
301175.SZ,301175,中科环保,北京,环境保护,20220708,,L,SZSE,创业板
301173.SZ,301173,毓恬冠佳,上海,汽车配件,20250303,,L,SZSE,创业板
301172.SZ,301172,君逸数码,四川,软件服务,20230726,,L,SZSE,创业板
301171.SZ,301171,易点天下,陕西,互联网,20220819,,L,SZSE,创业板
301170.SZ,301170,锡南科技,江苏,汽车配件,20230627,,L,SZSE,创业板
301169.SZ,301169,零点有数,北京,文教休闲,20211103,,L,SZSE,创业板
301168.SZ,301168,通灵股份,江苏,电气设备,20211210,,L,SZSE,创业板
301167.SZ,301167,建研设计,安徽,建筑工程,20211206,,L,SZSE,创业板
301166.SZ,301166,优宁维,上海,医药商业,20211228,,L,SZSE,创业板
301165.SZ,301165,锐捷网络,福建,通信设备,20221121,,L,SZSE,创业板
301163.SZ,301163,宏德股份,江苏,电气设备,20220419,,L,SZSE,创业板
301162.SZ,301162,国能日新,北京,软件服务,20220429,,L,SZSE,创业板
301161.SZ,301161,唯万密封,上海,工程机械,20220914,,L,SZSE,创业板
301160.SZ,301160,翔楼新材,江苏,机械基件,20220606,,L,SZSE,创业板
301159.SZ,301159,三维天地,北京,软件服务,20220107,,L,SZSE,创业板
301158.SZ,301158,德石股份,山东,专用机械,20220117,,L,SZSE,创业板
301157.SZ,301157,华塑科技,浙江,电气设备,20230309,,L,SZSE,创业板
301156.SZ,301156,美农生物,上海,饲料,20220617,,L,SZSE,创业板
301155.SZ,301155,海力风电,江苏,电气设备,20211124,,L,SZSE,创业板
301153.SZ,301153,中科江南,北京,软件服务,20220518,,L,SZSE,创业板
301152.SZ,301152,天力锂能,河南,小金属,20220829,,L,SZSE,创业板
301151.SZ,301151,冠龙节能,上海,机械基件,20220411,,L,SZSE,创业板
301150.SZ,301150,中一科技,湖北,电气设备,20220421,,L,SZSE,创业板
301149.SZ,301149,隆华新材,山东,化工原料,20211110,,L,SZSE,创业板
301148.SZ,301148,嘉戎技术,福建,环境保护,20220421,,L,SZSE,创业板
301141.SZ,301141,中科磁业,浙江,矿物制品,20230403,,L,SZSE,创业板
301139.SZ,301139,*ST元道,新疆,通信设备,20220708,,L,SZSE,创业板
301138.SZ,301138,华研精机,广东,专用机械,20211215,,L,SZSE,创业板
301137.SZ,301137,哈焊华通,江苏,机械基件,20220322,,L,SZSE,创业板
301136.SZ,301136,招标股份,福建,建筑工程,20220111,,L,SZSE,创业板
301135.SZ,301135,瑞德智能,广东,元器件,20220412,,L,SZSE,创业板
301133.SZ,301133,金钟股份,广东,汽车配件,20211126,,L,SZSE,创业板
301132.SZ,301132,满坤科技,江西,元器件,20220810,,L,SZSE,创业板
301131.SZ,301131,聚赛龙,广东,塑料,20220314,,L,SZSE,创业板
301130.SZ,301130,西点药业,吉林,化学制药,20220223,,L,SZSE,创业板
301129.SZ,301129,瑞纳智能,安徽,电器仪表,20211102,,L,SZSE,创业板
301128.SZ,301128,强瑞技术,深圳,专用机械,20211110,,L,SZSE,创业板
301127.SZ,301127,武汉天源,湖北,环境保护,20211230,,L,SZSE,创业板
301126.SZ,301126,达嘉维康,湖南,医药商业,20211207,,L,SZSE,创业板
301125.SZ,301125,腾亚精工,江苏,机械基件,20220608,,L,SZSE,创业板
301123.SZ,301123,奕东电子,广东,元器件,20220125,,L,SZSE,创业板
301122.SZ,301122,采纳股份,江苏,医疗保健,20220126,,L,SZSE,创业板
301121.SZ,301121,紫建电子,重庆,电气设备,20220808,,L,SZSE,创业板
301120.SZ,301120,新特电气,北京,电气设备,20220419,,L,SZSE,创业板
301119.SZ,301119,正强股份,浙江,汽车配件,20211122,,L,SZSE,创业板
301118.SZ,301118,恒光股份,湖南,化工原料,20211118,,L,SZSE,创业板
301117.SZ,301117,ST佳缘,四川,软件服务,20220117,,L,SZSE,创业板
301116.SZ,301116,益客食品,江苏,食品,20220118,,L,SZSE,创业板
301115.SZ,301115,联检科技,江苏,建筑工程,20220831,,L,SZSE,创业板
301113.SZ,301113,雅艺科技,浙江,家居用品,20211222,,L,SZSE,创业板
301112.SZ,301112,信邦智能,广东,专用机械,20220629,,L,SZSE,创业板
301111.SZ,301111,粤万年青,广东,中成药,20211207,,L,SZSE,创业板
301110.SZ,301110,青木科技,广东,互联网,20220311,,L,SZSE,创业板
301109.SZ,301109,军信股份,湖南,环境保护,20220413,,L,SZSE,创业板
301108.SZ,301108,洁雅股份,安徽,日用化工,20211203,,L,SZSE,创业板
301107.SZ,301107,瑜欣电子,重庆,机械基件,20220524,,L,SZSE,创业板
301106.SZ,301106,骏成科技,江苏,元器件,20220128,,L,SZSE,创业板
301105.SZ,301105,鸿铭股份,广东,专用机械,20221230,,L,SZSE,创业板
301103.SZ,301103,何氏眼科,辽宁,医疗保健,20220322,,L,SZSE,创业板
301102.SZ,301102,兆讯传媒,天津,广告包装,20220328,,L,SZSE,创业板
301101.SZ,301101,明月镜片,江苏,文教休闲,20211216,,L,SZSE,创业板
301100.SZ,301100,风光股份,辽宁,化工原料,20211217,,L,SZSE,创业板
301099.SZ,301099,雅创电子,上海,元器件,20211122,,L,SZSE,创业板
301098.SZ,301098,金埔园林,江苏,建筑工程,20211112,,L,SZSE,创业板
301097.SZ,301097,天益医疗,浙江,医疗保健,20220407,,L,SZSE,创业板
301096.SZ,301096,百诚医药,浙江,医疗保健,20211220,,L,SZSE,创业板
301095.SZ,301095,广立微,浙江,半导体,20220805,,L,SZSE,创业板
301093.SZ,301093,华兰股份,江苏,医疗保健,20211101,,L,SZSE,创业板
301092.SZ,301092,争光股份,浙江,化工原料,20211102,,L,SZSE,创业板
301091.SZ,301091,深城交,深圳,建筑工程,20211029,,L,SZSE,创业板
301090.SZ,301090,华润材料,江苏,化工原料,20211026,,L,SZSE,创业板
301089.SZ,301089,拓新药业,河南,化学制药,20211027,,L,SZSE,创业板
301088.SZ,301088,戎美股份,江苏,服饰,20211028,,L,SZSE,创业板
301087.SZ,301087,可孚医疗,湖南,医疗保健,20211025,,L,SZSE,创业板
301086.SZ,301086,鸿富瀚,深圳,元器件,20211020,,L,SZSE,创业板
301085.SZ,301085,亚康股份,北京,软件服务,20211018,,L,SZSE,创业板
301083.SZ,301083,百胜智能,江西,专用机械,20211021,,L,SZSE,创业板
301082.SZ,301082,久盛电气,浙江,电气设备,20211027,,L,SZSE,创业板
301081.SZ,301081,严牌股份,浙江,环境保护,20211020,,L,SZSE,创业板
301080.SZ,301080,百普赛斯,北京,生物制药,20211018,,L,SZSE,创业板
301079.SZ,301079,邵阳液压,湖南,机械基件,20211019,,L,SZSE,创业板
301078.SZ,301078,孩子王,江苏,其他商业,20211014,,L,SZSE,创业板
301077.SZ,301077,星华新材,浙江,化工原料,20210930,,L,SZSE,创业板
301076.SZ,301076,新瀚新材,江苏,化工原料,20211011,,L,SZSE,创业板
301075.SZ,301075,多瑞医药,西藏,化学制药,20210929,,L,SZSE,创业板
301073.SZ,301073,君亭酒店,浙江,酒店餐饮,20210930,,L,SZSE,创业板
301072.SZ,301072,中捷精工,江苏,汽车配件,20210929,,L,SZSE,创业板
301071.SZ,301071,力量钻石,河南,矿物制品,20210924,,L,SZSE,创业板
301070.SZ,301070,开勒股份,上海,机械基件,20210923,,L,SZSE,创业板
301069.SZ,301069,凯盛新材,山东,化工原料,20210927,,L,SZSE,创业板
301068.SZ,301068,大地海洋,浙江,环境保护,20210928,,L,SZSE,创业板
301067.SZ,301067,显盈科技,深圳,元器件,20210922,,L,SZSE,创业板
301066.SZ,301066,万事利,浙江,纺织,20210922,,L,SZSE,创业板
301065.SZ,301065,本立科技,浙江,化学制药,20210914,,L,SZSE,创业板
301063.SZ,301063,海锅股份,江苏,电气设备,20210924,,L,SZSE,创业板
301062.SZ,301062,上海艾录,上海,广告包装,20210914,,L,SZSE,创业板
301061.SZ,301061,匠心家居,江苏,家居用品,20210913,,L,SZSE,创业板
301060.SZ,301060,兰卫医学,上海,医疗保健,20210913,,L,SZSE,创业板
301059.SZ,301059,金三江,广东,化工原料,20210913,,L,SZSE,创业板
301058.SZ,301058,中粮科工,江苏,建筑工程,20210909,,L,SZSE,创业板
301057.SZ,301057,汇隆新材,浙江,化纤,20210909,,L,SZSE,创业板
301056.SZ,301056,森赫股份,浙江,运输设备,20210907,,L,SZSE,创业板
301055.SZ,301055,张小泉,浙江,家居用品,20210906,,L,SZSE,创业板
301053.SZ,301053,远信工业,浙江,专用机械,20210901,,L,SZSE,创业板
301052.SZ,301052,果麦文化,浙江,出版业,20210830,,L,SZSE,创业板
301051.SZ,301051,信濠光电,深圳,元器件,20210827,,L,SZSE,创业板
301050.SZ,301050,雷电微力,四川,航空,20210824,,L,SZSE,创业板
301049.SZ,301049,超越科技,安徽,环境保护,20210824,,L,SZSE,创业板
301048.SZ,301048,金鹰重工,湖北,运输设备,20210818,,L,SZSE,创业板
301047.SZ,301047,义翘神州,北京,生物制药,20210816,,L,SZSE,创业板
301046.SZ,301046,能辉科技,上海,建筑工程,20210817,,L,SZSE,创业板
301045.SZ,301045,天禄科技,江苏,元器件,20210813,,L,SZSE,创业板
301043.SZ,301043,绿岛风,广东,机械基件,20210811,,L,SZSE,创业板
301042.SZ,301042,安联锐视,广东,IT设备,20210805,,L,SZSE,创业板
301041.SZ,301041,金百泽,深圳,元器件,20210811,,L,SZSE,创业板
301040.SZ,301040,中环海陆,江苏,机械基件,20210803,,L,SZSE,创业板
301039.SZ,301039,中集车辆,深圳,汽车整车,20210708,,L,SZSE,创业板
301038.SZ,301038,深水规院,深圳,建筑工程,20210804,,L,SZSE,创业板
301037.SZ,301037,保立佳,上海,染料涂料,20210730,,L,SZSE,创业板
301036.SZ,301036,双乐股份,江苏,染料涂料,20210729,,L,SZSE,创业板
301035.SZ,301035,润丰股份,山东,农药化肥,20210728,,L,SZSE,创业板
301033.SZ,301033,迈普医学,广东,医疗保健,20210726,,L,SZSE,创业板
301032.SZ,301032,新柴股份,浙江,工程机械,20210722,,L,SZSE,创业板
301031.SZ,301031,中熔电气,陕西,电气设备,20210715,,L,SZSE,创业板
301030.SZ,301030,*ST仕净,江苏,环境保护,20210722,,L,SZSE,创业板
301029.SZ,301029,怡合达,广东,专用机械,20210723,,L,SZSE,创业板
301028.SZ,301028,鼎熔岩,福建,专用机械,20210720,,L,SZSE,创业板
301027.SZ,301027,华蓝集团,广西,建筑工程,20210715,,L,SZSE,创业板
301026.SZ,301026,浩通科技,江苏,小金属,20210716,,L,SZSE,创业板
301025.SZ,301025,读客文化,上海,出版业,20210719,,L,SZSE,创业板
301024.SZ,301024,霍普股份,上海,建筑工程,20210728,,L,SZSE,创业板
301023.SZ,301023,奕帆传动,江苏,电气设备,20210707,,L,SZSE,创业板
301022.SZ,301022,海泰科,山东,专用机械,20210702,,L,SZSE,创业板
301021.SZ,301021,英诺激光,深圳,专用机械,20210706,,L,SZSE,创业板
301020.SZ,301020,密封科技,山东,汽车配件,20210706,,L,SZSE,创业板
301019.SZ,301019,宁波色母,浙江,塑料,20210628,,L,SZSE,创业板
301018.SZ,301018,申菱环境,广东,专用机械,20210707,,L,SZSE,创业板
301017.SZ,301017,漱玉平民,山东,医药商业,20210705,,L,SZSE,创业板
301016.SZ,301016,雷尔伟,江苏,运输设备,20210630,,L,SZSE,创业板
301015.SZ,301015,百洋医药,山东,医药商业,20210630,,L,SZSE,创业板
301013.SZ,301013,利和兴,深圳,专用机械,20210629,,L,SZSE,创业板
301012.SZ,301012,扬电科技,江苏,电气设备,20210622,,L,SZSE,创业板
301011.SZ,301011,华立科技,广东,文教休闲,20210617,,L,SZSE,创业板
301010.SZ,301010,晶雪节能,江苏,其他建材,20210618,,L,SZSE,创业板
301009.SZ,301009,可靠股份,浙江,造纸,20210617,,L,SZSE,创业板
301008.SZ,301008,宏昌科技,浙江,家用电器,20210611,,L,SZSE,创业板
301007.SZ,301007,德迈仕,辽宁,汽车配件,20210616,,L,SZSE,创业板
301006.SZ,301006,迈拓股份,江苏,电器仪表,20210607,,L,SZSE,创业板
301005.SZ,301005,超捷股份,上海,汽车配件,20210601,,L,SZSE,创业板
301004.SZ,301004,嘉益股份,浙江,家居用品,20210625,,L,SZSE,创业板
301003.SZ,301003,江苏博云,江苏,塑料,20210601,,L,SZSE,创业板
301002.SZ,301002,崧盛股份,深圳,电气设备,20210607,,L,SZSE,创业板
301001.SZ,301001,凯淳股份,上海,互联网,20210528,,L,SZSE,创业板
301000.SZ,301000,肇民科技,上海,汽车配件,20210528,,L,SZSE,创业板
300999.SZ,300999,金龙鱼,上海,食品,20201015,,L,SZSE,创业板
300998.SZ,300998,宁波方正,浙江,专用机械,20210602,,L,SZSE,创业板
300997.SZ,300997,欢乐家,广东,软饮料,20210602,,L,SZSE,创业板
300996.SZ,300996,普联软件,山东,软件服务,20210603,,L,SZSE,创业板
300995.SZ,300995,奇德新材,广东,塑料,20210526,,L,SZSE,创业板
300994.SZ,300994,久祺股份,浙江,文教休闲,20210812,,L,SZSE,创业板
300993.SZ,300993,玉马科技,山东,家居用品,20210524,,L,SZSE,创业板
300992.SZ,300992,泰福泵业,浙江,机械基件,20210525,,L,SZSE,创业板
300991.SZ,300991,创益通,深圳,元器件,20210520,,L,SZSE,创业板
300990.SZ,300990,同飞股份,河北,专用机械,20210512,,L,SZSE,创业板
300989.SZ,300989,蕾奥规划,深圳,建筑工程,20210507,,L,SZSE,创业板
300988.SZ,300988,津荣天宇,天津,机械基件,20210512,,L,SZSE,创业板
300987.SZ,300987,川网传媒,四川,互联网,20210511,,L,SZSE,创业板
300986.SZ,300986,志特新材,江西,建筑工程,20210430,,L,SZSE,创业板
300985.SZ,300985,致远新能,吉林,汽车配件,20210429,,L,SZSE,创业板
300984.SZ,300984,金沃股份,浙江,机械基件,20210618,,L,SZSE,创业板
300983.SZ,300983,尤安设计,上海,建筑工程,20210420,,L,SZSE,创业板
300982.SZ,300982,苏文电能,江苏,建筑工程,20210427,,L,SZSE,创业板
300981.SZ,300981,中红医疗,河北,医疗保健,20210427,,L,SZSE,创业板
300980.SZ,300980,祥源新材,湖北,塑料,20210421,,L,SZSE,创业板
300979.SZ,300979,华利集团,广东,服饰,20210426,,L,SZSE,创业板
300978.SZ,300978,东箭科技,广东,汽车配件,20210426,,L,SZSE,创业板
300977.SZ,300977,深圳瑞捷,深圳,建筑工程,20210420,,L,SZSE,创业板
300976.SZ,300976,达瑞电子,广东,元器件,20210419,,L,SZSE,创业板
300975.SZ,300975,商络电子,江苏,元器件,20210421,,L,SZSE,创业板
300973.SZ,300973,立高食品,广东,食品,20210415,,L,SZSE,创业板
300972.SZ,300972,万辰集团,福建,食品,20210419,,L,SZSE,创业板
300971.SZ,300971,博亚精工,湖北,机械基件,20210415,,L,SZSE,创业板
300970.SZ,300970,华绿生物,江苏,种植业,20210412,,L,SZSE,创业板
300969.SZ,300969,恒帅股份,浙江,汽车配件,20210412,,L,SZSE,创业板
300968.SZ,300968,格林精密,广东,元器件,20210415,,L,SZSE,创业板
300967.SZ,300967,晓鸣股份,宁夏,农业综合,20210413,,L,SZSE,创业板
300966.SZ,300966,共同药业,湖北,化学制药,20210409,,L,SZSE,创业板
300965.SZ,300965,恒宇信通,北京,航空,20210402,,L,SZSE,创业板
300964.SZ,300964,本川智能,江苏,元器件,20210805,,L,SZSE,创业板
300963.SZ,300963,中洲特材,上海,小金属,20210409,,L,SZSE,创业板
300962.SZ,300962,中金辐照,深圳,医疗保健,20210409,,L,SZSE,创业板
300961.SZ,300961,深水海纳,深圳,环境保护,20210330,,L,SZSE,创业板
300960.SZ,300960,通业科技,深圳,运输设备,20210329,,L,SZSE,创业板
300959.SZ,300959,线上线下,江苏,电信运营,20210322,,L,SZSE,创业板
300958.SZ,300958,建工修复,北京,环境保护,20210329,,L,SZSE,创业板
300957.SZ,300957,贝泰妮,云南,日用化工,20210325,,L,SZSE,创业板
300956.SZ,300956,英力股份,安徽,元器件,20210326,,L,SZSE,创业板
300955.SZ,300955,嘉亨家化,福建,日用化工,20210324,,L,SZSE,创业板
300953.SZ,300953,震裕科技,浙江,电气设备,20210318,,L,SZSE,创业板
300952.SZ,300952,恒辉安防,江苏,纺织,20210311,,L,SZSE,创业板
300951.SZ,300951,博硕科技,深圳,元器件,20210226,,L,SZSE,创业板
300950.SZ,300950,德固特,山东,专用机械,20210303,,L,SZSE,创业板
300949.SZ,300949,奥雅股份,深圳,建筑工程,20210226,,L,SZSE,创业板
300948.SZ,300948,冠中生态,山东,环境保护,20210225,,L,SZSE,创业板
300947.SZ,300947,德必集团,上海,房产服务,20210210,,L,SZSE,创业板
300946.SZ,300946,恒而达,福建,机械基件,20210208,,L,SZSE,创业板
300945.SZ,300945,曼卡龙,浙江,服饰,20210210,,L,SZSE,创业板
300943.SZ,300943,春晖智控,浙江,机械基件,20210210,,L,SZSE,创业板
300942.SZ,300942,易瑞生物,深圳,医疗保健,20210209,,L,SZSE,创业板
300941.SZ,300941,创识科技,福建,IT设备,20210209,,L,SZSE,创业板
300940.SZ,300940,南极光,深圳,元器件,20210203,,L,SZSE,创业板
300939.SZ,300939,秋田微,深圳,元器件,20210128,,L,SZSE,创业板
300938.SZ,300938,信测标准,深圳,电器仪表,20210127,,L,SZSE,创业板
300937.SZ,300937,药易购,四川,医药商业,20210127,,L,SZSE,创业板
300936.SZ,300936,中英科技,江苏,元器件,20210126,,L,SZSE,创业板
300935.SZ,300935,盈建科,北京,软件服务,20210120,,L,SZSE,创业板
300933.SZ,300933,中辰股份,江苏,电气设备,20210122,,L,SZSE,创业板
300932.SZ,300932,三友联众,广东,电气设备,20210122,,L,SZSE,创业板
300931.SZ,300931,通用电梯,江苏,运输设备,20210121,,L,SZSE,创业板
300930.SZ,300930,屹通新材,浙江,小金属,20210121,,L,SZSE,创业板
300929.SZ,300929,华骐环保,安徽,环境保护,20210120,,L,SZSE,创业板
