ts_code,symbol,name,area,industry,list_date,delist_date,list_status,exchange,market
688450.SH,688450,光格科技,江苏,电器仪表,20230724,,L,SSE,科创板
688449.SH,688449,联芸科技,浙江,半导体,20241129,,L,SSE,科创板
688448.SH,688448,磁谷科技,江苏,专用机械,20220921,,L,SSE,科创板
688443.SH,688443,智翔金泰,重庆,生物制药,20230620,,L,SSE,科创板
688439.SH,688439,振华风光,贵州,元器件,20220826,,L,SSE,科创板
688435.SH,688435,英方软件,上海,软件服务,20230119,,L,SSE,科创板
688433.SH,688433,华曙高科,湖南,专用机械,20230417,,L,SSE,科创板
688432.SH,688432,有研硅,北京,半导体,20221110,,L,SSE,科创板
688429.SH,688429,时创能源,江苏,电气设备,20230629,,L,SSE,科创板
688428.SH,688428,诺诚健华,北京,生物制药,20220921,,L,SSE,科创板
688426.SH,688426,康为世纪,江苏,生物制药,20221025,,L,SSE,科创板
688425.SH,688425,铁建重工,湖南,工程机械,20210622,,L,SSE,科创板
688420.SH,688420,美腾科技,天津,专用机械,20221209,,L,SSE,科创板
688419.SH,688419,耐科装备,安徽,半导体,20221107,,L,SSE,科创板
688418.SH,688418,震有科技,深圳,通信设备,20200722,,L,SSE,科创板
688416.SH,688416,恒烁股份,安徽,半导体,20220829,,L,SSE,科创板
688411.SH,688411,海博思创,北京,电气设备,20250127,,L,SSE,科创板
688410.SH,688410,山外山,重庆,医疗保健,20221226,,L,SSE,科创板
688409.SH,688409,富创精密,辽宁,半导体,20221010,,L,SSE,科创板
688408.SH,688408,中信博,江苏,电气设备,20200828,,L,SSE,科创板
688403.SH,688403,汇成股份,安徽,半导体,20220818,,L,SSE,科创板
688401.SH,688401,路维光电,深圳,半导体,20220817,,L,SSE,科创板
688400.SH,688400,凌云光,北京,专用机械,20220706,,L,SSE,科创板
688399.SH,688399,硕世生物,江苏,医疗保健,20191205,,L,SSE,科创板
688398.SH,688398,赛特新材,福建,矿物制品,20200211,,L,SSE,科创板
688396.SH,688396,华润微,江苏,半导体,20200227,,L,SSE,科创板
688395.SH,688395,正弦电气,深圳,机械基件,20210429,,L,SSE,科创板
688393.SH,688393,安必平,广东,医疗保健,20200820,,L,SSE,科创板
688392.SH,688392,骄成超声,上海,专用机械,20220927,,L,SSE,科创板
688391.SH,688391,钜泉科技,上海,半导体,20220913,,L,SSE,科创板
688390.SH,688390,固德威,江苏,电气设备,20200904,,L,SSE,科创板
688389.SH,688389,普门科技,深圳,医疗保健,20191105,,L,SSE,科创板
688388.SH,688388,嘉元科技,广东,电气设备,20190722,,L,SSE,科创板
688387.SH,688387,信科移动,湖北,通信设备,20220926,,L,SSE,科创板
688386.SH,688386,泛亚微透,江苏,化工原料,20201016,,L,SSE,科创板
688385.SH,688385,复旦微电,上海,半导体,20210804,,L,SSE,科创板
688383.SH,688383,新益昌,深圳,专用机械,20210428,,L,SSE,科创板
688382.SH,688382,益方生物,上海,生物制药,20220725,,L,SSE,科创板
688381.SH,688381,帝奥微,江苏,半导体,20220823,,L,SSE,科创板
688380.SH,688380,中微半导,深圳,半导体,20220805,,L,SSE,科创板
688379.SH,688379,华光新材,浙江,机械基件,20200819,,L,SSE,科创板
688378.SH,688378,奥来德,吉林,专用机械,20200903,,L,SSE,科创板
688377.SH,688377,迪威尔,江苏,专用机械,20200708,,L,SSE,科创板
688376.SH,688376,美埃科技,江苏,专用机械,20221118,,L,SSE,科创板
688375.SH,688375,国博电子,江苏,元器件,20220722,,L,SSE,科创板
688373.SH,688373,盟科药业,上海,化学制药,20220805,,L,SSE,科创板
688372.SH,688372,伟测科技,上海,半导体,20221026,,L,SSE,科创板
688371.SH,688371,菲沃泰,江苏,元器件,20220802,,L,SSE,科创板
688370.SH,688370,丛麟科技,上海,环境保护,20220825,,L,SSE,科创板
688369.SH,688369,致远互联,北京,软件服务,20191031,,L,SSE,科创板
688368.SH,688368,晶丰明源,上海,半导体,20191014,,L,SSE,科创板
688367.SH,688367,工大高科,安徽,运输设备,20210628,,L,SSE,科创板
688366.SH,688366,昊海生科,上海,医疗保健,20191030,,L,SSE,科创板
688365.SH,688365,光云科技,浙江,软件服务,20200429,,L,SSE,科创板
688363.SH,688363,华熙生物,山东,医疗保健,20191106,,L,SSE,科创板
688362.SH,688362,甬矽电子,浙江,半导体,20221116,,L,SSE,科创板
688361.SH,688361,中科飞测,深圳,半导体,20230519,,L,SSE,科创板
688360.SH,688360,德马科技,浙江,机械基件,20200602,,L,SSE,科创板
688359.SH,688359,三孚新科,广东,化工原料,20210521,,L,SSE,科创板
688358.SH,688358,祥生医疗,江苏,医疗保健,20191203,,L,SSE,科创板
688357.SH,688357,建龙微纳,河南,化工原料,20191204,,L,SSE,科创板
688356.SH,688356,键凯科技,北京,化学制药,20200826,,L,SSE,科创板
688355.SH,688355,明志科技,江苏,机械基件,20210512,,L,SSE,科创板
688353.SH,688353,华盛锂电,江苏,化工原料,20220713,,L,SSE,科创板
688352.SH,688352,颀中科技,安徽,半导体,20230420,,L,SSE,科创板
688351.SH,688351,微电生理,上海,医疗保健,20220831,,L,SSE,科创板
688350.SH,688350,富淼科技,江苏,化工原料,20210128,,L,SSE,科创板
688349.SH,688349,三一重能,北京,电气设备,20220622,,L,SSE,科创板
688348.SH,688348,昱能科技,浙江,电气设备,20220608,,L,SSE,科创板
688347.SH,688347,华虹宏力,上海,半导体,20230807,,L,SSE,科创板
688345.SH,688345,博力威,广东,电气设备,20210611,,L,SSE,科创板
688343.SH,688343,云天励飞,深圳,软件服务,20230404,,L,SSE,科创板
688339.SH,688339,亿华通,北京,汽车配件,20200810,,L,SSE,科创板
688338.SH,688338,赛科希德,北京,医疗保健,20200806,,L,SSE,科创板
688337.SH,688337,普源精电,江苏,电器仪表,20220408,,L,SSE,科创板
688336.SH,688336,三生国健,上海,生物制药,20200722,,L,SSE,科创板
688335.SH,688335,复洁科技,上海,环境保护,20200817,,L,SSE,科创板
688334.SH,688334,西高院,陕西,电气设备,20230619,,L,SSE,科创板
688333.SH,688333,铂力特,陕西,机械基件,20190722,,L,SSE,科创板
688332.SH,688332,中科蓝讯,深圳,半导体,20220715,,L,SSE,科创板
688331.SH,688331,荣昌生物,山东,生物制药,20220331,,L,SSE,科创板
688330.SH,688330,宏力达,上海,电气设备,20201015,,L,SSE,科创板
688329.SH,688329,艾隆科技,江苏,专用机械,20210329,,L,SSE,科创板
688328.SH,688328,深科达,深圳,专用机械,20210309,,L,SSE,科创板
688327.SH,688327,云从科技,广东,软件服务,20220527,,L,SSE,科创板
688326.SH,688326,经纬恒润,北京,汽车配件,20220419,,L,SSE,科创板
688325.SH,688325,赛微微电,广东,半导体,20220422,,L,SSE,科创板
688323.SH,688323,瑞华泰,深圳,塑料,20210428,,L,SSE,科创板
688322.SH,688322,奥比中光,深圳,元器件,20220707,,L,SSE,科创板
688321.SH,688321,微芯生物,深圳,化学制药,20190812,,L,SSE,科创板
688320.SH,688320,禾川科技,浙江,电器仪表,20220428,,L,SSE,科创板
688319.SH,688319,欧林生物,四川,生物制药,20210608,,L,SSE,科创板
688318.SH,688318,财富趋势,深圳,软件服务,20200427,,L,SSE,科创板
688317.SH,688317,之江生物,上海,医疗保健,20210118,,L,SSE,科创板
688316.SH,688316,青云科技,北京,软件服务,20210316,,L,SSE,科创板
688315.SH,688315,诺禾致源,北京,医疗保健,20210413,,L,SSE,科创板
688314.SH,688314,康拓医疗,陕西,医疗保健,20210518,,L,SSE,科创板
688313.SH,688313,仕佳光子,河南,通信设备,20200812,,L,SSE,科创板
688312.SH,688312,燕麦科技,深圳,专用机械,20200608,,L,SSE,科创板
688311.SH,688311,盟升电子,四川,元器件,20200731,,L,SSE,科创板
688310.SH,688310,迈得医疗,浙江,医疗保健,20191203,,L,SSE,科创板
688309.SH,688309,恒誉科技,山东,环境保护,20200714,,L,SSE,科创板
688308.SH,688308,欧科亿,湖南,机械基件,20201210,,L,SSE,科创板
688307.SH,688307,中润光学,浙江,元器件,20230216,,L,SSE,科创板
688306.SH,688306,均普智能,浙江,专用机械,20220322,,L,SSE,科创板
688305.SH,688305,科德数控,辽宁,机床制造,20210709,,L,SSE,科创板
688303.SH,688303,大全能源,新疆,电气设备,20210722,,L,SSE,科创板
688302.SH,688302,海创药业,四川,生物制药,20220412,,L,SSE,科创板
688301.SH,688301,奕瑞科技,上海,医疗保健,20200918,,L,SSE,科创板
688300.SH,688300,联瑞新材,江苏,矿物制品,20191115,,L,SSE,科创板
688299.SH,688299,长阳科技,浙江,元器件,20191106,,L,SSE,科创板
688298.SH,688298,东方生物,浙江,医疗保健,20200205,,L,SSE,科创板
688297.SH,688297,中无人机,四川,航空,20220629,,L,SSE,科创板
688296.SH,688296,和达科技,浙江,软件服务,20210727,,L,SSE,科创板
688295.SH,688295,中复神鹰,江苏,化纤,20220406,,L,SSE,科创板
688293.SH,688293,奥浦迈,上海,生物制药,20220902,,L,SSE,科创板
688292.SH,688292,浩瀚深度,北京,通信设备,20220818,,L,SSE,科创板
688291.SH,688291,金橙子,北京,软件服务,20221026,,L,SSE,科创板
688290.SH,688290,景业智能,浙江,专用机械,20220429,,L,SSE,科创板
688289.SH,688289,圣湘生物,湖南,医疗保健,20200828,,L,SSE,科创板
688288.SH,688288,鸿泉技术,浙江,IT设备,20191106,,L,SSE,科创板
688286.SH,688286,敏芯股份,江苏,半导体,20200810,,L,SSE,科创板
688285.SH,688285,高铁电气,陕西,运输设备,20211020,,L,SSE,科创板
688283.SH,688283,坤恒顺维,四川,电器仪表,20220215,,L,SSE,科创板
688282.SH,688282,理工导航,北京,通信设备,20220318,,L,SSE,科创板
688281.SH,688281,华秦科技,陕西,航空,20220307,,L,SSE,科创板
688280.SH,688280,精进电动,北京,汽车配件,20211027,,L,SSE,科创板
688279.SH,688279,峰岹科技,深圳,半导体,20220420,,L,SSE,科创板
688278.SH,688278,特宝生物,福建,生物制药,20200117,,L,SSE,科创板
688277.SH,688277,天智航,北京,医疗保健,20200707,,L,SSE,科创板
688276.SH,688276,百克生物,吉林,生物制药,20210625,,L,SSE,科创板
688275.SH,688275,万润新能,湖北,电气设备,20220929,,L,SSE,科创板
688273.SH,688273,麦澜德,江苏,医疗保健,20220811,,L,SSE,科创板
688272.SH,688272,富吉瑞,北京,元器件,20211018,,L,SSE,科创板
688271.SH,688271,联影医疗,上海,医疗保健,20220822,,L,SSE,科创板
688270.SH,688270,ST臻镭,浙江,半导体,20220127,,L,SSE,科创板
688269.SH,688269,凯立新材,陕西,化工原料,20210609,,L,SSE,科创板
688268.SH,688268,华特气体,广东,化工原料,20191226,,L,SSE,科创板
688267.SH,688267,中触媒,辽宁,化工原料,20220216,,L,SSE,科创板
688266.SH,688266,泽璟制药,江苏,生物制药,20200123,,L,SSE,科创板
688265.SH,688265,南模生物,上海,医疗保健,20211228,,L,SSE,科创板
688262.SH,688262,国芯科技,江苏,半导体,20220106,,L,SSE,科创板
688261.SH,688261,东微半导,江苏,半导体,20220210,,L,SSE,科创板
688260.SH,688260,昀冢科技,江苏,元器件,20210406,,L,SSE,科创板
688259.SH,688259,创耀科技,江苏,半导体,20220112,,L,SSE,科创板
688258.SH,688258,卓易信息,江苏,软件服务,20191209,,L,SSE,科创板
688257.SH,688257,新锐股份,江苏,机械基件,20211027,,L,SSE,科创板
688256.SH,688256,寒武纪,北京,半导体,20200720,,L,SSE,科创板
688255.SH,688255,凯尔达,浙江,机械基件,20211025,,L,SSE,科创板
688253.SH,688253,英诺特,北京,医疗保健,20220728,,L,SSE,科创板
688252.SH,688252,天德钰,深圳,半导体,20220927,,L,SSE,科创板
688251.SH,688251,井松智能,安徽,专用机械,20220606,,L,SSE,科创板
688249.SH,688249,晶合集成,安徽,半导体,20230505,,L,SSE,科创板
688248.SH,688248,南网科技,广东,电气设备,20211222,,L,SSE,科创板
688247.SH,688247,宣泰医药,上海,化学制药,20220825,,L,SSE,科创板
688246.SH,688246,嘉和美康,北京,软件服务,20211214,,L,SSE,科创板
688244.SH,688244,永信至诚,北京,软件服务,20221019,,L,SSE,科创板
688239.SH,688239,航宇科技,贵州,航空,20210705,,L,SSE,科创板
688238.SH,688238,和元生物,上海,医疗保健,20220322,,L,SSE,科创板
688237.SH,688237,超卓航科,湖北,航空,20220701,,L,SSE,科创板
688236.SH,688236,春立医疗,北京,医疗保健,20211230,,L,SSE,科创板
688235.SH,688235,百济神州,北京,生物制药,20211215,,L,SSE,科创板
688234.SH,688234,天岳先进,山东,半导体,20220112,,L,SSE,科创板
688233.SH,688233,神工股份,辽宁,半导体,20200221,,L,SSE,科创板
688232.SH,688232,新点软件,江苏,软件服务,20211117,,L,SSE,科创板
688231.SH,688231,隆达股份,江苏,航空,20220722,,L,SSE,科创板
688230.SH,688230,芯导科技,上海,半导体,20211201,,L,SSE,科创板
688229.SH,688229,博睿数据,北京,软件服务,20200817,,L,SSE,科创板
688228.SH,688228,开普云,广东,软件服务,20200327,,L,SSE,科创板
688227.SH,688227,品高股份,广东,软件服务,20211230,,L,SSE,科创板
688226.SH,688226,威腾电气,江苏,电气设备,20210707,,L,SSE,科创板
688225.SH,688225,亚信安全,江苏,软件服务,20220209,,L,SSE,科创板
688223.SH,688223,晶科能源,江西,电气设备,20220126,,L,SSE,科创板
688222.SH,688222,成都先导,四川,化学制药,20200416,,L,SSE,科创板
688221.SH,688221,前沿生物,江苏,生物制药,20201028,,L,SSE,科创板
688220.SH,688220,翱捷科技,上海,半导体,20220114,,L,SSE,科创板
688219.SH,688219,会通股份,安徽,塑料,20201118,,L,SSE,科创板
688218.SH,688218,江苏北人,江苏,专用机械,20191211,,L,SSE,科创板
688217.SH,688217,睿昂基因,上海,医疗保健,20210517,,L,SSE,科创板
688216.SH,688216,气派科技,深圳,半导体,20210623,,L,SSE,科创板
688215.SH,688215,瑞晟智能,浙江,专用机械,20200828,,L,SSE,科创板
688213.SH,688213,思特威,上海,半导体,20220520,,L,SSE,科创板
688212.SH,688212,澳华内镜,上海,医疗保健,20211115,,L,SSE,科创板
688211.SH,688211,中科微至,江苏,专用机械,20211026,,L,SSE,科创板
688210.SH,688210,统联精密,深圳,元器件,20211227,,L,SSE,科创板
688209.SH,688209,英集芯,深圳,半导体,20220419,,L,SSE,科创板
688208.SH,688208,道通科技,深圳,IT设备,20200213,,L,SSE,科创板
688207.SH,688207,格灵深瞳,北京,软件服务,20220317,,L,SSE,科创板
688206.SH,688206,概伦电子,上海,半导体,20211228,,L,SSE,科创板
688205.SH,688205,德科立,江苏,通信设备,20220809,,L,SSE,科创板
688203.SH,688203,海正生材,浙江,塑料,20220816,,L,SSE,科创板
688202.SH,688202,美迪西,上海,医疗保健,20191105,,L,SSE,科创板
688201.SH,688201,ST信安,北京,软件服务,20210421,,L,SSE,科创板
688200.SH,688200,华峰测控,北京,半导体,20200218,,L,SSE,科创板
688199.SH,688199,久日新材,天津,化工原料,20191105,,L,SSE,科创板
688198.SH,688198,佰仁医疗,北京,医疗保健,20191209,,L,SSE,科创板
688197.SH,688197,首药控股,北京,化学制药,20220323,,L,SSE,科创板
688196.SH,688196,卓越新能,福建,环境保护,20191121,,L,SSE,科创板
688195.SH,688195,腾景科技,福建,元器件,20210326,,L,SSE,科创板
688193.SH,688193,仁度生物,上海,医疗保健,20220330,,L,SSE,科创板
688192.SH,688192,迪哲医药,江苏,生物制药,20211210,,L,SSE,科创板
688191.SH,688191,智洋创新,山东,软件服务,20210408,,L,SSE,科创板
688190.SH,688190,云路股份,山东,矿物制品,20211126,,L,SSE,科创板
688189.SH,688189,ST南新,湖南,化学制药,20200326,,L,SSE,科创板
688188.SH,688188,柏楚电子,上海,专用机械,20190808,,L,SSE,科创板
688187.SH,688187,时代电气,湖南,运输设备,20210907,,L,SSE,科创板
688186.SH,688186,广大特材,江苏,特种钢,20200211,,L,SSE,科创板
688185.SH,688185,康希诺,天津,生物制药,20200813,,L,SSE,科创板
688184.SH,688184,ST帕瓦,浙江,电气设备,20220919,,L,SSE,科创板
688183.SH,688183,生益电子,广东,元器件,20210225,,L,SSE,科创板
688182.SH,688182,灿勤科技,江苏,通信设备,20211116,,L,SSE,科创板
688181.SH,688181,八亿时空,北京,元器件,20200106,,L,SSE,科创板
688180.SH,688180,君实生物,上海,生物制药,20200715,,L,SSE,科创板
688179.SH,688179,阿拉丁,上海,化学制药,20201026,,L,SSE,科创板
688178.SH,688178,万德斯,江苏,环境保护,20200114,,L,SSE,科创板
688177.SH,688177,百奥泰,广东,生物制药,20200221,,L,SSE,科创板
688176.SH,688176,亚虹医药,江苏,化学制药,20220107,,L,SSE,科创板
688175.SH,688175,高凌信息,广东,通信设备,20220315,,L,SSE,科创板
688173.SH,688173,希荻微,广东,半导体,20220121,,L,SSE,科创板
688172.SH,688172,燕东微,北京,半导体,20221216,,L,SSE,科创板
688171.SH,688171,纬德信息,广东,软件服务,20220127,,L,SSE,科创板
688170.SH,688170,德龙激光,江苏,专用机械,20220429,,L,SSE,科创板
688169.SH,688169,石头科技,北京,家用电器,20200221,,L,SSE,科创板
688168.SH,688168,安博通,北京,软件服务,20190906,,L,SSE,科创板
688167.SH,688167,炬光科技,陕西,元器件,20211224,,L,SSE,科创板
688166.SH,688166,博瑞医药,江苏,化学制药,20191108,,L,SSE,科创板
688165.SH,688165,埃夫特,安徽,专用机械,20200715,,L,SSE,科创板
688163.SH,688163,赛伦生物,上海,生物制药,20220311,,L,SSE,科创板
688162.SH,688162,巨一科技,安徽,专用机械,20211110,,L,SSE,科创板
688161.SH,688161,威高骨科,山东,医疗保健,20210630,,L,SSE,科创板
688160.SH,688160,步科股份,上海,电器仪表,20201112,,L,SSE,科创板
688159.SH,688159,有方科技,深圳,通信设备,20200123,,L,SSE,科创板
688158.SH,688158,优刻得,上海,软件服务,20200120,,L,SSE,科创板
688157.SH,688157,松井股份,湖南,染料涂料,20200609,,L,SSE,科创板
688156.SH,688156,路德科技,湖北,饲料,20200922,,L,SSE,科创板
688155.SH,688155,先惠技术,上海,电气设备,20200811,,L,SSE,科创板
688153.SH,688153,唯捷创芯,天津,半导体,20220412,,L,SSE,科创板
688152.SH,688152,麒麟信安,湖南,软件服务,20221028,,L,SSE,科创板
688151.SH,688151,华强科技,湖北,医疗保健,20211206,,L,SSE,科创板
688150.SH,688150,莱特光电,陕西,元器件,20220318,,L,SSE,科创板
688148.SH,688148,芳源股份,广东,电气设备,20210806,,L,SSE,科创板
688147.SH,688147,微导纳米,江苏,专用机械,20221223,,L,SSE,科创板
688146.SH,688146,中船特气,河北,半导体,20230421,,L,SSE,科创板
688143.SH,688143,长盈通,湖北,通信设备,20221212,,L,SSE,科创板
688141.SH,688141,杰华特,浙江,半导体,20221223,,L,SSE,科创板
688139.SH,688139,海尔生物,山东,医疗保健,20191025,,L,SSE,科创板
688138.SH,688138,清溢光电,深圳,半导体,20191120,,L,SSE,科创板
688137.SH,688137,近岸蛋白,江苏,生物制药,20220929,,L,SSE,科创板
688136.SH,688136,科兴制药,山东,生物制药,20201214,,L,SSE,科创板
688135.SH,688135,利扬芯片,广东,半导体,20201111,,L,SSE,科创板
688133.SH,688133,泰坦科技,上海,化工原料,20201030,,L,SSE,科创板
688132.SH,688132,邦彦技术,深圳,通信设备,20220923,,L,SSE,科创板
688131.SH,688131,皓元医药,上海,化学制药,20210608,,L,SSE,科创板
688130.SH,688130,晶华微,浙江,半导体,20220729,,L,SSE,科创板
688129.SH,688129,东来技术,上海,染料涂料,20201023,,L,SSE,科创板
688128.SH,688128,中国电研,广东,专用机械,20191105,,L,SSE,科创板
688127.SH,688127,蓝特光学,浙江,元器件,20200921,,L,SSE,科创板
688126.SH,688126,沪硅产业,上海,半导体,20200420,,L,SSE,科创板
688125.SH,688125,安达智能,广东,专用机械,20220415,,L,SSE,科创板
688123.SH,688123,聚辰股份,上海,半导体,20191223,,L,SSE,科创板
688122.SH,688122,西部超导,陕西,小金属,20190722,,L,SSE,科创板
688121.SH,688121,*ST卓然,上海,专用机械,20210906,,L,SSE,科创板
688120.SH,688120,华海清科,天津,半导体,20220608,,L,SSE,科创板
688119.SH,688119,中钢洛耐,河南,其他建材,20220606,,L,SSE,科创板
688118.SH,688118,普元信息,上海,软件服务,20191204,,L,SSE,科创板
688117.SH,688117,圣诺生物,四川,生物制药,20210603,,L,SSE,科创板
688116.SH,688116,天奈科技,江苏,化工原料,20190925,,L,SSE,科创板
688115.SH,688115,思林杰,广东,电器仪表,20220314,,L,SSE,科创板
688114.SH,688114,华大智造,深圳,医疗保健,20220909,,L,SSE,科创板
688113.SH,688113,联测科技,江苏,专用机械,20210506,,L,SSE,科创板
688112.SH,688112,鼎阳科技,深圳,电器仪表,20211201,,L,SSE,科创板
688111.SH,688111,金山办公,北京,软件服务,20191118,,L,SSE,科创板
688110.SH,688110,东芯股份,上海,半导体,20211210,,L,SSE,科创板
688109.SH,688109,品茗科技,浙江,软件服务,20210330,,L,SSE,科创板
688108.SH,688108,赛诺医疗,天津,医疗保健,20191030,,L,SSE,科创板
688107.SH,688107,安路科技,上海,半导体,20211112,,L,SSE,科创板
688106.SH,688106,金宏气体,江苏,化工原料,20200616,,L,SSE,科创板
688105.SH,688105,诺唯赞,江苏,生物制药,20211115,,L,SSE,科创板
688103.SH,688103,国力电子,江苏,元器件,20210910,,L,SSE,科创板
688102.SH,688102,斯瑞新材,陕西,铜,20220316,,L,SSE,科创板
688101.SH,688101,三达膜,陕西,环境保护,20191115,,L,SSE,科创板
688100.SH,688100,威胜信息,湖南,通信设备,20200121,,L,SSE,科创板
688099.SH,688099,晶晨股份,上海,半导体,20190808,,L,SSE,科创板
688098.SH,688098,申联生物,上海,农业综合,20191028,,L,SSE,科创板
688097.SH,688097,博众精工,江苏,专用机械,20210512,,L,SSE,科创板
688096.SH,688096,京源环保,江苏,环境保护,20200409,,L,SSE,科创板
688095.SH,688095,福昕软件,福建,软件服务,20200908,,L,SSE,科创板
688093.SH,688093,世华科技,江苏,化工原料,20200930,,L,SSE,科创板
688092.SH,688092,爱科科技,浙江,专用机械,20210319,,L,SSE,科创板
688091.SH,688091,上海谊众,上海,化学制药,20210909,,L,SSE,科创板
688090.SH,688090,瑞松科技,广东,专用机械,20200217,,L,SSE,科创板
688089.SH,688089,ST嘉必优,湖北,食品,20191219,,L,SSE,科创板
688088.SH,688088,虹软科技,浙江,软件服务,20190722,,L,SSE,科创板
688087.SH,688087,英科再生,山东,环境保护,20210709,,L,SSE,科创板
688085.SH,688085,三友医疗,上海,医疗保健,20200409,,L,SSE,科创板
688084.SH,688084,晶品特装,北京,专用机械,20221208,,L,SSE,科创板
688083.SH,688083,中望软件,广东,软件服务,20210311,,L,SSE,科创板
688082.SH,688082,盛美上海,上海,半导体,20211118,,L,SSE,科创板
688081.SH,688081,兴图新科,湖北,软件服务,20200106,,L,SSE,科创板
688080.SH,688080,映翰通,北京,通信设备,20200212,,L,SSE,科创板
688079.SH,688079,美迪凯,浙江,元器件,20210302,,L,SSE,科创板
688078.SH,688078,龙软科技,北京,软件服务,20191230,,L,SSE,科创板
688077.SH,688077,大地熊,安徽,矿物制品,20200722,,L,SSE,科创板
688076.SH,688076,ST诺泰,江苏,生物制药,20210520,,L,SSE,科创板
688075.SH,688075,安旭生物,浙江,医疗保健,20211118,,L,SSE,科创板
688073.SH,688073,毕得医药,上海,化学制药,20221011,,L,SSE,科创板
688072.SH,688072,拓荆科技,辽宁,半导体,20220420,,L,SSE,科创板
688071.SH,688071,华依科技,上海,专用机械,20210729,,L,SSE,科创板
688070.SH,688070,纵横股份,四川,航空,20210210,,L,SSE,科创板
688069.SH,688069,德林海,江苏,环境保护,20200722,,L,SSE,科创板
688068.SH,688068,热景生物,北京,医疗保健,20190930,,L,SSE,科创板
688067.SH,688067,爱威科技,湖南,医疗保健,20210616,,L,SSE,科创板
688066.SH,688066,*ST航图,北京,软件服务,20190722,,L,SSE,科创板
688065.SH,688065,凯赛生物,上海,化工原料,20200812,,L,SSE,科创板
688063.SH,688063,派能科技,上海,电气设备,20201230,,L,SSE,科创板
688062.SH,688062,迈威生物,上海,生物制药,20220118,,L,SSE,科创板
688061.SH,688061,灿瑞科技,上海,半导体,20221018,,L,SSE,科创板
688060.SH,688060,云涌科技,江苏,IT设备,20200710,,L,SSE,科创板
688059.SH,688059,华锐精密,湖南,机械基件,20210208,,L,SSE,科创板
688058.SH,688058,宝兰德,北京,软件服务,20191101,,L,SSE,科创板
688057.SH,688057,金达莱,江西,环境保护,20201111,,L,SSE,科创板
688056.SH,688056,莱伯泰科,北京,电器仪表,20200902,,L,SSE,科创板
688055.SH,688055,龙腾光电,江苏,元器件,20200817,,L,SSE,科创板
688053.SH,688053,ST思科瑞,四川,元器件,20220708,,L,SSE,科创板
688052.SH,688052,纳芯微,江苏,半导体,20220422,,L,SSE,科创板
688051.SH,688051,佳华科技,北京,软件服务,20200320,,L,SSE,科创板
688050.SH,688050,爱博医疗,北京,医疗保健,20200729,,L,SSE,科创板
688049.SH,688049,炬芯科技,广东,半导体,20211129,,L,SSE,科创板
688048.SH,688048,长光华芯,江苏,半导体,20220401,,L,SSE,科创板
688047.SH,688047,龙芯中科,北京,半导体,20220624,,L,SSE,科创板
688046.SH,688046,药康生物,江苏,生物制药,20220425,,L,SSE,科创板
688045.SH,688045,必易微,深圳,半导体,20220526,,L,SSE,科创板
688041.SH,688041,海光信息,天津,半导体,20220812,,L,SSE,科创板
688039.SH,688039,当虹科技,浙江,软件服务,20191211,,L,SSE,科创板
688038.SH,688038,中科通达,湖北,软件服务,20210713,,L,SSE,科创板
688037.SH,688037,芯源微,辽宁,半导体,20191216,,L,SSE,科创板
688036.SH,688036,传音控股,深圳,通信设备,20190930,,L,SSE,科创板
688035.SH,688035,德邦科技,山东,半导体,20220919,,L,SSE,科创板
688033.SH,688033,*ST天宜,北京,电气设备,20190722,,L,SSE,科创板
688032.SH,688032,禾迈股份,浙江,电气设备,20211220,,L,SSE,科创板
688031.SH,688031,星环科技,上海,软件服务,20221018,,L,SSE,科创板
688030.SH,688030,山石网科,江苏,软件服务,20190930,,L,SSE,科创板
688029.SH,688029,南微医学,江苏,医疗保健,20190722,,L,SSE,科创板
688028.SH,688028,沃尔德,北京,机械基件,20190722,,L,SSE,科创板
688027.SH,688027,国盾量子,安徽,通信设备,20200709,,L,SSE,科创板
688026.SH,688026,洁特生物,广东,医疗保健,20200122,,L,SSE,科创板
688025.SH,688025,杰普特,深圳,专用机械,20191031,,L,SSE,科创板
688023.SH,688023,安恒信息,浙江,软件服务,20191105,,L,SSE,科创板
688022.SH,688022,ST瀚川,江苏,专用机械,20190722,,L,SSE,科创板
688021.SH,688021,奥福科技,山东,汽车配件,20191106,,L,SSE,科创板
688020.SH,688020,方邦股份,广东,元器件,20190722,,L,SSE,科创板
688019.SH,688019,安集科技,上海,半导体,20190722,,L,SSE,科创板
688018.SH,688018,乐鑫科技,上海,半导体,20190722,,L,SSE,科创板
688017.SH,688017,绿的谐波,江苏,机械基件,20200828,,L,SSE,科创板
688016.SH,688016,心脉医疗,上海,医疗保健,20190722,,L,SSE,科创板
688015.SH,688015,交控科技,北京,运输设备,20190722,,L,SSE,科创板
688013.SH,688013,天臣医疗,江苏,医疗保健,20200928,,L,SSE,科创板
688012.SH,688012,中微公司,上海,半导体,20190722,,L,SSE,科创板
688011.SH,688011,新光光电,黑龙江,元器件,20190722,,L,SSE,科创板
688010.SH,688010,福光股份,福建,元器件,20190722,,L,SSE,科创板
688009.SH,688009,中国通号,北京,运输设备,20190722,,L,SSE,科创板
688008.SH,688008,澜起科技,上海,半导体,20190722,,L,SSE,科创板
688007.SH,688007,光峰科技,深圳,元器件,20190722,,L,SSE,科创板
688006.SH,688006,杭可科技,浙江,电气设备,20190722,,L,SSE,科创板
688005.SH,688005,容百科技,浙江,电气设备,20190722,,L,SSE,科创板
