trade_date,open,high,low,close,volume,amount,turnover,pct_change,adjust
2015-01-21,21.790,26.150,21.790,26.150,1701,,,,hfq
2015-01-22,28.770,28.770,28.770,28.770,604,,,10.0191,hfq
2015-01-23,31.650,31.650,31.650,31.650,1585,,,10.0104,hfq
2015-01-26,34.820,34.820,34.820,34.820,4541,,,10.0158,hfq
2015-01-27,38.300,38.300,38.300,38.300,13516,,,9.9943,hfq
2015-01-28,42.130,42.130,42.130,42.130,25740,,,10.0000,hfq
2015-01-29,46.340,46.340,46.340,46.340,31912,,,9.9929,hfq
2015-01-30,50.970,50.970,50.970,50.970,155430,,,9.9914,hfq
2015-02-02,51.980,56.070,50.970,56.070,619031,,,10.0059,hfq
2015-02-03,58.000,61.680,57.520,61.680,230722,,,10.0054,hfq
2015-02-04,64.800,66.940,59.100,59.730,390181,,,-3.1615,hfq
2015-02-05,62.300,65.700,61.330,65.700,303687,,,9.9950,hfq
2015-02-06,64.000,66.500,61.280,62.960,226121,,,-4.1705,hfq
2015-02-09,61.600,64.630,60.450,61.770,107483,,,-1.8901,hfq
2015-02-10,61.500,63.600,58.800,63.160,108524,,,2.2503,hfq
2015-02-11,62.510,69.060,62.010,66.330,125966,,,5.0190,hfq
2015-02-12,65.900,72.960,64.800,72.960,133876,,,9.9955,hfq
2015-02-13,74.500,75.840,70.610,73.380,127401,,,0.5757,hfq
2015-02-16,72.590,75.200,71.990,73.790,48785,,,0.5587,hfq
2015-02-17,74.100,76.990,72.300,74.180,56054,,,0.5285,hfq
2015-02-25,72.800,73.880,68.300,72.970,61077,,,-1.6312,hfq
2015-02-26,71.500,72.700,69.250,70.160,39300,,,-3.8509,hfq
2015-02-27,70.500,71.490,69.000,70.020,43779,,,-0.1995,hfq
2015-03-02,69.320,70.490,68.200,69.360,43137,,,-0.9426,hfq
2015-03-03,69.580,69.580,67.040,67.400,50672,,,-2.8258,hfq
2015-03-04,67.470,69.190,66.260,69.070,46296,,,2.4777,hfq
2015-03-05,69.210,74.200,68.580,71.650,57146,,,3.7353,hfq
2015-03-06,71.650,71.650,67.450,68.030,59809,,,-5.0523,hfq
2015-03-09,68.150,74.660,66.530,71.860,59854,,,5.6299,hfq
2015-03-10,72.210,79.050,72.210,79.050,38318,,,10.0056,hfq
2015-03-11,81.810,86.960,81.000,86.300,73858,,,9.1714,hfq
2015-03-12,84.000,85.880,78.530,81.350,45133,,,-5.7358,hfq
