trade_date,open,high,low,close,volume,amount,turnover,pct_change,adjust
2011-08-30,23.200,23.580,21.560,21.620,217558,,,,hfq
2011-08-31,21.550,22.440,21.550,22.070,106330,,,2.0814,hfq
2011-09-01,21.800,21.970,20.390,20.660,81969,,,-6.3888,hfq
2011-09-02,20.120,20.530,19.620,20.200,56074,,,-2.2265,hfq
2011-09-05,19.720,19.950,19.230,19.260,40479,,,-4.6535,hfq
2011-09-06,18.700,19.060,18.010,18.160,45632,,,-5.7113,hfq
2011-09-07,18.360,19.180,18.160,19.010,48414,,,4.6806,hfq
2011-09-08,18.890,18.920,18.150,18.160,42679,,,-4.4713,hfq
2011-09-09,18.000,18.480,17.810,18.370,33723,,,1.1564,hfq
2011-09-13,17.900,18.140,17.310,17.390,28939,,,-5.3348,hfq
2011-09-14,17.470,17.880,17.170,17.750,25754,,,2.0702,hfq
2011-09-15,17.660,18.580,17.520,18.250,48281,,,2.8169,hfq
2011-09-16,18.010,18.530,17.710,17.710,33396,,,-2.9589,hfq
2011-09-19,17.300,17.680,16.540,16.550,30527,,,-6.5500,hfq
2011-09-20,16.400,16.840,16.330,16.700,18909,,,0.9063,hfq
2011-09-21,16.700,17.390,16.580,17.340,30262,,,3.8323,hfq
2011-09-22,17.110,18.260,17.030,18.000,59673,,,3.8062,hfq
2011-09-23,17.500,18.100,17.300,18.060,36507,,,0.3333,hfq
2011-09-26,18.000,18.990,17.820,18.480,54016,,,2.3256,hfq
2011-09-27,18.500,18.680,17.690,18.010,39459,,,-2.5433,hfq
2011-09-28,18.200,18.200,17.230,17.250,26811,,,-4.2199,hfq
2011-09-29,17.000,17.050,15.580,16.020,26138,,,-7.1304,hfq
2011-09-30,16.000,16.400,15.740,16.100,13215,,,0.4994,hfq
2011-10-10,16.120,16.600,16.120,16.410,17631,,,1.9255,hfq
2011-10-11,16.970,17.110,15.880,16.200,15268,,,-1.2797,hfq
2011-10-12,16.010,16.980,15.680,16.880,24989,,,4.1975,hfq
2011-10-13,16.810,17.970,16.810,17.870,36097,,,5.8649,hfq
2011-10-14,17.680,17.830,17.220,17.450,24833,,,-2.3503,hfq
2011-10-17,17.490,19.200,17.380,19.200,66009,,,10.0287,hfq
2011-10-18,18.660,19.860,18.450,18.700,89844,,,-2.6042,hfq
2011-10-19,18.700,20.350,18.700,19.560,74812,,,4.5989,hfq
2011-10-20,19.180,20.000,18.010,19.960,59978,,,2.0450,hfq
2011-10-21,19.610,20.330,18.680,18.700,48561,,,-6.3126,hfq
2011-10-24,18.510,20.570,18.210,20.570,87693,,,10.0000,hfq
2011-10-25,21.340,22.300,20.700,21.860,121172,,,6.2713,hfq
2011-10-26,21.400,22.440,21.260,21.750,105034,,,-0.5032,hfq
2011-10-27,21.550,21.950,20.950,21.370,79183,,,-1.7471,hfq
2011-10-28,21.700,22.200,21.060,22.110,103946,,,3.4628,hfq
2011-10-31,21.870,21.880,21.100,21.640,74142,,,-2.1257,hfq
2011-11-01,21.400,23.110,21.110,21.580,105458,,,-0.2773,hfq
2011-11-02,20.800,21.900,20.000,21.890,90272,,,1.4365,hfq
2011-11-03,21.700,23.960,21.590,22.350,134721,,,2.1014,hfq
2011-11-04,22.010,22.800,21.400,21.590,71325,,,-3.4004,hfq
2011-11-07,21.160,21.950,21.040,21.060,44989,,,-2.4548,hfq
2011-11-08,21.040,21.380,20.560,20.890,34107,,,-0.8072,hfq
2011-11-09,20.930,21.300,20.660,21.300,40104,,,1.9627,hfq
2011-11-10,20.980,21.060,20.170,20.190,50842,,,-5.2113,hfq
2011-11-11,20.190,20.400,19.680,19.950,33674,,,-1.1887,hfq
2011-11-14,20.100,20.690,20.100,20.590,36719,,,3.2080,hfq
2011-11-15,20.500,20.900,20.350,20.690,33106,,,0.4857,hfq
2011-11-16,20.700,20.770,19.610,19.610,36511,,,-5.2199,hfq
2011-11-17,19.610,20.200,19.550,19.700,25268,,,0.4589,hfq
2011-11-18,19.500,20.170,19.300,20.050,33230,,,1.7766,hfq
2011-11-21,20.130,20.650,19.950,20.630,52173,,,2.8928,hfq
2011-11-22,20.320,20.470,18.800,19.460,39415,,,-5.6714,hfq
2011-11-23,19.220,19.640,18.920,19.020,26003,,,-2.2610,hfq
2011-11-24,18.700,18.990,18.410,18.770,23417,,,-1.3144,hfq
2011-11-25,18.790,18.940,18.280,18.290,20779,,,-2.5573,hfq
2011-11-28,18.350,18.360,18.020,18.120,17633,,,-0.9295,hfq
2011-11-29,18.400,18.660,18.200,18.660,22932,,,2.9801,hfq
2011-11-30,18.740,18.760,16.880,17.250,53447,,,-7.5563,hfq
2011-12-01,17.810,18.240,17.640,17.700,30573,,,2.6087,hfq
2011-12-02,17.430,17.700,16.980,17.160,31641,,,-3.0508,hfq
2011-12-05,17.010,17.170,16.560,16.900,28507,,,-1.5152,hfq
2011-12-06,16.840,17.880,16.780,17.580,36824,,,4.0237,hfq
2011-12-07,17.410,17.780,17.370,17.700,27498,,,0.6826,hfq
2011-12-08,17.470,18.140,17.000,17.740,30681,,,0.2260,hfq
2011-12-09,17.550,17.720,17.160,17.290,16556,,,-2.5366,hfq
2011-12-12,17.260,17.560,17.180,17.180,11001,,,-0.6362,hfq
2011-12-13,17.170,17.360,15.900,16.080,25756,,,-6.4028,hfq
2011-12-14,16.170,16.320,15.820,16.040,15120,,,-0.2488,hfq
2011-12-15,16.040,16.240,15.610,15.930,19904,,,-0.6858,hfq
2011-12-16,15.960,16.520,15.780,16.440,21508,,,3.2015,hfq
2011-12-19,16.320,17.030,15.920,17.010,29051,,,3.4672,hfq
2011-12-20,16.790,17.080,16.630,16.640,18655,,,-2.1752,hfq
2011-12-21,16.790,17.250,16.450,16.500,26844,,,-0.8413,hfq
2011-12-22,16.160,17.100,15.500,16.770,26032,,,1.6364,hfq
2011-12-23,16.580,17.230,16.520,16.920,23352,,,0.8945,hfq
2011-12-26,16.870,17.040,16.130,16.180,16215,,,-4.3735,hfq
2011-12-27,16.130,16.320,15.700,15.820,15247,,,-2.2250,hfq
2011-12-28,15.750,15.780,14.730,15.360,20590,,,-2.9077,hfq
2011-12-29,14.920,15.400,14.920,15.100,10675,,,-1.6927,hfq
2011-12-30,15.300,15.400,15.150,15.280,7506,,,1.1921,hfq
2012-01-04,15.610,15.690,14.800,14.800,12168,,,-3.1414,hfq
2012-01-05,14.700,14.840,13.500,13.520,18411,,,-8.6486,hfq
2012-01-06,13.520,13.900,13.250,13.830,11707,,,2.2929,hfq
2012-01-09,13.800,14.660,13.590,14.600,15270,,,5.5676,hfq
