trade_date,open,high,low,close,volume,amount,turnover,pct_change,adjust
2023-03-06,132.000,144.230,131.040,132.900,95461,,,,hfq
2023-03-07,134.800,135.860,125.800,132.980,68820,,,0.0602,hfq
2023-03-08,133.850,145.590,133.200,142.610,75698,,,7.2417,hfq
2023-03-09,139.590,149.500,139.590,145.500,47594,,,2.0265,hfq
2023-03-10,142.050,147.270,140.560,143.020,20843,,,-1.7045,hfq
2023-03-13,139.000,147.200,138.320,138.890,22538,,,-2.8877,hfq
2023-03-14,136.600,139.980,132.580,138.180,20765,,,-0.5112,hfq
2023-03-15,136.250,138.500,132.700,135.390,14239,,,-2.0191,hfq
2023-03-16,133.310,133.500,128.000,129.310,10613,,,-4.4907,hfq
2023-03-17,129.310,132.000,127.880,128.410,9849,,,-0.6960,hfq
2023-03-20,128.450,135.500,121.020,133.990,17670,,,4.3455,hfq
2023-03-21,132.660,132.800,127.380,130.160,10231,,,-2.8584,hfq
2023-03-22,129.990,131.660,121.950,123.880,16089,,,-4.8248,hfq
2023-03-23,122.000,123.500,116.400,116.900,14943,,,-5.6345,hfq
2023-03-24,116.660,118.400,113.500,116.250,10187,,,-0.5560,hfq
2023-03-27,115.800,124.970,114.520,121.650,16003,,,4.6452,hfq
2023-03-28,120.010,122.580,117.530,121.200,9057,,,-0.3699,hfq
2023-03-29,120.220,123.500,118.420,119.950,6934,,,-1.0314,hfq
2023-03-30,118.530,125.210,118.530,124.020,8766,,,3.3931,hfq
2023-03-31,123.520,129.020,122.900,127.810,9121,,,3.0560,hfq
2023-04-03,126.990,127.270,121.000,124.520,10954,,,-2.5741,hfq
2023-04-04,123.870,123.870,120.300,121.000,8718,,,-2.8269,hfq
2023-04-06,120.000,122.960,118.600,122.170,6332,,,0.9669,hfq
2023-04-07,121.560,125.000,120.600,123.000,4379,,,0.6794,hfq
2023-04-10,121.000,125.160,117.250,121.330,8300,,,-1.3577,hfq
2023-04-11,120.000,120.100,114.660,114.910,9456,,,-5.2914,hfq
2023-04-12,114.020,118.800,114.020,117.590,6604,,,2.3323,hfq
2023-04-13,116.420,122.200,114.110,119.080,9680,,,1.2671,hfq
2023-04-14,118.000,125.580,117.000,123.000,9407,,,3.2919,hfq
2023-04-17,122.920,130.500,122.920,125.370,12210,,,1.9268,hfq
2023-04-18,127.790,127.790,123.310,127.100,7310,,,1.3799,hfq
2023-04-19,129.000,129.500,121.680,124.000,7061,,,-2.4390,hfq
2023-04-20,123.500,124.600,119.500,119.630,7173,,,-3.5242,hfq
2023-04-21,119.000,130.900,118.920,126.180,10948,,,5.4752,hfq
2023-04-24,126.290,128.280,121.290,123.600,7176,,,-2.0447,hfq
2023-04-25,122.030,123.590,115.020,119.900,7242,,,-2.9935,hfq
2023-04-26,119.000,124.470,116.130,117.600,7894,,,-1.9183,hfq
2023-04-27,117.600,118.200,114.390,115.610,7799,,,-1.6922,hfq
2023-04-28,115.540,116.800,115.070,116.300,5581,,,0.5968,hfq
2023-05-04,116.090,118.490,100.010,103.590,18767,,,-10.9286,hfq
2023-05-05,102.020,103.610,99.000,102.830,10061,,,-0.7337,hfq
2023-05-08,101.800,102.480,99.380,100.560,5591,,,-2.2075,hfq
2023-05-09,100.000,100.000,94.580,95.500,9115,,,-5.0318,hfq
2023-05-10,95.470,101.280,94.000,99.100,8705,,,3.7696,hfq
2023-05-11,99.020,99.290,97.140,98.120,4112,,,-0.9889,hfq
2023-05-12,98.120,100.080,96.250,98.960,4443,,,0.8561,hfq
2023-05-15,99.960,102.880,97.680,102.170,5616,,,3.2437,hfq
2023-05-16,101.340,103.500,100.810,101.600,3294,,,-0.5579,hfq
2023-05-17,100.820,102.400,98.500,98.990,6052,,,-2.5689,hfq
2023-05-18,99.670,99.670,95.100,97.060,9211,,,-1.9497,hfq
