trade_date,open,high,low,close,volume,amount,turnover,pct_change,adjust
2022-08-26,96.000,106.000,95.200,100.180,30397586,,,,hfq
2022-08-29,99.820,115.200,98.120,112.160,14392796,,,11.9585,hfq
2022-08-30,113.830,117.010,108.220,109.680,9314678,,,-2.2111,hfq
2022-08-31,109.480,115.230,106.010,113.600,8038295,,,3.5740,hfq
2022-09-01,113.600,115.740,103.330,106.970,9027824,,,-5.8363,hfq
2022-09-02,107.000,118.500,106.000,118.500,7298420,,,10.7787,hfq
2022-09-05,116.500,117.300,111.500,115.350,5278477,,,-2.6582,hfq
2022-09-06,114.900,121.980,114.080,120.000,4342118,,,4.0312,hfq
2022-09-07,119.400,125.180,116.910,117.990,4230686,,,-1.6750,hfq
2022-09-08,118.000,128.360,118.000,126.520,4853105,,,7.2294,hfq
2022-09-09,125.090,128.230,122.200,127.670,3421348,,,0.9089,hfq
2022-09-13,128.000,128.000,122.560,125.170,2842848,,,-1.9582,hfq
2022-09-14,122.810,131.600,122.610,129.210,3248479,,,3.2276,hfq
2022-09-15,129.000,130.000,123.400,130.000,3317715,,,0.6114,hfq
2022-09-16,128.750,135.500,126.500,127.700,3577174,,,-1.7692,hfq
2022-09-19,127.700,131.490,120.000,122.590,4162265,,,-4.0016,hfq
2022-09-20,121.830,124.830,118.390,121.500,3263612,,,-0.8891,hfq
2022-09-21,120.580,123.290,119.390,121.100,2245600,,,-0.3292,hfq
2022-09-22,120.000,131.990,119.010,127.020,2801473,,,4.8885,hfq
2022-09-23,126.740,131.480,121.660,123.350,2117626,,,-2.8893,hfq
2022-09-26,123.000,131.800,121.900,128.700,2671426,,,4.3373,hfq
2022-09-27,127.480,133.880,126.760,130.500,2006914,,,1.3986,hfq
2022-09-28,130.250,131.970,123.310,128.040,2167863,,,-1.8851,hfq
2022-09-29,128.420,132.150,125.100,129.000,1647918,,,0.7498,hfq
2022-09-30,128.450,128.760,115.900,115.900,2323898,,,-10.1550,hfq
2022-10-10,115.960,122.580,114.000,117.610,2808483,,,1.4754,hfq
2022-10-11,117.010,121.970,112.630,120.680,1947375,,,2.6103,hfq
2022-10-12,119.320,127.970,118.000,127.420,1355362,,,5.5850,hfq
2022-10-13,126.160,130.880,125.410,128.430,1170754,,,0.7927,hfq
2022-10-14,129.500,139.680,126.000,138.180,1798540,,,7.5917,hfq
2022-10-17,136.000,139.500,135.520,137.900,1043720,,,-0.2026,hfq
2022-10-18,137.000,139.000,128.230,134.010,2513610,,,-2.8209,hfq
2022-10-19,131.300,131.990,125.660,127.880,2558925,,,-4.5743,hfq
2022-10-20,126.890,134.560,124.600,131.000,2261243,,,2.4398,hfq
2022-10-21,129.400,134.000,126.880,132.040,1258453,,,0.7939,hfq
2022-10-24,134.000,142.980,133.890,137.740,2174600,,,4.3169,hfq
2022-10-25,135.490,141.700,133.330,135.010,1607992,,,-1.9820,hfq
2022-10-26,136.630,143.980,134.000,142.980,1696735,,,5.9033,hfq
2022-10-27,141.910,143.980,134.600,136.700,1821466,,,-4.3922,hfq
2022-10-28,136.000,145.000,135.240,140.520,2138636,,,2.7944,hfq
2022-10-31,142.410,149.670,141.120,147.420,1794170,,,4.9103,hfq
2022-11-01,147.420,147.420,138.690,142.300,2081705,,,-3.4731,hfq
2022-11-02,140.460,144.380,137.900,139.370,2663867,,,-2.0590,hfq
2022-11-03,137.950,141.860,137.400,139.780,1707606,,,0.2942,hfq
2022-11-04,138.550,142.380,136.000,139.880,1647354,,,0.0715,hfq
2022-11-07,140.600,142.780,135.490,136.100,1530861,,,-2.7023,hfq
2022-11-08,136.000,137.000,130.020,134.870,1671319,,,-0.9037,hfq
2022-11-09,136.000,141.770,135.660,138.320,1918195,,,2.5580,hfq
2022-11-10,137.030,140.960,134.060,135.900,1254791,,,-1.7496,hfq
2022-11-11,138.520,138.800,130.730,132.000,2306952,,,-2.8698,hfq
2022-11-14,130.000,130.470,125.500,128.140,1830982,,,-2.9242,hfq
2022-11-15,127.320,134.560,127.320,130.890,2071978,,,2.1461,hfq
2022-11-16,129.440,131.840,126.600,127.360,1544166,,,-2.6969,hfq
2022-11-17,127.360,132.000,122.160,131.560,2009421,,,3.2977,hfq
2022-11-18,129.790,132.880,128.260,128.260,1034786,,,-2.5084,hfq
2022-11-21,127.000,133.540,125.600,131.370,852368,,,2.4248,hfq
2022-11-22,131.180,133.900,127.450,130.470,1212742,,,-0.6851,hfq
2022-11-23,130.630,133.400,126.630,131.000,1031529,,,0.4062,hfq
2022-11-24,130.050,131.040,126.900,127.630,1436413,,,-2.5725,hfq
