trade_date,open,high,low,close,volume,amount,turnover,pct_change,adjust
1991-01-02,67.410,67.410,67.410,67.410,589,,,,hfq
1991-01-03,66.890,66.890,66.890,66.890,212,,,-0.7714,hfq
1991-01-04,66.750,66.750,66.750,66.750,168,,,-0.2093,hfq
1991-01-05,66.530,66.530,66.530,66.530,132,,,-0.3296,hfq
1991-01-07,66.490,66.490,66.490,66.490,161,,,-0.0601,hfq
1991-01-08,66.150,66.150,66.150,66.150,179,,,-0.5114,hfq
1991-01-09,65.860,65.860,65.860,65.860,61,,,-0.4384,hfq
1991-01-10,65.570,65.570,65.570,65.570,49,,,-0.4403,hfq
1991-01-11,65.220,65.220,65.220,65.220,48,,,-0.5338,hfq
1991-01-12,64.850,64.850,64.850,64.850,48,,,-0.5673,hfq
1991-01-14,64.450,64.450,64.450,64.450,119,,,-0.6168,hfq
1991-01-15,64.130,64.130,64.130,64.130,133,,,-0.4965,hfq
1991-01-16,63.810,63.810,63.810,63.810,54,,,-0.4990,hfq
1991-01-17,63.490,63.490,63.490,63.490,44,,,-0.5015,hfq
1991-01-18,63.170,63.170,63.170,63.170,32,,,-0.5040,hfq
1991-01-19,62.850,62.850,62.850,62.850,22,,,-0.5066,hfq
1991-01-21,62.540,62.540,62.540,62.540,32,,,-0.4932,hfq
1991-01-22,62.230,62.230,62.230,62.230,22,,,-0.4957,hfq
1991-01-23,61.920,61.920,61.920,61.920,45,,,-0.4982,hfq
1991-01-24,61.610,61.610,61.610,61.610,23,,,-0.5006,hfq
1991-01-25,61.300,61.300,61.300,61.300,77,,,-0.5032,hfq
1991-01-26,60.990,60.990,60.990,60.990,130,,,-0.5057,hfq
1991-01-28,60.690,60.690,60.690,60.690,124,,,-0.4919,hfq
1991-01-29,60.390,60.390,60.390,60.390,231,,,-0.4943,hfq
1991-01-30,60.090,60.090,60.090,60.090,462,,,-0.4968,hfq
1991-01-31,60.240,60.240,60.240,60.240,1652,,,0.2496,hfq
1991-02-01,60.620,60.620,60.620,60.620,1362,,,0.6308,hfq
1991-02-02,60.910,60.910,60.910,60.910,425,,,0.4784,hfq
1991-02-04,61.290,61.290,61.290,61.290,676,,,0.6239,hfq
1991-02-05,61.600,61.600,61.600,61.600,690,,,0.5058,hfq
1991-02-06,61.770,61.770,61.770,61.770,369,,,0.2760,hfq
1991-02-07,62.220,62.220,62.220,62.220,324,,,0.7285,hfq
1991-02-08,62.520,62.520,62.520,62.520,425,,,0.4822,hfq
1991-02-09,62.840,62.840,62.840,62.840,659,,,0.5118,hfq
1991-02-11,63.150,63.150,63.150,63.150,1806,,,0.4933,hfq
1991-02-12,63.390,63.390,63.390,63.390,1768,,,0.3800,hfq
1991-02-13,63.580,63.580,63.580,63.580,663,,,0.2997,hfq
1991-02-22,64.110,64.110,64.110,64.110,634,,,0.8336,hfq
1991-02-23,64.430,64.430,64.430,64.430,447,,,0.4991,hfq
1991-02-25,64.750,64.750,64.750,64.750,727,,,0.4967,hfq
1991-02-26,64.800,64.800,64.800,64.800,1134,,,0.0772,hfq
1991-02-27,64.640,64.640,64.640,64.640,591,,,-0.2469,hfq
1991-02-28,64.320,64.320,64.320,64.320,350,,,-0.4950,hfq
1991-03-01,64.080,64.080,64.080,64.080,196,,,-0.3731,hfq
1991-03-02,63.610,63.610,63.610,63.610,195,,,-0.7335,hfq
1991-03-04,63.720,63.720,63.720,63.720,102,,,0.1729,hfq
1991-03-05,63.360,63.360,63.360,63.360,87,,,-0.5650,hfq
1991-03-06,63.040,63.040,63.040,63.040,68,,,-0.5051,hfq
1991-03-07,62.720,62.720,62.720,62.720,29,,,-0.5076,hfq
1991-03-08,62.410,62.410,62.410,62.410,195,,,-0.4943,hfq
1991-03-09,62.100,62.100,62.100,62.100,75,,,-0.4967,hfq
1991-03-11,61.790,61.790,61.790,61.790,183,,,-0.4992,hfq
1991-03-12,61.480,61.480,61.480,61.480,437,,,-0.5017,hfq
1991-04-03,49.000,49.000,49.000,49.000,1,,,-20.2993,hfq
1991-04-04,48.760,48.760,48.760,48.760,3,,,-0.4898,hfq
1991-04-05,48.520,48.520,48.520,48.520,2,,,-0.4922,hfq
1991-04-06,48.280,48.280,48.280,48.280,7,,,-0.4946,hfq
1991-04-08,48.040,48.040,48.040,48.040,2,,,-0.4971,hfq
1991-04-09,47.800,47.800,47.800,47.800,4,,,-0.4996,hfq
1991-04-10,47.560,47.560,47.560,47.560,15,,,-0.5021,hfq
1991-04-12,47.080,47.080,47.080,47.080,8,,,-1.0093,hfq
1991-04-13,46.840,46.840,46.840,46.840,5,,,-0.5098,hfq
1991-04-16,46.380,46.380,46.380,46.380,2,,,-0.9821,hfq
1991-04-17,46.150,46.150,46.150,46.150,1,,,-0.4959,hfq
1991-04-18,45.920,45.920,45.920,45.920,4,,,-0.4984,hfq
1991-04-19,45.690,45.690,45.690,45.690,2,,,-0.5009,hfq
1991-04-20,45.460,45.460,45.460,45.460,5,,,-0.5034,hfq
1991-04-23,45.000,45.000,45.000,45.000,28,,,-1.0119,hfq
1991-04-24,44.780,44.780,44.780,44.780,16,,,-0.4889,hfq
1991-04-25,44.560,44.560,44.560,44.560,15,,,-0.4913,hfq
1991-04-26,44.340,44.340,44.340,44.340,8,,,-0.4937,hfq
1991-04-29,43.900,43.900,43.900,43.900,4,,,-0.9923,hfq
1991-04-30,43.680,43.680,43.680,43.680,2,,,-0.5011,hfq
1991-05-02,61.144,61.144,61.144,61.144,2,,,39.9817,hfq
1991-05-03,60.836,60.836,60.836,60.836,3,,,-0.5037,hfq
1991-05-04,60.528,60.528,60.528,60.528,2,,,-0.5063,hfq
1991-05-06,60.220,60.220,60.220,60.220,9,,,-0.5089,hfq
1991-05-07,59.926,59.926,59.926,59.926,2,,,-0.4882,hfq
1991-05-08,59.632,59.632,59.632,59.632,109,,,-0.4906,hfq
1991-05-09,59.338,59.338,59.338,59.338,15,,,-0.4930,hfq
1991-05-10,59.044,59.044,59.044,59.044,20,,,-0.4955,hfq
1991-05-11,58.750,58.750,58.750,58.750,6,,,-0.4979,hfq
1991-05-13,58.456,58.456,58.456,58.456,19,,,-0.5004,hfq
1991-05-14,58.162,58.162,58.162,58.162,55,,,-0.5029,hfq
1991-05-15,57.868,57.868,57.868,57.868,387,,,-0.5055,hfq
1991-05-16,57.574,57.574,57.574,57.574,493,,,-0.5081,hfq
1991-05-17,57.294,57.294,57.294,57.294,419,,,-0.4863,hfq
1991-05-18,57.014,57.014,57.014,57.014,110,,,-0.4887,hfq
1991-05-20,56.734,56.734,56.734,56.734,51,,,-0.4911,hfq
1991-05-21,56.454,56.454,56.454,56.454,63,,,-0.4935,hfq
1991-05-22,56.174,56.174,56.174,56.174,43,,,-0.4960,hfq
1991-05-23,55.894,55.894,55.894,55.894,17,,,-0.4985,hfq
1991-05-24,55.614,55.614,55.614,55.614,3,,,-0.5009,hfq
1991-05-27,55.054,55.054,55.054,55.054,5,,,-1.0069,hfq
1991-05-28,54.774,54.774,54.774,54.774,3,,,-0.5086,hfq
1991-05-29,54.508,54.508,54.508,54.508,36,,,-0.4856,hfq
1991-05-30,54.242,54.242,54.242,54.242,14,,,-0.4880,hfq
1991-05-31,53.976,53.976,53.976,53.976,1,,,-0.4904,hfq
1991-06-01,53.710,53.710,53.710,53.710,10,,,-0.4928,hfq
1991-06-03,53.444,53.444,53.444,53.444,7,,,-0.4953,hfq
1991-06-04,53.178,53.178,53.178,53.178,1,,,-0.4977,hfq
1991-06-06,52.646,52.646,52.646,52.646,4,,,-1.0004,hfq
1991-06-07,52.380,52.380,52.380,52.380,1,,,-0.5053,hfq
1991-06-08,52.114,52.114,52.114,52.114,6,,,-0.5078,hfq
1991-06-10,51.848,51.848,51.848,51.848,15,,,-0.5104,hfq
1991-06-11,51.596,51.596,51.596,51.596,12,,,-0.4860,hfq
1991-06-12,51.344,51.344,51.344,51.344,15,,,-0.4884,hfq
1991-06-13,51.092,51.092,51.092,51.092,34,,,-0.4908,hfq
1991-06-14,50.840,50.840,50.840,50.840,7,,,-0.4932,hfq
1991-06-15,50.588,50.588,50.588,50.588,27,,,-0.4957,hfq
1991-06-17,50.336,50.336,50.336,50.336,5,,,-0.4981,hfq
1991-06-18,50.084,50.084,50.084,50.084,10,,,-0.5006,hfq
1991-06-19,49.832,49.832,49.832,49.832,57,,,-0.5032,hfq
1991-06-20,49.580,49.580,49.580,49.580,30,,,-0.5057,hfq
1991-06-21,49.328,49.328,49.328,49.328,2,,,-0.5083,hfq
1991-06-22,49.076,49.076,49.076,49.076,16,,,-0.5109,hfq
1991-06-24,48.838,48.838,48.838,48.838,25,,,-0.4850,hfq
1991-06-25,48.600,48.600,48.600,48.600,12,,,-0.4873,hfq
1991-06-26,48.362,48.362,48.362,48.362,4,,,-0.4897,hfq
1991-06-27,48.124,48.124,48.124,48.124,4,,,-0.4921,hfq
1991-06-28,47.886,47.886,47.886,47.886,2,,,-0.4946,hfq
1991-07-01,47.410,47.410,47.410,47.410,2,,,-0.9940,hfq
1991-07-02,47.172,47.172,47.172,47.172,2,,,-0.5020,hfq
1991-07-04,46.696,46.696,46.696,46.696,11,,,-1.0091,hfq
1991-07-05,46.458,46.458,46.458,46.458,2,,,-0.5097,hfq
1991-07-06,46.234,46.234,46.234,46.234,1,,,-0.4822,hfq
1991-07-08,46.010,46.010,46.010,46.010,9,,,-0.4845,hfq
1991-07-10,45.562,45.562,45.562,45.562,6,,,-0.9737,hfq
1991-07-11,45.338,45.338,45.338,45.338,1,,,-0.4916,hfq
1991-07-15,44.666,44.666,44.666,44.666,4,,,-1.4822,hfq
1991-07-19,43.770,43.770,43.770,43.770,1,,,-2.0060,hfq
1991-07-20,43.546,43.546,43.546,43.546,2,,,-0.5118,hfq
1991-07-24,42.916,42.916,42.916,42.916,2,,,-1.4467,hfq
1991-07-26,42.496,42.496,42.496,42.496,3,,,-0.9787,hfq
1991-07-29,42.076,42.076,42.076,42.076,7,,,-0.9883,hfq
1991-07-30,41.866,41.866,41.866,41.866,7,,,-0.4991,hfq
1991-07-31,41.656,41.656,41.656,41.656,1,,,-0.5016,hfq
1991-08-01,41.446,41.446,41.446,41.446,7,,,-0.5041,hfq
1991-08-02,41.236,41.236,41.236,41.236,1,,,-0.5067,hfq
1991-08-17,22.560,24.016,22.105,24.016,328,,,-41.7596,hfq
1991-08-19,24.380,24.926,24.016,24.926,3100,,,3.7891,hfq
1991-08-20,24.926,24.926,23.834,23.925,1969,,,-4.0159,hfq
1991-08-21,23.925,23.925,23.106,23.561,3431,,,-1.5214,hfq
1991-08-22,23.561,23.561,22.378,22.378,2841,,,-5.0210,hfq
1991-08-23,22.378,22.833,21.286,22.560,4381,,,0.8133,hfq
1991-08-24,23.470,24.016,22.560,23.652,3330,,,4.8404,hfq
1991-08-26,23.652,23.652,23.106,23.288,2772,,,-1.5390,hfq
1991-08-27,23.197,23.288,22.742,22.924,2085,,,-1.5630,hfq
1991-08-28,23.015,23.015,22.560,22.742,2439,,,-0.7939,hfq
1991-08-29,22.651,22.833,22.560,22.742,2296,,,0.0000,hfq
1991-08-30,22.560,22.742,22.560,22.651,2251,,,-0.4001,hfq
1991-08-31,22.651,22.651,22.287,22.560,1200,,,-0.4017,hfq
1991-09-02,22.560,22.560,21.923,22.560,2316,,,0.0000,hfq
1991-09-03,22.560,22.560,22.014,22.560,2874,,,0.0000,hfq
1991-09-04,22.196,22.287,22.014,22.287,1604,,,-1.2101,hfq
1991-09-05,22.014,22.014,21.286,21.832,4840,,,-2.0415,hfq
1991-09-06,21.286,21.286,19.830,20.194,3267,,,-7.5027,hfq
1991-09-07,20.194,20.467,19.648,20.467,3641,,,1.3519,hfq
1991-09-09,20.194,20.558,20.194,20.558,6297,,,0.4446,hfq
1991-09-10,20.194,20.649,20.194,20.649,4235,,,0.4427,hfq
1991-09-11,20.467,21.468,20.467,21.468,4528,,,3.9663,hfq
1991-09-12,21.377,21.650,21.286,21.559,3524,,,0.4239,hfq
1991-09-13,21.468,21.650,21.286,21.650,7525,,,0.4221,hfq
1991-09-14,21.468,21.559,21.377,21.559,3563,,,-0.4203,hfq
1991-09-16,21.286,21.377,20.922,21.286,2240,,,-1.2663,hfq
1991-09-17,21.104,21.195,20.922,21.195,3009,,,-0.4275,hfq
1991-09-18,20.922,21.104,20.740,21.104,2620,,,-0.4293,hfq
1991-09-19,20.922,21.013,20.740,21.013,3475,,,-0.4312,hfq
1991-09-20,20.831,20.922,20.831,20.922,2340,,,-0.4331,hfq
1991-09-21,20.831,20.922,20.831,20.922,1978,,,0.0000,hfq
1991-09-23,20.831,20.922,20.831,20.922,2078,,,0.0000,hfq
1991-09-24,20.831,20.922,20.831,20.922,1402,,,0.0000,hfq
1991-09-25,20.831,21.104,20.831,21.104,1770,,,0.8699,hfq
1991-09-26,20.922,21.286,20.922,21.286,717,,,0.8624,hfq
1991-09-27,21.286,21.832,21.286,21.650,1476,,,1.7100,hfq
1991-09-28,21.650,21.832,21.650,21.650,1086,,,0.0000,hfq
1991-09-29,21.741,21.923,21.650,21.832,930,,,0.8406,hfq
1991-10-03,21.923,24.562,21.923,23.925,1809,,,9.5868,hfq
1991-10-04,24.107,24.107,23.197,23.652,3931,,,-1.1411,hfq
1991-10-05,23.561,24.380,23.379,24.198,2088,,,2.3085,hfq
1991-10-07,24.380,26.746,24.380,26.655,4083,,,10.1537,hfq
1991-10-08,29.294,34.208,29.112,34.208,6514,,,28.3361,hfq
1991-10-09,34.390,43.035,34.390,42.489,6476,,,24.2078,hfq
1991-10-10,42.580,45.947,32.661,35.300,6109,,,-16.9197,hfq
1991-10-11,34.936,38.940,27.929,38.940,8566,,,10.3116,hfq
1991-10-12,38.940,40.123,38.940,39.486,3338,,,1.4022,hfq
1991-10-14,39.668,40.942,39.577,40.305,6485,,,2.0742,hfq
1991-10-15,40.214,40.214,37.120,37.666,3610,,,-6.5476,hfq
1991-10-16,37.666,37.666,35.482,37.120,3914,,,-1.4496,hfq
1991-10-17,37.120,39.486,37.120,39.486,4202,,,6.3739,hfq
1991-10-18,39.577,40.578,38.940,39.213,4856,,,-0.6914,hfq
1991-10-19,39.031,39.122,38.576,38.940,1813,,,-0.6962,hfq
1991-10-21,38.940,39.668,38.667,38.758,3557,,,-0.4674,hfq
1991-10-22,38.940,38.940,37.757,38.030,3335,,,-1.8783,hfq
1991-10-23,38.030,38.758,37.575,38.667,3233,,,1.6750,hfq
1991-10-24,38.758,39.486,38.576,38.940,3928,,,0.7060,hfq
1991-10-25,38.940,38.940,38.667,38.940,3579,,,0.0000,hfq
1991-10-26,38.849,38.940,38.758,38.849,2794,,,-0.2337,hfq
1991-10-28,38.940,40.760,38.849,40.578,4554,,,4.4506,hfq
1991-10-29,40.760,42.762,40.760,41.943,4894,,,3.3639,hfq
1991-10-30,41.852,42.580,41.670,42.125,3787,,,0.4339,hfq
1991-10-31,42.034,44.582,42.034,44.218,4457,,,4.9685,hfq
1991-11-01,44.400,48.950,44.400,47.585,5810,,,7.6145,hfq
1991-11-02,47.676,48.404,47.312,47.858,3208,,,0.5737,hfq
1991-11-04,48.040,52.863,47.949,52.681,6774,,,10.0777,hfq
1991-11-05,52.772,54.592,52.408,52.408,9460,,,-0.5182,hfq
