experiment_id,hypothesis_id,object_id,birth_model,direction_source,logic,expected_direction,primary_horizon,split_version,split_fingerprint,calibration_version,calibration_fit_hash,status,pending_fdr,train_event_count,train_pool_count,train_positive_rate,validation_event_count,validation_pool_count,validation_positive_rate,oos_event_count,oos_pool_count,oos_positive_rate,oos_hit_rate_min,oos_hit_rate_max,oos_hit_rate_std,oos_dates_above_60pct,oos_dates_below_5pct,oos_sample_count,oos_eligible_stock_count,oos_coverage_start,oos_coverage_end,train_mean_excess_return,validation_mean_excess_return,oos_mean_return,oos_mean_excess_return,oos_up_rate,oos_excess_up_rate,oos_sign,validation_sign,overlap_ratio,non_overlapping_event_count,non_overlapping_mean_excess_return,positive_year_ratio,sign_consistency,year_count,top_1_contribution,top_5_contribution,loo_sign_flip_count,loo_mean_min,loo_mean_max,stock_count,single_name_dependent,control_jaccard,control_mean_excess_return,control_p_value,control_p_value_lower,control_event_count,gate_version,git_sha,dataset_version,universe_version,label_version,factor_rule_version,bazi_engine_version,ziwei_engine_version,huangli_engine_version,warnings
OOS3D--HYP-CON-BZ-ZW-RAW-001--ipo_approx_v1,HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,ipo_approx_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,WEAK_EVIDENCE,False,2964,10647,0.278388,1990,5246,0.379337,934,3529,0.264664,0.194553,0.424242,0.062704,0,0,848,166,2023-01-03,2026-08-14,0.001515,-0.055921,-0.016073,-0.012994,0.476415,0.450472,-1,-1,0.0,934,-0.012994,0.25,0.75,4,0.036252,0.1514,0,-0.014457,-0.011112,153,False,0.143774,-0.02317,0.03482587064676617,0.9701492537313433,848,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,IPO_APPROXIMATION_WARNING：本结果的出生时间使用 ipo_approx_v1 近似口径（TuShare ipo_date 近似），**不是真实公司成立时间**，不得描述为『真实 IPO 出生时间』。
OOS3D--HYP-CON-BZ-ZW-CAL-001--listing_open_v1,HYP-CON-BZ-ZW-CAL-001,bazi_ziwei_calibrated,listing_open_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,NO_SIGNAL,False,686,10647,0.064431,454,5246,0.086542,190,3529,0.05384,0.015564,0.11413,0.02405,0,5,175,73,2023-01-03,2026-08-14,-0.007282,-0.051481,-0.034513,-0.034309,0.462857,0.417143,-1,-1,0.0,190,-0.034309,0.25,0.75,4,0.126571,0.366325,0,-0.038307,-0.025994,68,False,0.033994,-0.022209,0.8308457711442786,0.17412935323383086,175,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-BZ-ZW-CAL-001--listing_close_v1,HYP-CON-BZ-ZW-CAL-001,bazi_ziwei_calibrated,listing_close_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,722,10647,0.067813,469,5246,0.089401,182,3529,0.051573,0.007782,0.108108,0.024271,0,9,166,70,2023-01-03,2026-08-14,0.011242,-0.06326,-0.026448,-0.021545,0.451807,0.433735,-1,-1,0.0,182,-0.021545,0.25,0.75,4,0.082198,0.297484,0,-0.02714,-0.015364,67,False,0.029586,-0.022776,0.4626865671641791,0.5422885572139303,166,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-BZ-ZW-CAL-001--ipo_approx_v1,HYP-CON-BZ-ZW-CAL-001,bazi_ziwei_calibrated,ipo_approx_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,618,10647,0.058045,481,5246,0.091689,193,3529,0.05469,0.015564,0.125,0.032751,0,6,169,81,2023-01-03,2026-08-14,-0.006401,-0.054777,0.011524,0.009614,0.591716,0.502959,1,-1,0.0,193,0.009614,0.75,0.75,4,0.093151,0.304909,0,0.002838,0.014021,67,False,0.016854,-0.024815,0.004975124378109453,1.0,169,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,IPO_APPROXIMATION_WARNING：本结果的出生时间使用 ipo_approx_v1 近似口径（TuShare ipo_date 近似），**不是真实公司成立时间**，不得描述为『真实 IPO 出生时间』。
OOS3D--HYP-CON-BZ-HL-RAW-001--listing_open_v1,HYP-CON-BZ-HL-RAW-001,bazi_huangli_raw,listing_open_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,4788,10647,0.449704,2166,5246,0.412886,1446,3529,0.409748,0.054545,0.905512,0.323116,6,0,1407,278,2023-01-03,2026-08-14,0.007165,-0.047754,-0.043525,-0.037677,0.422175,0.412935,-1,-1,0.0,1446,-0.037677,0.25,0.75,4,0.016178,0.076869,0,-0.038429,-0.03682,271,False,0.251865,-0.023092,1.0,0.004975124378109453,1407,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-BZ-HL-RAW-001--listing_close_v1,HYP-CON-BZ-HL-RAW-001,bazi_huangli_raw,listing_close_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,5118,10647,0.480699,2311,5246,0.440526,1454,3529,0.412015,0.006061,0.88,0.280049,4,2,1415,285,2023-01-03,2026-08-14,0.007497,-0.050165,-0.042668,-0.041002,0.433922,0.414134,-1,-1,0.001376,1453,-0.041002,0.0,1.0,4,0.018927,0.08556,0,-0.041837,-0.039996,276,False,0.244685,-0.022721,1.0,0.004975124378109453,1415,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-BZ-HL-RAW-001--ipo_approx_v1,HYP-CON-BZ-HL-RAW-001,bazi_huangli_raw,ipo_approx_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,4805,10647,0.451301,2147,5246,0.409264,1441,3529,0.408331,0.048485,0.901575,0.331796,6,1,1398,278,2023-01-03,2026-08-14,0.015758,-0.051934,-0.041711,-0.037039,0.429185,0.398426,-1,-1,0.001388,1440,-0.036275,0.25,0.75,4,0.032531,0.093245,0,-0.038072,-0.035148,269,False,0.247364,-0.023206,1.0,0.004975124378109453,1398,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,IPO_APPROXIMATION_WARNING：本结果的出生时间使用 ipo_approx_v1 近似口径（TuShare ipo_date 近似），**不是真实公司成立时间**，不得描述为『真实 IPO 出生时间』。
OOS3D--HYP-CON-BZ-HL-CAL-001--listing_open_v1,HYP-CON-BZ-HL-CAL-001,bazi_huangli_calibrated,listing_open_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,981,10647,0.092139,383,5246,0.073008,285,3529,0.080759,0.0,0.331522,0.110773,0,10,279,137,2023-01-03,2026-07-01,0.007618,-0.02903,-0.058359,-0.045553,0.383513,0.394265,-1,-1,0.0,285,-0.045553,0.5,0.5,4,0.051983,0.177591,0,-0.047138,-0.041571,135,False,0.046382,-0.023156,0.9900497512437811,0.014925373134328358,279,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-BZ-HL-CAL-001--listing_close_v1,HYP-CON-BZ-HL-CAL-001,bazi_huangli_calibrated,listing_close_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,918,10647,0.086221,432,5246,0.082348,257,3529,0.072825,0.0,0.216535,0.077945,0,9,251,125,2023-01-03,2026-07-01,0.033752,-0.034594,-0.04724,-0.04207,0.398406,0.38247,-1,-1,0.0,257,-0.04207,0.25,0.75,4,0.047133,0.208195,0,-0.046476,-0.038254,122,False,0.024194,-0.022003,0.9751243781094527,0.029850746268656716,251,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-BZ-HL-CAL-001--ipo_approx_v1,HYP-CON-BZ-HL-CAL-001,bazi_huangli_calibrated,ipo_approx_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,946,10647,0.088851,429,5246,0.081777,284,3529,0.080476,0.0,0.311024,0.102558,0,9,277,135,2023-01-03,2026-07-01,0.032596,-0.035865,-0.042519,-0.034171,0.440433,0.407942,-1,-1,0.0,284,-0.034171,0.25,0.75,4,0.047072,0.168921,0,-0.037999,-0.030001,132,False,0.044693,-0.024165,0.8208955223880597,0.18407960199004975,277,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,IPO_APPROXIMATION_WARNING：本结果的出生时间使用 ipo_approx_v1 近似口径（TuShare ipo_date 近似），**不是真实公司成立时间**，不得描述为『真实 IPO 出生时间』。
OOS3D--HYP-CON-ZW-HL-RAW-001--listing_open_v1,HYP-CON-ZW-HL-RAW-001,ziwei_huangli_raw,listing_open_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,1384,10647,0.12999,898,5246,0.171178,341,3529,0.096628,0.0,0.251462,0.087276,0,7,328,131,2023-01-03,2026-08-14,0.008003,-0.059653,-0.03975,-0.031995,0.432927,0.420732,-1,-1,0.0,341,-0.031995,0.25,0.75,4,0.044102,0.182241,0,-0.035672,-0.029018,124,False,0.061905,-0.021471,0.8805970149253731,0.12437810945273632,328,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-ZW-HL-RAW-001--listing_close_v1,HYP-CON-ZW-HL-RAW-001,ziwei_huangli_raw,listing_close_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,1779,10647,0.167089,1161,5246,0.221311,453,3529,0.128365,0.0,0.308,0.099214,0,4,440,142,2023-01-03,2026-07-01,0.005353,-0.052266,-0.045676,-0.041552,0.434091,0.422727,-1,-1,0.0,453,-0.041552,0.0,1.0,4,0.044203,0.181843,0,-0.04339,-0.038895,137,False,0.069461,-0.022738,0.9850746268656716,0.01990049751243781,440,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-ZW-HL-RAW-001--ipo_approx_v1,HYP-CON-ZW-HL-RAW-001,ziwei_huangli_raw,ipo_approx_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,1365,10647,0.128205,907,5246,0.172894,419,3529,0.118731,0.015564,0.356725,0.110677,0,7,404,133,2023-01-03,2026-08-14,0.013959,-0.061781,-0.036578,-0.026396,0.438119,0.428218,-1,-1,0.0,419,-0.026396,0.25,0.75,4,0.038339,0.164948,0,-0.029645,-0.023429,128,False,0.057841,-0.022254,0.7313432835820896,0.2736318407960199,404,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,IPO_APPROXIMATION_WARNING：本结果的出生时间使用 ipo_approx_v1 近似口径（TuShare ipo_date 近似），**不是真实公司成立时间**，不得描述为『真实 IPO 出生时间』。
OOS3D--HYP-CON-ZW-HL-CAL-001--listing_open_v1,HYP-CON-ZW-HL-CAL-001,ziwei_huangli_calibrated,listing_open_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,693,10647,0.065089,364,5246,0.069386,179,3529,0.050723,0.0,0.145669,0.057592,0,10,172,105,2023-01-03,2026-07-01,0.018364,-0.074572,-0.051311,-0.04282,0.395349,0.360465,-1,-1,0.0,179,-0.04282,0.25,0.75,4,0.068751,0.259063,0,-0.049914,-0.036268,100,False,0.017391,-0.022469,0.9253731343283582,0.07960199004975124,172,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-ZW-HL-CAL-001--listing_close_v1,HYP-CON-ZW-HL-CAL-001,ziwei_huangli_calibrated,listing_close_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,702,10647,0.065934,474,5246,0.090355,147,3529,0.041655,0.0,0.14,0.051854,0,11,143,71,2023-07-03,2026-07-01,0.012803,-0.058851,-0.056278,-0.051226,0.433566,0.412587,-1,-1,0.0,147,-0.051226,0.5,0.5,4,0.077196,0.299312,0,-0.057399,-0.044677,71,False,0.017544,-0.023723,0.9651741293532339,0.03980099502487562,143,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-ZW-HL-CAL-001--ipo_approx_v1,HYP-CON-ZW-HL-CAL-001,ziwei_huangli_calibrated,ipo_approx_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,625,10647,0.058702,349,5246,0.066527,206,3529,0.058373,0.0,0.169591,0.068109,0,10,200,96,2023-07-03,2026-07-01,0.017369,-0.068933,-0.056512,-0.049144,0.445,0.415,-1,-1,0.0,206,-0.049144,0.25,0.75,4,0.05944,0.216442,0,-0.053765,-0.044116,93,False,0.035714,-0.021761,0.9701492537313433,0.03482587064676617,200,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,IPO_APPROXIMATION_WARNING：本结果的出生时间使用 ipo_approx_v1 近似口径（TuShare ipo_date 近似），**不是真实公司成立时间**，不得描述为『真实 IPO 出生时间』。
OOS3D--HYP-CON-ALL3-RAW-001--listing_open_v1,HYP-CON-ALL3-RAW-001,all_three_raw,listing_open_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,1359,10647,0.127642,886,5246,0.168891,333,3529,0.094361,0.0,0.245614,0.084879,0,7,320,131,2023-01-03,2026-08-14,0.005996,-0.059725,-0.039653,-0.031651,0.43125,0.41875,-1,-1,0.0,333,-0.031651,0.25,0.75,4,0.045314,0.187249,0,-0.035419,-0.028597,124,False,0.07225,-0.023754,0.7810945273631841,0.22388059701492538,320,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-ALL3-RAW-001--listing_close_v1,HYP-CON-ALL3-RAW-001,all_three_raw,listing_close_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,1755,10647,0.164835,1127,5246,0.21483,439,3529,0.124398,0.0,0.302885,0.099379,0,4,427,141,2023-01-03,2026-07-01,0.004316,-0.053966,-0.042757,-0.038707,0.442623,0.428571,-1,-1,0.0,439,-0.038707,0.0,1.0,4,0.047058,0.178617,0,-0.040547,-0.035941,136,False,0.074442,-0.021965,0.9850746268656716,0.01990049751243781,427,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-ALL3-RAW-001--ipo_approx_v1,HYP-CON-ALL3-RAW-001,all_three_raw,ipo_approx_v1,raw,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INCONCLUSIVE,False,1325,10647,0.124448,896,5246,0.170797,403,3529,0.114197,0.015564,0.333333,0.105403,0,7,388,132,2023-01-03,2026-08-14,0.013652,-0.061866,-0.034001,-0.024231,0.440722,0.427835,-1,-1,0.0,403,-0.024231,0.25,0.75,4,0.035781,0.159561,0,-0.027577,-0.021676,127,False,0.061745,-0.021421,0.6169154228855721,0.3880597014925373,388,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,IPO_APPROXIMATION_WARNING：本结果的出生时间使用 ipo_approx_v1 近似口径（TuShare ipo_date 近似），**不是真实公司成立时间**，不得描述为『真实 IPO 出生时间』。
OOS3D--HYP-CON-ALL3-CAL-001--listing_open_v1,HYP-CON-ALL3-CAL-001,all_three_calibrated,listing_open_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INSUFFICIENT_SAMPLE,False,267,10647,0.025077,140,5246,0.026687,66,3529,0.018702,0.0,0.103261,0.029835,0,13,64,43,2023-01-03,2026-07-01,-0.009477,-0.066871,-0.081898,-0.070961,0.40625,0.359375,-1,-1,0.0,66,-0.070961,0.0,1.0,4,0.152957,0.447803,0,-0.079349,-0.054194,43,False,0.023622,-0.022122,0.9651741293532339,0.03980099502487562,64,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-ALL3-CAL-001--listing_close_v1,HYP-CON-ALL3-CAL-001,all_three_calibrated,listing_close_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INSUFFICIENT_SAMPLE,False,248,10647,0.023293,194,5246,0.036981,41,3529,0.011618,0.0,0.043307,0.014543,0,16,40,29,2023-07-03,2026-07-01,0.025374,-0.053617,-0.05876,-0.051261,0.375,0.425,-1,-1,0.0,41,-0.051261,0.75,0.25,4,0.18736,0.567167,0,-0.061107,-0.030983,29,False,0.0125,-0.023473,0.8606965174129353,0.14427860696517414,40,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,
OOS3D--HYP-CON-ALL3-CAL-001--ipo_approx_v1,HYP-CON-ALL3-CAL-001,all_three_calibrated,ipo_approx_v1,calibrated,all_positive,positive,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,INSUFFICIENT_SAMPLE,False,227,10647,0.021321,150,5246,0.028593,71,3529,0.020119,0.0,0.108696,0.028656,0,15,69,42,2023-07-03,2026-07-01,0.018654,-0.071508,-0.013126,-0.009013,0.608696,0.507246,-1,-1,0.0,71,-0.009013,0.25,0.75,4,0.116024,0.403132,0,-0.020597,-0.000984,40,False,0.021898,-0.022375,0.24378109452736318,0.7611940298507462,69,phase3d-oos-gate-v1,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,IPO_APPROXIMATION_WARNING：本结果的出生时间使用 ipo_approx_v1 近似口径（TuShare ipo_date 近似），**不是真实公司成立时间**，不得描述为『真实 IPO 出生时间』。
OOS3D--HYP-CFL-BZ-POS-ZW-NEG-CAL-001--listing_open_v1,HYP-CFL-BZ-POS-ZW-NEG-CAL-001,conflict_bazi_pos_ziwei_neg,listing_open_v1,calibrated,conflict,exploratory,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,EXPLORATORY_NOT_GATED,,610,10647,0.057293,204,5246,0.038887,200,3529,0.056673,0.019417,0.099099,0.02261,0,7,187,87,2023-01-03,2026-08-14,0.008574,-0.055847,-0.033266,-0.034025,0.433155,0.395722,-1,-1,0.0,200,-0.034025,0.0,1.0,4,0.07405,0.283638,0,-0.037526,-0.028342,82,False,0.032,-0.022465,0.8308457711442786,0.17412935323383086,187,,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,EXPLORATORY_NOT_GATED：该对象在预注册中为探索性（无方向性预测），因此不套用 OOS 单向状态门；请阅读双侧 p 值与效应量，不得据此解锁候选状态。
OOS3D--HYP-CFL-BZ-POS-ZW-NEG-CAL-001--listing_close_v1,HYP-CFL-BZ-POS-ZW-NEG-CAL-001,conflict_bazi_pos_ziwei_neg,listing_close_v1,calibrated,conflict,exploratory,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,EXPLORATORY_NOT_GATED,,573,10647,0.053818,191,5246,0.036409,246,3529,0.069708,0.026022,0.150259,0.037174,0,4,227,85,2023-01-03,2026-08-14,0.007306,-0.023344,-0.017083,-0.020097,0.46696,0.45815,-1,-1,0.0,246,-0.020097,0.25,0.75,4,0.080699,0.27739,0,-0.027423,-0.015348,79,False,0.021598,-0.0235,0.38308457711442784,0.6218905472636815,227,,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,EXPLORATORY_NOT_GATED：该对象在预注册中为探索性（无方向性预测），因此不套用 OOS 单向状态门；请阅读双侧 p 值与效应量，不得据此解锁候选状态。
OOS3D--HYP-CFL-BZ-POS-ZW-NEG-CAL-001--ipo_approx_v1,HYP-CFL-BZ-POS-ZW-NEG-CAL-001,conflict_bazi_pos_ziwei_neg,ipo_approx_v1,calibrated,conflict,exploratory,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,EXPLORATORY_NOT_GATED,,676,10647,0.063492,234,5246,0.044605,233,3529,0.066024,0.035019,0.093264,0.018464,0,3,214,83,2023-01-03,2026-08-14,0.008401,-0.017287,-0.035869,-0.038209,0.439252,0.373832,-1,-1,0.0,233,-0.038209,0.0,1.0,4,0.128541,0.353462,0,-0.041692,-0.031005,77,False,0.025229,-0.021552,0.9054726368159204,0.09950248756218906,214,,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,IPO_APPROXIMATION_WARNING：本结果的出生时间使用 ipo_approx_v1 近似口径（TuShare ipo_date 近似），**不是真实公司成立时间**，不得描述为『真实 IPO 出生时间』。 | EXPLORATORY_NOT_GATED：该对象在预注册中为探索性（无方向性预测），因此不套用 OOS 单向状态门；请阅读双侧 p 值与效应量，不得据此解锁候选状态。
OOS3D--HYP-CFL-BZ-NEG-ZW-POS-CAL-001--listing_open_v1,HYP-CFL-BZ-NEG-ZW-POS-CAL-001,conflict_ziwei_pos_bazi_neg,listing_open_v1,calibrated,conflict,exploratory,20,phase3-oos-v1,6a059b3dbe54f22d,cal-v1,7e9897570d3b5a28,EXPLORATORY_NOT_GATED,,620,10647,0.058232,440,5246,0.083873,181,3529,0.051289,0.021858,0.099415,0.021945,0,7,169,61,2023-01-03,2026-08-14,-0.001582,-0.068334,-0.019649,-0.01433,0.508876,0.485207,-1,-1,0.0,181,-0.01433,0.0,1.0,4,0.078241,0.278051,0,-0.018514,-0.009521,60,False,0.023392,-0.025216,0.23880597014925373,0.7661691542288557,169,,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,phase3d-hfq-adjfactor-v1,v1.1,smx-bazi-native-1.0.0,iztro-2.6.1+smx-1.0.0,huangli-engine-1.0.0,EXPLORATORY_NOT_GATED：该对象在预注册中为探索性（无方向性预测），因此不套用 OOS 单向状态门；请阅读双侧 p 值与效应量，不得据此解锁候选状态。
