model,factor_id,engine,n,mean,std,min,max,unique_ratio,is_constant,rule_score_mean,rule_score_std
listing_open_v1,B_NATAL_007,bazi,500,0.6365,0.2757,0.0000,1.0000,0.0100,False,6.3650,2.7567
listing_open_v1,B_NATAL_008,bazi,500,0.6445,0.2945,0.0000,1.0000,0.0100,False,6.4450,2.9452
listing_open_v1,B_NATAL_009,bazi,500,0.5936,0.2947,0.2000,1.0000,0.0100,False,6.9336,0.4987
listing_open_v1,B_NATAL_010,bazi,500,0.6328,0.3094,0.2000,1.0000,0.0100,False,5.9356,1.2036
listing_open_v1,B_NATAL_011,bazi,500,0.2547,0.2252,0.0000,1.0000,0.0080,False,2.5465,2.2517
listing_open_v1,B_NATAL_012,bazi,500,0.4953,0.1622,0.0783,0.9255,0.5180,False,4.9533,1.6225
listing_open_v1,B_NATAL_013,bazi,500,-0.1154,0.4926,-0.9904,0.9311,0.0280,False,4.6999,3.5807
listing_open_v1,B_NATAL_014,bazi,500,0.1795,0.1086,0.0000,0.5082,0.3020,False,4.4633,2.6597
listing_open_v1,B_NATAL_015,bazi,500,0.1742,0.0958,0.0000,0.4765,0.2880,False,4.3401,2.3579
listing_open_v1,B_NATAL_016,bazi,500,0.6196,0.4098,-0.9337,1.0000,0.8060,False,6.8512,2.8720
listing_open_v1,B_NATAL_017,bazi,500,0.8420,0.2069,0.0000,1.0000,0.0080,False,8.4201,2.0691
listing_open_v1,B_NATAL_018,bazi,500,-0.0200,0.9998,-1.0000,1.0000,0.0040,False,5.0000,0.0000
listing_open_v1,B_YEAR_001,bazi,500,-0.0908,0.7680,-1.0000,1.0000,0.0100,False,6.9960,3.2948
listing_open_v1,B_YEAR_002,bazi,500,-0.0908,0.7680,-1.0000,1.0000,0.0100,False,6.9960,3.2948
listing_open_v1,B_YEAR_003,bazi,500,0.3880,0.4873,0.0000,1.0000,0.0040,False,3.8800,4.8729
listing_open_v1,B_YEAR_004,bazi,500,0.3840,0.4864,0.0000,1.0000,0.0040,False,3.8400,4.8636
listing_open_v1,B_YEAR_005,bazi,500,0.1570,0.2699,0.0000,1.0000,0.0060,False,1.5700,2.6991
listing_open_v1,B_YEAR_006,bazi,500,0.0970,0.2052,0.0000,1.0000,0.0060,False,0.9700,2.0516
listing_open_v1,B_YEAR_007,bazi,500,0.1170,0.2232,0.0000,1.0000,0.0060,False,1.1700,2.2318
listing_open_v1,B_YEAR_008,bazi,500,0.1550,0.2578,0.0000,1.0000,0.0060,False,1.5500,2.5783
listing_open_v1,B_YEAR_009,bazi,500,0.2620,0.8564,-1.0000,1.0000,0.0060,False,8.0200,3.9849
listing_open_v1,B_YEAR_010,bazi,500,0.0300,0.1706,0.0000,1.0000,0.0040,False,0.3000,1.7059
listing_open_v1,Z_AGE_001,ziwei,500,0.4496,0.3218,-0.1325,0.8435,0.0280,False,4.6814,2.9418
listing_open_v1,Z_AGE_002,ziwei,500,-0.3260,0.3560,-1.0000,0.0000,0.0060,False,2.6080,2.8479
listing_open_v1,Z_CAREER_001,ziwei,500,0.3843,0.3345,-0.2605,0.8701,0.0420,False,4.2280,2.8424
listing_open_v1,Z_CAREER_002,ziwei,500,0.5950,0.3471,0.0000,1.0000,0.0060,False,2.9750,1.7355
listing_open_v1,Z_CAREER_003,ziwei,500,-0.2470,0.3008,-1.0000,0.0000,0.0060,False,1.9760,2.4065
listing_open_v1,Z_CAREER_004,ziwei,500,0.1420,0.3491,0.0000,1.0000,0.0040,False,1.1360,2.7924
listing_open_v1,Z_DAY_001,ziwei,500,-0.0451,0.6517,-1.0000,1.0000,0.0240,False,2.8384,1.6167
listing_open_v1,Z_DAY_002,ziwei,500,0.3472,0.3421,-0.2605,0.8701,0.0440,False,3.8251,3.0202
listing_open_v1,Z_DAY_003,ziwei,500,-0.1593,0.2133,-1.0000,0.0000,0.0080,False,1.2748,1.7065
listing_open_v1,Z_DAY_004,ziwei,500,-0.0600,0.6706,-1.0000,1.0000,0.0240,False,2.9911,1.5453
listing_open_v1,Z_DAY_005,ziwei,500,0.0738,0.6595,-1.0000,1.0000,0.0240,False,2.9366,1.5451
listing_open_v1,Z_DECADE_001,ziwei,500,0.3924,0.3305,-0.2605,0.8701,0.0440,False,4.2057,2.9383
listing_open_v1,Z_DECADE_002,ziwei,500,-0.2550,0.3008,-1.0000,0.0000,0.0060,False,2.0400,2.4063
listing_open_v1,Z_FIN_001,ziwei,500,0.3875,0.3350,-0.2605,0.8701,0.0440,False,4.2329,2.8841
listing_open_v1,Z_FIN_002,ziwei,500,0.5850,0.3395,0.0000,1.0000,0.0060,False,2.9250,1.6976
listing_open_v1,Z_FIN_003,ziwei,500,-0.2330,0.2902,-1.0000,0.0000,0.0060,False,1.8640,2.3215
listing_open_v1,Z_FIN_004,ziwei,500,0.1540,0.3609,0.0000,1.0000,0.0040,False,1.2320,2.8876
listing_open_v1,Z_LIFE_001,ziwei,500,0.3993,0.3378,-0.2605,0.8701,0.0420,False,4.3091,2.9649
listing_open_v1,Z_LIFE_002,ziwei,500,0.5810,0.3549,0.0000,1.0000,0.0060,False,2.9050,1.7744
listing_open_v1,Z_LIFE_003,ziwei,500,0.1473,0.2126,0.0000,0.6667,0.0060,False,1.1787,1.7005
listing_open_v1,Z_LIFE_004,ziwei,500,-0.2660,0.3198,-1.0000,0.0000,0.0060,False,2.1280,2.5580
listing_open_v1,Z_LIFE_005,ziwei,500,-0.0418,0.4304,-0.9051,0.7616,0.0120,False,2.6364,2.2397
listing_open_v1,Z_LIFE_006,ziwei,500,0.0000,0.0000,0.0000,0.0000,0.0020,True,0.0000,0.0000
listing_open_v1,Z_LIFE_007,ziwei,500,-0.0590,0.6731,-1.0000,1.0000,0.0100,False,2.8350,1.8372
listing_open_v1,Z_MONTH_001,ziwei,500,0.0611,0.6482,-1.0000,1.0000,0.0240,False,2.8129,1.6385
listing_open_v1,Z_MONTH_002,ziwei,500,0.4277,0.3279,-0.2605,0.8701,0.0420,False,4.5056,2.9571
listing_open_v1,Z_MONTH_003,ziwei,500,-0.1573,0.1981,-1.0000,0.0000,0.0080,False,1.2588,1.5849
listing_open_v1,Z_MONTH_004,ziwei,500,0.0738,0.6595,-1.0000,1.0000,0.0240,False,2.9366,1.5451
listing_open_v1,Z_MONTH_005,ziwei,500,0.0433,0.5869,-1.0000,1.0000,0.0240,False,2.5275,1.5073
listing_open_v1,Z_MOVE_001,ziwei,500,0.3976,0.3435,-0.2605,0.8701,0.0440,False,4.3063,3.0104
listing_open_v1,Z_MOVE_002,ziwei,500,-0.2310,0.2952,-1.0000,0.0000,0.0060,False,1.8480,2.3615
listing_open_v1,Z_MOVE_003,ziwei,500,0.1600,0.3666,0.0000,1.0000,0.0040,False,1.2800,2.9328
listing_open_v1,Z_MUTAGEN_001,ziwei,500,0.4320,0.4499,0.0000,1.0000,0.0060,False,4.3200,4.4986
listing_open_v1,Z_MUTAGEN_002,ziwei,500,0.3800,0.4389,0.0000,1.0000,0.0060,False,3.8000,4.3886
listing_open_v1,Z_MUTAGEN_003,ziwei,500,0.3370,0.4449,0.0000,1.0000,0.0060,False,3.3700,4.4489
listing_open_v1,Z_MUTAGEN_004,ziwei,500,-0.4030,0.4451,-1.0000,0.0000,0.0060,False,4.0300,4.4507
listing_open_v1,Z_MUTAGEN_005,ziwei,500,0.4360,0.3687,0.0000,1.0000,0.0060,False,4.3600,3.6865
listing_open_v1,Z_MUTAGEN_006,ziwei,500,-0.3180,0.4657,-1.0000,0.0000,0.0040,False,2.5440,3.7256
listing_open_v1,Z_TRINE_001,ziwei,500,0.5902,0.2083,-0.0250,0.8617,0.1260,False,5.9054,2.0748
listing_open_v1,Z_TRINE_002,ziwei,500,0.3333,0.2186,0.0000,0.8333,0.0120,False,3.3334,2.1858
listing_open_v1,Z_TRINE_003,ziwei,500,-0.4880,0.2619,-1.0000,0.0000,0.0100,False,4.8800,2.6193
listing_open_v1,Z_TRINE_004,ziwei,500,-0.0046,0.5213,-0.9311,0.9311,0.0220,False,4.5427,2.5571
listing_open_v1,Z_TRINE_005,ziwei,500,0.6996,0.2334,0.0000,1.0000,0.0120,False,3.4980,1.1670
listing_open_v1,Z_YEAR_001,ziwei,500,-0.2727,0.0000,-0.2727,-0.2727,0.0020,True,1.3640,0.0000
listing_open_v1,Z_YEAR_002,ziwei,500,0.4572,0.2704,-0.0997,0.8122,0.0120,False,4.7472,2.3828
listing_open_v1,Z_YEAR_003,ziwei,500,-0.4673,0.1990,-1.0000,-0.3333,0.0060,False,3.7388,1.5917
listing_open_v1,Z_YEAR_004,ziwei,500,0.0738,0.6595,-1.0000,1.0000,0.0240,False,2.9366,1.5451
listing_open_v1,Z_YEAR_005,ziwei,500,0.0433,0.5869,-1.0000,1.0000,0.0240,False,2.5275,1.5073
listing_open_v1,Z_YEAR_006,ziwei,500,0.0490,0.1487,0.0000,0.5000,0.0040,False,0.4900,1.4866
