experiment_id,hypothesis_id,git_sha,dataset_version,universe_version,birth_model_version,factor_version,calibration_version,split_version,train_period,validation_period,oos_period,horizon,random_seed,created_at,result_status,oos_used,parameters,result_reasons,metrics,research_reuse_warning,registry_version
OOS3D--HYP-CFL-BZ-POS-ZW-NEG-CAL-001--listing_close_v1,HYP-CFL-BZ-POS-ZW-NEG-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,listing_close_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:11,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""bazi"", ""ziwei""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 246, ""excess_up_rate"": 0.45815, ""gate_version"": """", ""mean_excess_return"": -0.020097, ""mean_return"": -0.017083, ""median_return"": -0.00659, ""pending_fdr"": null, ""permutation_p"": 0.38308457711442784, ""sample_count"": 227, ""std_return"": 0.205535, ""up_rate"": 0.46696, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-BZ-POS-ZW-NEG-CAL-001--ipo_approx_v1,HYP-CFL-BZ-POS-ZW-NEG-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,ipo_approx_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:12,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""bazi"", ""ziwei""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 233, ""excess_up_rate"": 0.373832, ""gate_version"": """", ""mean_excess_return"": -0.038209, ""mean_return"": -0.035869, ""median_return"": -0.009535, ""pending_fdr"": null, ""permutation_p"": 0.9054726368159204, ""sample_count"": 214, ""std_return"": 0.15283, ""up_rate"": 0.439252, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-BZ-NEG-ZW-POS-CAL-001--listing_open_v1,HYP-CFL-BZ-NEG-ZW-POS-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,listing_open_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:14,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""bazi"", ""ziwei""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 181, ""excess_up_rate"": 0.485207, ""gate_version"": """", ""mean_excess_return"": -0.01433, ""mean_return"": -0.019649, ""median_return"": 0.002245, ""pending_fdr"": null, ""permutation_p"": 0.23880597014925373, ""sample_count"": 169, ""std_return"": 0.155147, ""up_rate"": 0.508876, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-BZ-NEG-ZW-POS-CAL-001--listing_close_v1,HYP-CFL-BZ-NEG-ZW-POS-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,listing_close_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:15,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""bazi"", ""ziwei""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 221, ""excess_up_rate"": 0.43, ""gate_version"": """", ""mean_excess_return"": -0.031055, ""mean_return"": -0.030659, ""median_return"": -0.010577, ""pending_fdr"": null, ""permutation_p"": 0.7064676616915423, ""sample_count"": 200, ""std_return"": 0.151223, ""up_rate"": 0.44, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-BZ-NEG-ZW-POS-CAL-001--ipo_approx_v1,HYP-CFL-BZ-NEG-ZW-POS-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,ipo_approx_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:16,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""bazi"", ""ziwei""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 235, ""excess_up_rate"": 0.447489, ""gate_version"": """", ""mean_excess_return"": -0.030461, ""mean_return"": -0.040046, ""median_return"": -0.018576, ""pending_fdr"": null, ""permutation_p"": 0.7064676616915423, ""sample_count"": 219, ""std_return"": 0.209479, ""up_rate"": 0.424658, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-BZ-POS-HL-NEG-CAL-001--listing_open_v1,HYP-CFL-BZ-POS-HL-NEG-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,listing_open_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:16,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""bazi"", ""huangli""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 199, ""excess_up_rate"": 0.465909, ""gate_version"": """", ""mean_excess_return"": -0.010748, ""mean_return"": 0.007346, ""median_return"": 0.019117, ""pending_fdr"": null, ""permutation_p"": 0.24378109452736318, ""sample_count"": 176, ""std_return"": 0.162045, ""up_rate"": 0.590909, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-BZ-POS-HL-NEG-CAL-001--listing_close_v1,HYP-CFL-BZ-POS-HL-NEG-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,listing_close_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:17,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""bazi"", ""huangli""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 179, ""excess_up_rate"": 0.469799, ""gate_version"": """", ""mean_excess_return"": -0.008915, ""mean_return"": 0.006451, ""median_return"": 0.025126, ""pending_fdr"": null, ""permutation_p"": 0.21393034825870647, ""sample_count"": 149, ""std_return"": 0.181195, ""up_rate"": 0.577181, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-BZ-POS-HL-NEG-CAL-001--ipo_approx_v1,HYP-CFL-BZ-POS-HL-NEG-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,ipo_approx_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:18,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""bazi"", ""huangli""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 173, ""excess_up_rate"": 0.445205, ""gate_version"": """", ""mean_excess_return"": -0.006016, ""mean_return"": 0.011528, ""median_return"": 0.019065, ""pending_fdr"": null, ""permutation_p"": 0.1044776119402985, ""sample_count"": 146, ""std_return"": 0.201319, ""up_rate"": 0.589041, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-ZW-POS-HL-NEG-CAL-001--listing_open_v1,HYP-CFL-ZW-POS-HL-NEG-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,listing_open_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:19,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""ziwei"", ""huangli""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 245, ""excess_up_rate"": 0.460829, ""gate_version"": """", ""mean_excess_return"": -0.009189, ""mean_return"": -0.004268, ""median_return"": 0.00798, ""pending_fdr"": null, ""permutation_p"": 0.15920398009950248, ""sample_count"": 217, ""std_return"": 0.174805, ""up_rate"": 0.534562, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-ZW-POS-HL-NEG-CAL-001--listing_close_v1,HYP-CFL-ZW-POS-HL-NEG-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,listing_close_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:19,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""ziwei"", ""huangli""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 233, ""excess_up_rate"": 0.491713, ""gate_version"": """", ""mean_excess_return"": 0.002398, ""mean_return"": 0.003124, ""median_return"": 0.004717, ""pending_fdr"": null, ""permutation_p"": 0.024875621890547265, ""sample_count"": 181, ""std_return"": 0.176922, ""up_rate"": 0.513812, ""welch_p"": null}",,phase3d-experiments-v1
OOS3D--HYP-CFL-ZW-POS-HL-NEG-CAL-001--ipo_approx_v1,HYP-CFL-ZW-POS-HL-NEG-CAL-001,66939bbca70855226ceb2da52d6bbd6671d91113,phase3a_astockdata_cutoff_20260814,v2-phase3a,ipo_approx_v1,v1.1,cal-v1,phase3-oos-v1,2010-01-01..2018-12-31,2019-01-01..2022-12-31,2023-01-01..2026-08-14,20,20260918,2026-09-20T12:09:20,EXPLORATORY_NOT_GATED,True,"{""benchmark_code"": ""IDX000300"", ""birth_models"": [""listing_open_v1"", ""listing_close_v1"", ""ipo_approx_v1""], ""calibration_fit_hash"": ""7e9897570d3b5a28"", ""direction_source"": ""calibrated"", ""engines"": [""ziwei"", ""huangli""], ""expected_direction"": ""exploratory"", ""gate_version"": """", ""horizons"": [5, 10, 20, 60], ""logic"": ""conflict"", ""methodology"": ""Phase 3D fixed holdout OOS pipeline"", ""permutation_draws"": 200, ""split_fingerprint"": ""6a059b3dbe54f22d""}",[],"{""cohen_d"": null, ""event_count"": 267, ""excess_up_rate"": 0.421941, ""gate_version"": """", ""mean_excess_return"": -0.015318, ""mean_return"": -0.012288, ""median_return"": -0.01078, ""pending_fdr"": null, ""permutation_p"": 0.263681592039801, ""sample_count"": 237, ""std_return"": 0.158812, ""up_rate"": 0.459916, ""welch_p"": null}",,phase3d-experiments-v1
