engine,birth_model,factor_id,partition,year,market_phase,sample_count,available_count,null_count,null_rate,activation_rate,raw_direction_positive,raw_direction_neutral,raw_direction_negative,mean_normalized,std_normalized,p25_normalized,p50_normalized,p75_normalized,p95_normalized,mean_rule_score,std_rule_score,unique_value_count,dominant_share,calibrated_positive,calibrated_neutral,calibrated_negative,mean_rank_score,calibration_status,flags
bazi,ipo_approx_v1,B_DAY_001,OOS,2023,2022_2026,483,483,0,0.0,0.834369,141,80,262,-0.286957,0.802729,-1.0,-0.8,0.6,1.0,7.681159,3.68323,5,0.467909,79,404,0,37.927325,"{""ok"": 483}",
bazi,ipo_approx_v1,B_DAY_001,OOS,2024,2022_2026,490,490,0,0.0,0.867347,260,65,165,0.108163,0.787306,-0.8,0.6,0.6,1.0,7.228571,3.286086,5,0.287755,119,371,0,52.495126,"{""ok"": 490}",
bazi,ipo_approx_v1,B_DAY_001,OOS,2025,2022_2026,493,493,0,0.0,0.858012,259,70,164,0.075456,0.801616,-1.0,0.6,0.6,1.0,7.269777,3.445605,5,0.310345,106,387,0,49.876771,"{""ok"": 493}",
bazi,ipo_approx_v1,B_DAY_001,OOS,2026,2022_2026,997,997,0,0.0,0.860582,525,139,333,0.091474,0.793534,-0.8,0.6,0.6,1.0,7.233701,3.380571,5,0.297894,228,769,0,51.157906,"{""ok"": 997}",
bazi,ipo_approx_v1,B_DAY_001,TRAIN,2010,2010_2014,291,291,0,0.0,0.838488,151,47,93,0.079725,0.787117,-1.0,0.6,0.6,1.0,7.051546,3.563332,5,0.316151,59,232,0,49.757165,"{""ok"": 291}",
bazi,ipo_approx_v1,B_DAY_001,TRAIN,2011,2010_2014,326,326,0,0.0,0.865031,140,44,142,-0.106135,0.786438,-1.0,0.0,0.6,1.0,7.196319,3.321462,5,0.322086,40,286,0,43.677252,"{""ok"": 326}",
bazi,ipo_approx_v1,B_DAY_001,TRAIN,2012,2010_2014,353,353,0,0.0,0.832861,177,59,117,0.05779,0.792904,-1.0,0.6,0.6,1.0,7.070822,3.614691,5,0.29745,72,281,0,49.045065,"{""ok"": 353}",
bazi,ipo_approx_v1,B_DAY_001,TRAIN,2013,2010_2014,371,371,0,0.0,0.849057,156,56,159,-0.102965,0.781867,-1.0,0.0,0.6,1.0,7.088949,3.435925,5,0.315364,47,324,0,43.757351,"{""ok"": 371}",
bazi,ipo_approx_v1,B_DAY_001,TRAIN,2014,2010_2014,372,372,0,0.0,0.887097,260,42,70,0.345161,0.68121,0.0,0.6,1.0,1.0,6.978495,3.08541,5,0.443548,95,277,0,59.409085,"{""ok"": 372}",
bazi,ipo_approx_v1,B_DAY_001,TRAIN,2015,2015_2019,384,384,0,0.0,0.848958,164,58,162,-0.09375,0.780415,-1.0,0.0,0.6,1.0,7.0625,3.431729,5,0.3125,48,336,0,43.988501,"{""ok"": 384}",
bazi,ipo_approx_v1,B_DAY_001,TRAIN,2016,2015_2019,399,399,0,0.0,0.887218,280,45,74,0.352381,0.677742,0.0,0.6,1.0,1.0,6.982456,3.082972,5,0.441103,104,295,0,59.747564,"{""ok"": 399}",
bazi,ipo_approx_v1,B_DAY_001,TRAIN,2017,2015_2019,410,410,0,0.0,0.829268,123,70,217,-0.268293,0.802087,-1.0,-0.8,0.6,1.0,7.590244,3.714493,5,0.45122,67,343,0,38.533554,"{""ok"": 410}",
bazi,ipo_approx_v1,B_DAY_001,TRAIN,2018,2015_2019,433,433,0,0.0,0.889145,307,48,78,0.363972,0.674259,0.0,0.6,1.0,1.0,7.011547,3.076547,5,0.441109,116,317,0,60.173663,"{""ok"": 433}",
bazi,ipo_approx_v1,B_DAY_001,VALIDATION,2019,2015_2019,438,438,0,0.0,0.824201,127,77,234,-0.283105,0.795086,-1.0,-0.8,0.6,1.0,7.552511,3.752129,5,0.458904,68,370,0,37.899783,"{""ok"": 438}",
bazi,ipo_approx_v1,B_DAY_001,VALIDATION,2020,2020_2021,443,443,0,0.0,0.889391,315,49,79,0.36614,0.671885,0.0,0.6,1.0,1.0,7.002257,3.071913,5,0.444695,118,325,0,60.209698,"{""ok"": 443}",
bazi,ipo_approx_v1,B_DAY_001,VALIDATION,2021,2020_2021,459,459,0,0.0,0.830065,134,78,247,-0.284532,0.799236,-1.0,-0.8,0.6,1.0,7.620915,3.712965,5,0.464052,73,386,0,37.919165,"{""ok"": 459}",
bazi,ipo_approx_v1,B_DAY_001,VALIDATION,2022,2022_2026,474,474,0,0.0,0.864979,254,64,156,0.121097,0.784589,-0.8,0.6,0.6,1.0,7.21097,3.30446,5,0.28692,118,356,0,52.965402,"{""ok"": 474}",
bazi,ipo_approx_v1,B_DAY_002,OOS,2023,2022_2026,483,483,0,0.0,0.279503,0,348,135,0.15528,0.263057,0.0,0.0,0.5,0.5,1.552795,2.630575,3,0.720497,15,468,0,49.236856,"{""ok"": 483}",
bazi,ipo_approx_v1,B_DAY_002,OOS,2024,2022_2026,490,490,0,0.0,0.236735,0,374,116,0.129592,0.243613,0.0,0.0,0.0,0.5,1.295918,2.436134,3,0.763265,11,479,0,47.051543,"{""ok"": 490}",
bazi,ipo_approx_v1,B_DAY_002,OOS,2025,2022_2026,493,493,0,0.0,0.267748,0,361,132,0.147059,0.255382,0.0,0.0,0.5,0.5,1.470588,2.55382,3,0.732252,13,480,0,48.602173,"{""ok"": 493}",
bazi,ipo_approx_v1,B_DAY_002,OOS,2026,2022_2026,997,997,0,0.0,0.626881,0,372,625,0.365095,0.31782,0.0,0.5,0.5,1.0,3.650953,3.178197,3,0.523571,103,894,0,67.021039,"{""ok"": 997}",
bazi,ipo_approx_v1,B_DAY_002,TRAIN,2010,2010_2014,291,291,0,0.0,1.0,0,0,291,0.604811,0.20387,0.5,0.5,0.5,1.0,6.04811,2.0387,2,0.790378,61,230,0,86.544318,"{""ok"": 291}",LOW_DISCRIMINATION_FACTOR(>95%)
bazi,ipo_approx_v1,B_DAY_002,TRAIN,2011,2010_2014,326,326,0,0.0,0.208589,0,258,68,0.118098,0.243078,0.0,0.0,0.0,0.5,1.180982,2.430778,3,0.791411,9,317,0,45.772218,"{""ok"": 326}",
bazi,ipo_approx_v1,B_DAY_002,TRAIN,2012,2010_2014,353,353,0,0.0,0.229462,0,272,81,0.124646,0.238458,0.0,0.0,0.0,0.5,1.246459,2.384585,3,0.770538,7,346,0,46.662968,"{""ok"": 353}",
bazi,ipo_approx_v1,B_DAY_002,TRAIN,2013,2010_2014,371,371,0,0.0,0.234501,0,284,87,0.126685,0.238497,0.0,0.0,0.0,0.5,1.266846,2.384965,3,0.765499,7,364,0,46.89147,"{""ok"": 371}",
bazi,ipo_approx_v1,B_DAY_002,TRAIN,2014,2010_2014,372,372,0,0.0,0.268817,0,272,100,0.142473,0.243231,0.0,0.0,0.5,0.5,1.424731,2.432314,3,0.731183,6,366,0,48.503351,"{""ok"": 372}",
bazi,ipo_approx_v1,B_DAY_002,TRAIN,2015,2015_2019,384,384,0,0.0,0.179688,0,315,69,0.10026,0.225003,0.0,0.0,0.0,0.5,1.002604,2.250035,3,0.820312,8,376,0,44.281401,"{""ok"": 384}",
bazi,ipo_approx_v1,B_DAY_002,TRAIN,2016,2015_2019,399,399,0,0.0,0.263158,0,294,105,0.146617,0.258877,0.0,0.0,0.5,0.5,1.466165,2.588772,3,0.736842,12,387,0,48.435554,"{""ok"": 399}",
bazi,ipo_approx_v1,B_DAY_002,TRAIN,2017,2015_2019,410,410,0,0.0,0.253659,0,306,104,0.140244,0.25303,0.0,0.0,0.5,0.5,1.402439,2.530304,3,0.746341,11,399,0,47.930591,"{""ok"": 410}",
bazi,ipo_approx_v1,B_DAY_002,TRAIN,2018,2015_2019,433,433,0,0.0,0.17321,0,358,75,0.090069,0.201196,0.0,0.0,0.0,0.5,0.900693,2.011961,3,0.82679,3,430,0,43.765506,"{""ok"": 433}",
bazi,ipo_approx_v1,B_DAY_002,VALIDATION,2019,2015_2019,438,438,0,0.0,0.269406,0,320,118,0.14726,0.254262,0.0,0.0,0.5,0.5,1.472603,2.542621,3,0.730594,11,427,0,48.663573,"{""ok"": 438}",
bazi,ipo_approx_v1,B_DAY_002,VALIDATION,2020,2020_2021,443,443,0,0.0,0.277652,0,320,123,0.153499,0.260794,0.0,0.0,0.5,0.5,1.534989,2.607945,3,0.722348,13,430,0,49.122654,"{""ok"": 443}",
bazi,ipo_approx_v1,B_DAY_002,VALIDATION,2021,2020_2021,459,459,0,0.0,0.217865,0,359,100,0.117647,0.23198,0.0,0.0,0.0,0.5,1.176471,2.319796,3,0.782135,8,451,0,46.069427,"{""ok"": 459}",
bazi,ipo_approx_v1,B_DAY_002,VALIDATION,2022,2022_2026,474,474,0,0.0,0.189873,0,384,90,0.107595,0.23451,0.0,0.0,0.0,0.5,1.075949,2.345102,3,0.810127,12,462,0,44.837574,"{""ok"": 474}",
bazi,ipo_approx_v1,B_DAY_003,OOS,2023,2022_2026,483,483,0,0.0,0.236025,114,369,0,0.1294,0.243856,0.0,0.0,0.0,0.5,1.293996,2.438561,3,0.763975,11,472,0,46.018446,"{""ok"": 483}",
bazi,ipo_approx_v1,B_DAY_003,OOS,2024,2022_2026,490,490,0,0.0,0.27551,135,355,0,0.153061,0.261818,0.0,0.0,0.5,0.5,1.530612,2.618184,3,0.72449,15,475,0,48.030695,"{""ok"": 490}",
bazi,ipo_approx_v1,B_DAY_003,OOS,2025,2022_2026,493,493,0,0.0,0.212982,105,388,0,0.12069,0.245152,0.0,0.0,0.0,0.5,1.206897,2.45152,3,0.787018,14,479,0,45.003545,"{""ok"": 493}",
bazi,ipo_approx_v1,B_DAY_003,OOS,2026,2022_2026,997,997,0,0.0,0.628887,627,370,0,0.3666,0.31806,0.0,0.5,0.5,1.0,3.665998,3.180604,3,0.524574,104,893,0,66.095006,"{""ok"": 997}",
bazi,ipo_approx_v1,B_DAY_003,TRAIN,2010,2010_2014,291,291,0,0.0,0.199313,58,233,0,0.106529,0.221263,0.0,0.0,0.0,0.5,1.065292,2.212628,3,0.800687,4,287,0,44.120305,"{""ok"": 291}",
bazi,ipo_approx_v1,B_DAY_003,TRAIN,2011,2010_2014,326,326,0,0.0,0.226994,74,252,0,0.124233,0.239991,0.0,0.0,0.0,0.5,1.242331,2.399908,3,0.773006,7,319,0,45.565882,"{""ok"": 326}",
bazi,ipo_approx_v1,B_DAY_003,TRAIN,2012,2010_2014,353,353,0,0.0,0.252125,89,264,0,0.131728,0.233091,0.0,0.0,0.5,0.5,1.31728,2.330909,3,0.747875,4,349,0,46.610069,"{""ok"": 353}",
bazi,ipo_approx_v1,B_DAY_003,TRAIN,2013,2010_2014,371,371,0,0.0,0.199461,74,297,0,0.11186,0.236002,0.0,0.0,0.0,0.5,1.118598,2.360017,3,0.800539,9,362,0,44.291753,"{""ok"": 371}",
bazi,ipo_approx_v1,B_DAY_003,TRAIN,2014,2010_2014,372,372,0,0.0,1.0,372,0,0,0.599462,0.199864,0.5,0.5,0.5,1.0,5.994624,1.998645,2,0.801075,74,298,0,85.335092,"{""ok"": 372}",LOW_DISCRIMINATION_FACTOR(>95%)
bazi,ipo_approx_v1,B_DAY_003,TRAIN,2015,2015_2019,384,384,0,0.0,0.263021,101,283,0,0.147135,0.260231,0.0,0.0,0.5,0.5,1.471354,2.602311,3,0.736979,12,372,0,47.442941,"{""ok"": 384}",
bazi,ipo_approx_v1,B_DAY_003,TRAIN,2016,2015_2019,399,399,0,0.0,0.205514,82,317,0,0.114035,0.235437,0.0,0.0,0.0,0.5,1.140351,2.354372,3,0.794486,9,390,0,44.554821,"{""ok"": 399}",
bazi,ipo_approx_v1,B_DAY_003,TRAIN,2017,2015_2019,410,410,0,0.0,0.270732,111,299,0,0.15122,0.262229,0.0,0.0,0.5,0.5,1.512195,2.622285,3,0.729268,13,397,0,47.819122,"{""ok"": 410}",
bazi,ipo_approx_v1,B_DAY_003,TRAIN,2018,2015_2019,433,433,0,0.0,0.191686,83,350,0,0.108545,0.235203,0.0,0.0,0.0,0.5,1.08545,2.352027,3,0.808314,11,422,0,43.937558,"{""ok"": 433}",
bazi,ipo_approx_v1,B_DAY_003,VALIDATION,2019,2015_2019,438,438,0,0.0,0.223744,98,340,0,0.121005,0.234773,0.0,0.0,0.0,0.5,1.210046,2.347732,3,0.776256,8,430,0,45.360216,"{""ok"": 438}",
bazi,ipo_approx_v1,B_DAY_003,VALIDATION,2020,2020_2021,443,443,0,0.0,0.189616,84,359,0,0.106095,0.230647,0.0,0.0,0.0,0.5,1.060948,2.306471,3,0.810384,10,433,0,43.794252,"{""ok"": 443}",
bazi,ipo_approx_v1,B_DAY_003,VALIDATION,2021,2020_2021,459,459,0,0.0,0.261438,120,339,0,0.142702,0.251211,0.0,0.0,0.5,0.5,1.427015,2.512113,3,0.738562,11,448,0,47.253297,"{""ok"": 459}",
bazi,ipo_approx_v1,B_DAY_003,VALIDATION,2022,2022_2026,474,474,0,0.0,0.179325,85,389,0,0.093882,0.206,0.0,0.0,0.0,0.5,0.938819,2.060002,3,0.820675,4,470,0,43.08075,"{""ok"": 474}",
bazi,ipo_approx_v1,B_DAY_004,OOS,2023,2022_2026,483,483,0,0.0,0.834369,141,80,262,-0.286957,0.802729,-1.0,-0.8,0.6,1.0,7.681159,3.68323,5,0.467909,79,404,0,39.816008,"{""ok"": 483}",
bazi,ipo_approx_v1,B_DAY_004,OOS,2024,2022_2026,490,490,0,0.0,0.891837,347,53,90,0.357959,0.677741,0.0,0.6,1.0,1.0,7.02449,3.054283,5,0.444898,129,361,0,61.805808,"{""ok"": 490}",
bazi,ipo_approx_v1,B_DAY_004,OOS,2025,2022_2026,493,493,0,0.0,0.864097,207,67,219,-0.122515,0.784867,-1.0,0.0,0.6,1.0,7.204868,3.330174,5,0.330629,58,435,0,45.17604,"{""ok"": 493}",
bazi,ipo_approx_v1,B_DAY_004,OOS,2026,2022_2026,997,997,0,0.0,0.873621,615,126,256,0.218857,0.754295,-0.8,0.6,0.6,1.0,7.139418,3.266235,5,0.376128,240,757,0,56.860128,"{""ok"": 997}",
bazi,ipo_approx_v1,B_DAY_004,TRAIN,2010,2010_2014,291,291,0,0.0,0.886598,204,33,54,0.348454,0.678098,0.0,0.6,1.0,1.0,6.962199,3.086447,5,0.446735,74,217,0,61.397171,"{""ok"": 291}",
bazi,ipo_approx_v1,B_DAY_004,TRAIN,2011,2010_2014,326,326,0,0.0,0.822086,92,58,176,-0.297546,0.787084,-1.0,-0.8,0.6,1.0,7.515337,3.765194,5,0.46319,47,279,0,39.245797,"{""ok"": 326}",
bazi,ipo_approx_v1,B_DAY_004,TRAIN,2012,2010_2014,353,353,0,0.0,0.832861,177,59,117,0.05779,0.792904,-1.0,0.6,0.6,1.0,7.070822,3.614691,5,0.29745,72,281,0,50.966473,"{""ok"": 353}",
bazi,ipo_approx_v1,B_DAY_004,TRAIN,2013,2010_2014,371,371,0,0.0,0.859838,201,52,118,0.136388,0.781991,-0.8,0.6,1.0,1.0,7.185984,3.352356,5,0.285714,95,276,0,55.371784,"{""ok"": 371}",
bazi,ipo_approx_v1,B_DAY_004,TRAIN,2014,2010_2014,372,372,0,0.0,0.83871,189,60,123,0.063978,0.794383,-1.0,0.6,0.6,1.0,7.112903,3.575621,5,0.301075,77,295,0,51.228597,"{""ok"": 372}",
bazi,ipo_approx_v1,B_DAY_004,TRAIN,2015,2015_2019,384,384,0,0.0,0.822917,114,68,202,-0.26875,0.797426,-1.0,-0.8,0.6,1.0,7.520833,3.757615,5,0.447917,61,323,0,40.364466,"{""ok"": 384}",
bazi,ipo_approx_v1,B_DAY_004,TRAIN,2016,2015_2019,399,399,0,0.0,0.854637,171,58,170,-0.098747,0.782839,-1.0,0.0,0.6,1.0,7.112782,3.397429,5,0.320802,49,350,0,45.880237,"{""ok"": 399}",
bazi,ipo_approx_v1,B_DAY_004,TRAIN,2017,2015_2019,410,410,0,0.0,0.887805,288,46,76,0.351707,0.677627,0.0,0.6,1.0,1.0,6.980488,3.07758,5,0.443902,106,304,0,61.584124,"{""ok"": 410}",
bazi,ipo_approx_v1,B_DAY_004,TRAIN,2018,2015_2019,433,433,0,0.0,0.859122,183,61,189,-0.11455,0.781615,-1.0,0.0,0.6,1.0,7.140878,3.361136,5,0.325635,50,383,0,45.363736,"{""ok"": 433}",
bazi,ipo_approx_v1,B_DAY_004,VALIDATION,2019,2015_2019,438,438,0,0.0,0.824201,127,77,234,-0.283105,0.795086,-1.0,-0.8,0.6,1.0,7.552511,3.752129,5,0.458904,68,370,0,39.828866,"{""ok"": 438}",
bazi,ipo_approx_v1,B_DAY_004,VALIDATION,2020,2020_2021,443,443,0,0.0,0.862302,233,61,149,0.106998,0.787585,-0.8,0.6,0.6,1.0,7.209932,3.328023,5,0.27991,109,334,0,54.454335,"{""ok"": 443}",
bazi,ipo_approx_v1,B_DAY_004,VALIDATION,2021,2020_2021,459,459,0,0.0,0.854031,243,67,149,0.085403,0.795857,-1.0,0.6,0.6,1.0,7.206972,3.466413,5,0.315904,98,361,0,52.037941,"{""ok"": 459}",
bazi,ipo_approx_v1,B_DAY_004,VALIDATION,2022,2022_2026,474,474,0,0.0,0.864979,254,64,156,0.121097,0.784589,-0.8,0.6,0.6,1.0,7.21097,3.30446,5,0.28692,118,356,0,54.93784,"{""ok"": 474}",
bazi,ipo_approx_v1,B_DAY_005,OOS,2023,2022_2026,483,483,0,0.0,0.904762,0,483,0,0.510467,0.320343,0.222222,0.555556,0.777778,1.0,5.0,0.0,10,0.122153,99,288,96,50.809896,"{""ok"": 483}",
bazi,ipo_approx_v1,B_DAY_005,OOS,2024,2022_2026,490,490,0,0.0,0.914286,0,490,0,0.491156,0.312715,0.222222,0.444444,0.777778,1.0,5.0,0.0,10,0.126531,91,305,94,49.082855,"{""ok"": 490}",
bazi,ipo_approx_v1,B_DAY_005,OOS,2025,2022_2026,493,493,0,0.0,0.900609,0,493,0,0.503944,0.324817,0.222222,0.555556,0.777778,1.0,5.0,0.0,10,0.127789,109,282,102,50.217328,"{""ok"": 493}",
bazi,ipo_approx_v1,B_DAY_005,OOS,2026,2022_2026,997,997,0,0.0,0.897693,0,997,0,0.498161,0.31922,0.222222,0.444444,0.777778,1.0,5.0,0.0,10,0.111334,202,596,199,49.705661,"{""ok"": 997}",
bazi,ipo_approx_v1,B_DAY_005,TRAIN,2010,2010_2014,291,291,0,0.0,0.900344,0,291,0,0.513555,0.334508,0.222222,0.555556,0.777778,1.0,5.0,0.0,10,0.147766,69,163,59,51.090363,"{""ok"": 291}",
bazi,ipo_approx_v1,B_DAY_005,TRAIN,2011,2010_2014,326,326,0,0.0,0.904908,0,326,0,0.512952,0.314093,0.222222,0.444444,0.777778,1.0,5.0,0.0,10,0.141104,69,200,57,51.025159,"{""ok"": 326}",
bazi,ipo_approx_v1,B_DAY_005,TRAIN,2012,2010_2014,353,353,0,0.0,0.895184,0,353,0,0.50362,0.329198,0.222222,0.555556,0.777778,1.0,5.0,0.0,10,0.130312,76,204,73,50.203111,"{""ok"": 353}",
bazi,ipo_approx_v1,B_DAY_005,TRAIN,2013,2010_2014,371,371,0,0.0,0.913747,0,371,0,0.516023,0.315596,0.222222,0.555556,0.777778,1.0,5.0,0.0,10,0.126685,76,227,68,51.305126,"{""ok"": 371}",
bazi,ipo_approx_v1,B_DAY_005,TRAIN,2014,2010_2014,372,372,0,0.0,0.873656,0,372,0,0.481481,0.322767,0.222222,0.444444,0.777778,1.0,5.0,0.0,10,0.126344,71,222,79,48.215574,"{""ok"": 372}",
bazi,ipo_approx_v1,B_DAY_005,TRAIN,2015,2015_2019,384,384,0,0.0,0.908854,0,384,0,0.511574,0.316713,0.222222,0.555556,0.777778,1.0,5.0,0.0,10,0.125,77,234,73,50.908105,"{""ok"": 384}",
bazi,ipo_approx_v1,B_DAY_005,TRAIN,2016,2015_2019,399,399,0,0.0,0.874687,0,399,0,0.482038,0.323574,0.222222,0.444444,0.777778,1.0,5.0,0.0,10,0.125313,75,238,86,48.270647,"{""ok"": 399}",
bazi,ipo_approx_v1,B_DAY_005,TRAIN,2017,2015_2019,410,410,0,0.0,0.897561,0,410,0,0.508672,0.322611,0.222222,0.555556,0.777778,1.0,5.0,0.0,10,0.121951,86,243,81,50.651393,"{""ok"": 410}",
bazi,ipo_approx_v1,B_DAY_005,TRAIN,2018,2015_2019,433,433,0,0.0,0.907621,0,433,0,0.489351,0.317179,0.222222,0.444444,0.777778,1.0,5.0,0.0,10,0.122402,84,256,93,48.916023,"{""ok"": 433}",
bazi,ipo_approx_v1,B_DAY_005,VALIDATION,2019,2015_2019,438,438,0,0.0,0.894977,0,438,0,0.506596,0.320499,0.222222,0.555556,0.777778,1.0,5.0,0.0,10,0.123288,88,263,87,50.466399,"{""ok"": 438}",
bazi,ipo_approx_v1,B_DAY_005,VALIDATION,2020,2020_2021,443,443,0,0.0,0.902935,0,443,0,0.485076,0.318453,0.222222,0.444444,0.777778,1.0,5.0,0.0,10,0.124153,85,260,98,48.534151,"{""ok"": 443}",
bazi,ipo_approx_v1,B_DAY_005,VALIDATION,2021,2020_2021,459,459,0,0.0,0.901961,0,459,0,0.504236,0.320305,0.222222,0.444444,0.777778,1.0,5.0,0.0,10,0.12854,90,275,94,50.254404,"{""ok"": 459}",
bazi,ipo_approx_v1,B_DAY_005,VALIDATION,2022,2022_2026,474,474,0,0.0,0.917722,0,474,0,0.493202,0.311715,0.222222,0.444444,0.777778,1.0,5.0,0.0,10,0.124473,88,296,90,49.267006,"{""ok"": 474}",
bazi,ipo_approx_v1,B_DAY_006,OOS,2023,2022_2026,483,483,0,0.0,0.590062,137,198,148,-0.022774,0.768613,-1.0,0.0,1.0,1.0,5.900621,4.923319,3,0.409938,0,483,0,48.862369,"{""ok"": 483}",
bazi,ipo_approx_v1,B_DAY_006,OOS,2024,2022_2026,490,490,0,0.0,0.716327,159,139,192,-0.067347,0.844539,-1.0,0.0,1.0,1.0,7.163265,4.512409,3,0.391837,0,490,0,47.435289,"{""ok"": 490}",
bazi,ipo_approx_v1,B_DAY_006,OOS,2025,2022_2026,493,493,0,0.0,0.772819,240,112,141,0.200811,0.856728,-1.0,0.0,1.0,1.0,7.728195,4.194358,3,0.486815,0,493,0,56.246997,"{""ok"": 493}",
bazi,ipo_approx_v1,B_DAY_006,OOS,2026,2022_2026,997,997,0,0.0,0.709127,320,290,387,-0.067202,0.839833,-1.0,0.0,1.0,1.0,7.091274,4.543928,3,0.388164,0,997,0,47.438061,"{""ok"": 997}",
bazi,ipo_approx_v1,B_DAY_006,TRAIN,2010,2010_2014,291,291,0,0.0,0.721649,95,81,115,-0.068729,0.848173,-1.0,0.0,1.0,1.0,7.216495,4.48959,3,0.395189,0,291,0,47.391445,"{""ok"": 291}",
bazi,ipo_approx_v1,B_DAY_006,TRAIN,2011,2010_2014,326,326,0,0.0,0.579755,101,137,88,0.039877,0.76154,-1.0,0.0,1.0,1.0,5.797546,4.94357,3,0.420245,0,326,0,50.914595,"{""ok"": 326}",
bazi,ipo_approx_v1,B_DAY_006,TRAIN,2012,2010_2014,353,353,0,0.0,0.779037,137,78,138,-0.002833,0.883879,-1.0,0.0,1.0,1.0,7.790368,4.154846,3,0.390935,0,353,0,49.568835,"{""ok"": 353}",
bazi,ipo_approx_v1,B_DAY_006,TRAIN,2013,2010_2014,371,371,0,0.0,0.692722,103,114,154,-0.137466,0.821977,-1.0,0.0,1.0,1.0,6.927224,4.619885,3,0.415094,0,371,0,45.128712,"{""ok"": 371}",
bazi,ipo_approx_v1,B_DAY_006,TRAIN,2014,2010_2014,372,372,0,0.0,0.717742,125,105,142,-0.045699,0.847102,-1.0,0.0,1.0,1.0,7.177419,4.507045,3,0.38172,0,372,0,48.145773,"{""ok"": 372}",
bazi,ipo_approx_v1,B_DAY_006,TRAIN,2015,2015_2019,384,384,0,0.0,0.401042,68,230,86,-0.046875,0.632365,0.0,0.0,0.0,1.0,4.010417,4.907488,3,0.598958,0,384,0,48.019461,"{""ok"": 384}",
bazi,ipo_approx_v1,B_DAY_006,TRAIN,2016,2015_2019,399,399,0,0.0,0.774436,195,90,114,0.203008,0.85736,-1.0,0.0,1.0,1.0,7.744361,4.184779,3,0.488722,0,399,0,56.319482,"{""ok"": 399}",
bazi,ipo_approx_v1,B_DAY_006,TRAIN,2017,2015_2019,410,410,0,0.0,0.712195,132,118,160,-0.068293,0.842176,-1.0,0.0,1.0,1.0,7.121951,4.532928,3,0.390244,0,410,0,47.403122,"{""ok"": 410}",
bazi,ipo_approx_v1,B_DAY_006,TRAIN,2018,2015_2019,433,433,0,0.0,0.794457,211,89,133,0.180139,0.87394,-1.0,0.0,1.0,1.0,7.944573,4.045651,3,0.487298,0,433,0,55.574888,"{""ok"": 433}",
bazi,ipo_approx_v1,B_DAY_006,VALIDATION,2019,2015_2019,438,438,0,0.0,0.417808,100,255,83,0.038813,0.645952,0.0,0.0,0.0,1.0,4.178082,4.937622,3,0.582192,0,438,0,50.834814,"{""ok"": 438}",
bazi,ipo_approx_v1,B_DAY_006,VALIDATION,2020,2020_2021,443,443,0,0.0,0.704289,128,131,184,-0.126411,0.830582,-1.0,0.0,1.0,1.0,7.042889,4.568777,3,0.41535,0,443,0,45.494555,"{""ok"": 443}",
bazi,ipo_approx_v1,B_DAY_006,VALIDATION,2021,2020_2021,459,459,0,0.0,0.793028,177,95,187,-0.021786,0.891226,-1.0,0.0,1.0,1.0,7.930283,4.055771,3,0.407407,0,459,0,48.950999,"{""ok"": 459}",
bazi,ipo_approx_v1,B_DAY_006,VALIDATION,2022,2022_2026,474,474,0,0.0,0.799578,186,95,193,-0.014768,0.895014,-1.0,0.0,1.0,1.0,7.995781,4.007391,3,0.407173,0,474,0,49.183034,"{""ok"": 474}",
bazi,ipo_approx_v1,B_DAY_007,OOS,2023,2022_2026,483,483,0,0.0,0.426501,0,277,206,0.255694,0.324235,0.0,0.0,0.5,1.0,2.556936,3.24235,3,0.573499,41,442,0,53.257816,"{""ok"": 483}",
bazi,ipo_approx_v1,B_DAY_007,OOS,2024,2022_2026,490,490,0,0.0,0.232653,0,376,114,0.12449,0.234569,0.0,0.0,0.0,0.5,1.244898,2.345693,3,0.767347,8,482,0,43.063914,"{""ok"": 490}",
bazi,ipo_approx_v1,B_DAY_007,OOS,2025,2022_2026,493,493,0,0.0,0.235294,0,377,116,0.128803,0.243079,0.0,0.0,0.0,0.5,1.288032,2.43079,3,0.764706,11,482,0,43.293652,"{""ok"": 493}",
bazi,ipo_approx_v1,B_DAY_007,OOS,2026,2022_2026,997,997,0,0.0,0.592778,0,406,591,0.40321,0.382091,0.0,0.5,0.5,1.0,4.032096,3.820912,3,0.407222,213,784,0,63.2598,"{""ok"": 997}",
bazi,ipo_approx_v1,B_DAY_007,TRAIN,2010,2010_2014,291,291,0,0.0,0.195876,0,234,57,0.103093,0.215016,0.0,0.0,0.0,0.5,1.030928,2.150158,3,0.804124,3,288,0,41.255639,"{""ok"": 291}",
bazi,ipo_approx_v1,B_DAY_007,TRAIN,2011,2010_2014,326,326,0,0.0,0.251534,0,244,82,0.130368,0.230113,0.0,0.0,0.375,0.5,1.303681,2.301127,3,0.748466,3,323,0,43.808578,"{""ok"": 326}",
bazi,ipo_approx_v1,B_DAY_007,TRAIN,2012,2010_2014,353,353,0,0.0,0.232295,0,271,82,0.126062,0.2392,0.0,0.0,0.0,0.5,1.260623,2.391998,3,0.767705,7,346,0,43.110353,"{""ok"": 353}",
bazi,ipo_approx_v1,B_DAY_007,TRAIN,2013,2010_2014,371,371,0,0.0,0.269542,0,271,100,0.150943,0.262767,0.0,0.0,0.5,0.5,1.509434,2.627668,3,0.730458,12,359,0,45.05723,"{""ok"": 371}",
