hypothesis_id,birth_model,rank_within_experiment,stock_code,event_count,sum_excess_return,mean_excess_return,abs_mass_share,share_of_total
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,7,600355,7,-0.744852,-0.106407,0.038698,0.163275
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,8,600608,6,-0.605175,-0.100863,0.031441,0.132657
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,9,603530,3,0.573004,0.191001,0.029769,-0.125605
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,10,600793,1,0.571687,0.571687,0.029701,-0.125316
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,11,300576,5,-0.511542,-0.102308,0.026576,0.112132
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,12,600696,1,0.473739,0.473739,0.024612,-0.103846
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,13,605188,4,-0.472486,-0.118121,0.024547,0.103571
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,14,001280,1,0.444583,0.444583,0.023098,-0.097454
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,15,000976,2,-0.41,-0.205,0.021301,0.089874
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,16,002272,4,-0.399607,-0.099902,0.020761,0.087596
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,17,600768,2,0.36743,0.183715,0.019089,-0.080542
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,18,002417,1,-0.342967,-0.342967,0.017818,0.07518
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,19,603668,4,-0.332399,-0.0831,0.017269,0.072863
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,listing_close_v1,20,601028,6,0.313844,0.052307,0.016305,-0.068796
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,1,600421,11,-1.882731,-0.171157,0.128541,0.230257
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,2,000996,2,-1.028143,-0.514072,0.070195,0.125741
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,3,600070,9,-0.829813,-0.092201,0.056654,0.101486
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,4,000023,3,-0.73582,-0.245273,0.050237,0.08999
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,5,600898,4,-0.700635,-0.175159,0.047835,0.085687
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,6,002621,4,-0.582234,-0.145558,0.039751,0.071207
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,7,688362,9,-0.459473,-0.051053,0.03137,0.056193
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,8,002099,5,-0.440811,-0.088162,0.030096,0.053911
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,9,603555,3,-0.423742,-0.141247,0.02893,0.051823
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,10,600462,1,-0.404876,-0.404876,0.027642,0.049516
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,11,300753,4,-0.358661,-0.089665,0.024487,0.043864
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,12,600343,4,0.331447,0.082862,0.022629,-0.040536
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,13,002734,10,0.32848,0.032848,0.022427,-0.040173
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,14,603896,12,-0.316783,-0.026399,0.021628,0.038742
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,15,300293,1,0.290655,0.290655,0.019844,-0.035547
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,16,688448,3,-0.270186,-0.090062,0.018447,0.033044
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,17,600122,1,-0.241749,-0.241749,0.016505,0.029566
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,18,000851,1,-0.232181,-0.232181,0.015852,0.028396
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,19,688347,4,0.228806,0.057202,0.015621,-0.027983
HYP-CFL-BZ-POS-ZW-NEG-CAL-001,ipo_approx_v1,20,301093,3,-0.225188,-0.075063,0.015374,0.02754
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,1,000584,3,-0.841385,-0.280462,0.078241,0.347415
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,2,600926,7,0.577423,0.082489,0.053695,-0.238423
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,3,002750,2,-0.566207,-0.283104,0.052652,0.233792
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,4,002336,1,-0.510913,-0.510913,0.04751,0.21096
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,5,000806,1,-0.494166,-0.494166,0.045953,0.204045
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,6,002846,8,-0.438737,-0.054842,0.040799,0.181158
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,7,002003,8,0.437502,0.054688,0.040684,-0.180648
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,8,688578,1,0.406929,0.406929,0.037841,-0.168024
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,9,000851,1,0.372701,0.372701,0.034658,-0.153891
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,10,300709,2,-0.372504,-0.186252,0.03464,0.15381
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,11,301093,4,-0.369269,-0.092317,0.034339,0.152474
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,12,688337,11,-0.367054,-0.033369,0.034133,0.15156
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,13,002503,1,-0.353607,-0.353607,0.032882,0.146007
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,14,603931,1,-0.326781,-0.326781,0.030388,0.134931
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,15,600355,3,0.285326,0.095109,0.026533,-0.117814
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,16,688559,3,-0.249702,-0.083234,0.02322,0.103104
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,17,600599,1,0.2417,0.2417,0.022476,-0.0998
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,18,002773,6,-0.231065,-0.038511,0.021487,0.095409
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,19,002002,3,-0.223995,-0.074665,0.02083,0.092489
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_open_v1,20,002308,2,0.221674,0.110837,0.020614,-0.091531
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,1,300208,9,-1.286898,-0.142989,0.100452,0.207198
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,2,600781,2,-0.725115,-0.362557,0.056601,0.116748
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,3,600836,4,-0.621656,-0.155414,0.048525,0.10009
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,4,600242,2,-0.616684,-0.308342,0.048137,0.09929
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,5,000806,1,-0.494166,-0.494166,0.038573,0.079564
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,6,600825,2,0.48421,0.242105,0.037796,-0.077961
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,7,688337,14,-0.404514,-0.028894,0.031575,0.065129
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,8,002665,3,-0.402856,-0.134285,0.031446,0.064862
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,9,600377,5,0.394895,0.078979,0.030824,-0.06358
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,10,600139,1,-0.361403,-0.361403,0.02821,0.058188
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,11,688131,6,0.33465,0.055775,0.026122,-0.053881
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,12,603555,1,-0.315565,-0.315565,0.024632,0.050808
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,13,000671,2,-0.30973,-0.154865,0.024177,0.049868
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,14,300902,5,-0.287396,-0.057479,0.022433,0.046272
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,15,600898,3,-0.286087,-0.095362,0.022331,0.046062
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,16,300753,3,-0.264375,-0.088125,0.020636,0.042566
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,17,300630,1,-0.233074,-0.233074,0.018193,0.037526
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,18,300402,1,-0.22418,-0.22418,0.017499,0.036094
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,19,002118,1,-0.221603,-0.221603,0.017298,0.035679
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,listing_close_v1,20,000159,4,0.217854,0.054463,0.017005,-0.035076
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,1,600766,6,-1.710312,-0.285052,0.095196,0.256383
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,2,300630,6,-1.541704,-0.256951,0.085811,0.231108
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,3,600193,3,-1.197775,-0.399258,0.066668,0.179552
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,4,002272,4,0.871004,0.217751,0.04848,-0.130567
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,5,600532,1,-0.845932,-0.845932,0.047084,0.126809
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,6,300282,1,-0.766394,-0.766394,0.042657,0.114886
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,7,603388,3,-0.591109,-0.197036,0.032901,0.08861
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,8,601168,5,0.557541,0.111508,0.031033,-0.083578
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,9,600083,1,-0.545242,-0.545242,0.030348,0.081734
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,10,301296,10,-0.533411,-0.053341,0.02969,0.079961
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,11,605188,8,0.522763,0.065345,0.029097,-0.078364
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,12,600768,3,0.516805,0.172268,0.028765,-0.077471
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,13,300799,2,-0.478474,-0.239237,0.026632,0.071725
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,14,300280,1,-0.393086,-0.393086,0.021879,0.058925
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,15,301210,3,-0.28566,-0.09522,0.0159,0.042822
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,16,002682,2,-0.283993,-0.141997,0.015807,0.042572
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,17,003013,1,0.282961,0.282961,0.01575,-0.042417
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,18,002912,6,0.279233,0.046539,0.015542,-0.041858
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,19,301539,8,-0.276049,-0.034506,0.015365,0.041381
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,ipo_approx_v1,20,002881,7,-0.247502,-0.035357,0.013776,0.037102
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,1,002751,2,-0.994562,-0.497281,0.088713,0.525753
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,2,000606,2,-0.911511,-0.455756,0.081305,0.48185
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,3,600766,2,-0.524782,-0.262391,0.04681,0.277414
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,4,002740,3,-0.45957,-0.15319,0.040993,0.242941
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,5,002835,3,0.423671,0.141224,0.037791,-0.223964
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,6,300011,4,0.415763,0.103941,0.037085,-0.219784
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,7,600705,1,0.385369,0.385369,0.034374,-0.203717
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,8,603838,5,-0.294188,-0.058838,0.026241,0.155516
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,9,600311,1,-0.265459,-0.265459,0.023678,0.140329
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,10,603663,1,0.248457,0.248457,0.022162,-0.131341
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,11,300402,4,-0.247176,-0.061794,0.022048,0.130664
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,12,300349,3,0.243934,0.081311,0.021758,-0.12895
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,13,002113,1,-0.221118,-0.221118,0.019723,0.116889
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,14,300213,2,0.206456,0.103228,0.018416,-0.109138
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,15,601127,4,0.187018,0.046755,0.016682,-0.098863
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,16,000023,2,-0.185085,-0.092542,0.016509,0.097841
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,17,300392,1,-0.173892,-0.173892,0.015511,0.091924
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,18,688689,2,0.167528,0.083764,0.014943,-0.08856
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,19,601168,1,0.165124,0.165124,0.014729,-0.087289
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_open_v1,20,600421,1,0.162153,0.162153,0.014464,-0.085719
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,1,002751,1,-0.801036,-0.801036,0.061029,0.603017
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,2,300273,2,-0.753275,-0.376638,0.05739,0.567062
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,3,300117,1,0.57392,0.57392,0.043726,-0.432045
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,4,600766,2,-0.524782,-0.262391,0.039982,0.395054
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,5,300344,3,-0.464519,-0.15484,0.035391,0.349688
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,6,300309,1,-0.448903,-0.448903,0.034201,0.337932
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,7,000023,2,-0.431776,-0.215888,0.032896,0.325039
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,8,601127,3,0.389872,0.129957,0.029703,-0.293494
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,9,000040,1,-0.382331,-0.382331,0.029129,0.287817
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,10,300213,3,0.356554,0.118851,0.027165,-0.268412
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,11,000932,1,0.266836,0.266836,0.02033,-0.200873
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,12,600311,1,-0.265459,-0.265459,0.020225,0.199836
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,13,300970,2,0.252137,0.126069,0.01921,-0.189808
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,14,300349,3,0.243934,0.081311,0.018585,-0.183633
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,15,600777,2,0.23943,0.119715,0.018242,-0.180242
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,16,000851,1,-0.217137,-0.217137,0.016543,0.16346
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,17,600671,2,0.212411,0.106205,0.016183,-0.159902
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,18,603356,3,0.210855,0.070285,0.016065,-0.158731
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,19,002624,3,0.200452,0.066817,0.015272,-0.150899
HYP-CFL-BZ-POS-HL-NEG-CAL-001,listing_close_v1,20,002740,2,-0.195365,-0.097682,0.014884,0.14707
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,1,300344,1,1.808525,1.808525,0.160319,-2.058909
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,2,000413,2,-0.672906,-0.336453,0.059651,0.766067
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,3,600122,2,-0.660299,-0.330149,0.058533,0.751715
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,4,600599,3,-0.357941,-0.119314,0.03173,0.407497
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,5,002002,2,-0.332429,-0.166214,0.029469,0.378453
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,6,603603,2,-0.315308,-0.157654,0.027951,0.358961
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,7,688131,2,0.311534,0.155767,0.027616,-0.354665
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,8,002699,3,-0.271373,-0.090458,0.024056,0.308944
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,9,000851,3,0.270952,0.090317,0.024019,-0.308464
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,10,000159,5,0.268756,0.053751,0.023824,-0.305964
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,11,600070,1,-0.267453,-0.267453,0.023709,0.304481
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,12,000416,3,-0.26393,-0.087977,0.023396,0.30047
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,13,600421,3,-0.234608,-0.078203,0.020797,0.267089
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,14,000023,1,-0.230531,-0.230531,0.020436,0.262447
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,15,000932,2,0.190477,0.095239,0.016885,-0.216848
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,16,688266,2,0.184168,0.092084,0.016326,-0.209665
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,17,688315,1,0.178642,0.178642,0.015836,-0.203374
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,18,603186,1,-0.16978,-0.16978,0.01505,0.193285
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,19,688395,3,0.164481,0.054827,0.014581,-0.187253
HYP-CFL-BZ-POS-HL-NEG-CAL-001,ipo_approx_v1,20,002410,1,-0.160579,-0.160579,0.014235,0.182811
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,1,300392,1,-0.871623,-0.871623,0.055149,0.437104
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,2,300273,1,-0.81671,-0.81671,0.051675,0.409566
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,3,002751,1,-0.801036,-0.801036,0.050683,0.401706
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,4,301093,4,0.706797,0.176699,0.044721,-0.354447
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,5,300551,5,0.683077,0.136615,0.04322,-0.342552
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,6,601127,5,0.641917,0.128383,0.040615,-0.321911
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,7,600766,3,-0.617373,-0.205791,0.039063,0.309602
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,8,300054,6,0.577739,0.09629,0.036555,-0.289726
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,9,000806,1,-0.494166,-0.494166,0.031267,0.247816
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,10,600355,3,0.417786,0.139262,0.026434,-0.209513
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,11,002002,3,-0.410843,-0.136948,0.025995,0.206031
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,12,002773,4,-0.400078,-0.100019,0.025314,0.200632
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,13,603356,5,0.386697,0.077339,0.024467,-0.193922
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,14,000851,1,0.372701,0.372701,0.023582,-0.186903
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,15,603838,2,-0.355161,-0.17758,0.022472,0.178107
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,16,600262,5,0.343325,0.068665,0.021723,-0.172172
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,17,603388,2,-0.331455,-0.165727,0.020972,0.166219
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,18,000584,1,-0.319614,-0.319614,0.020223,0.160281
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,19,000622,5,0.294857,0.058971,0.018656,-0.147866
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,20,688418,3,-0.249521,-0.083174,0.015788,0.125131
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,1,300391,6,1.159153,0.193192,0.077143,2.670416
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,2,002751,1,-0.801036,-0.801036,0.05331,-1.845399
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,3,300117,2,0.616842,0.308421,0.041052,1.421059
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,4,000413,1,-0.611556,-0.611556,0.0407,-1.408881
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,5,000806,1,-0.494166,-0.494166,0.032888,-1.138442
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,6,600262,4,0.479412,0.119853,0.031906,1.104453
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,7,600671,6,0.46262,0.077103,0.030788,1.065768
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,8,300309,1,-0.448903,-0.448903,0.029875,-1.034167
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,9,000023,2,-0.431776,-0.215888,0.028735,-0.994711
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,10,300344,1,0.414706,0.414706,0.027599,0.955385
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,11,002781,1,-0.377951,-0.377951,0.025153,-0.87071
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,12,600139,1,-0.361403,-0.361403,0.024052,-0.832588
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,13,600781,1,-0.359006,-0.359006,0.023892,-0.827066
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,14,688131,3,0.341618,0.113873,0.022735,0.787008
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,15,603555,1,-0.315565,-0.315565,0.021001,-0.726988
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,16,300108,4,0.310541,0.077635,0.020667,0.715414
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,17,000040,2,-0.304015,-0.152007,0.020233,-0.700379
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,18,300208,2,0.273429,0.136714,0.018197,0.629916
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,19,000932,1,0.266836,0.266836,0.017758,0.614728
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,20,000159,4,0.264055,0.066014,0.017573,0.608321
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,1,002336,3,-1.494885,-0.498295,0.098683,0.411775
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,2,600193,2,-1.129288,-0.564644,0.074549,0.311069
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,3,600532,1,-0.845932,-0.845932,0.055843,0.233017
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,4,300068,5,-0.83963,-0.167926,0.055427,0.231281
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,5,002912,4,0.639504,0.159876,0.042216,-0.176155
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,6,600768,5,0.579989,0.115998,0.038287,-0.159761
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,7,301091,4,0.553695,0.138424,0.036552,-0.152519
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,8,688418,6,0.404183,0.067364,0.026682,-0.111335
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,9,300551,6,0.367601,0.061267,0.024267,-0.101258
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,10,300630,2,-0.359619,-0.17981,0.02374,0.099059
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,11,301539,4,-0.356298,-0.089075,0.023521,0.098144
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,12,003013,1,0.282961,0.282961,0.018679,-0.077943
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,13,603003,3,0.265477,0.088492,0.017525,-0.073127
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,14,600083,2,0.249396,0.124698,0.016464,-0.068698
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,15,603663,1,0.248457,0.248457,0.016402,-0.068439
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,16,600599,2,-0.231153,-0.115576,0.015259,0.063672
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,17,301296,3,-0.230571,-0.076857,0.015221,0.063512
