hypothesis_id,object_id,birth_model,direction_source,partition,horizon,event_count,pool_count,positive_rate,sample_count,eligible_stock_count,coverage_start,coverage_end,mean_return,median_return,std_return,up_rate,mean_excess_return,excess_up_rate,mean_bench_return
HYP-ZW-CAL-001,ziwei_calibrated,listing_open_v1,calibrated,OOS,10,746,3529,0.211391,687,166,2023-01-03,2026-08-14,-0.024015,-0.019578,0.100232,0.382824,-0.019271,0.379913,-0.004744
HYP-ZW-CAL-001,ziwei_calibrated,listing_open_v1,calibrated,OOS,20,746,3529,0.211391,678,166,2023-01-03,2026-08-14,-0.022325,-0.005265,0.175324,0.485251,-0.020515,0.445428,-0.00181
HYP-ZW-CAL-001,ziwei_calibrated,listing_open_v1,calibrated,OOS,60,746,3529,0.211391,616,166,2023-01-03,2026-08-14,-0.023568,-0.030642,0.212472,0.418831,-0.020711,0.435065,-0.002857
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,TRAIN,5,2669,10647,0.250681,2669,221,2010-01-04,2019-07-12,0.001851,0.0,0.13282,0.496066,-0.000282,0.452229,0.002133
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,TRAIN,10,2669,10647,0.250681,2669,221,2010-01-04,2019-07-12,0.003471,-0.0013,0.176163,0.490821,-0.004738,0.437242,0.008209
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,TRAIN,20,2669,10647,0.250681,2666,221,2010-01-04,2019-07-12,0.008434,-0.008057,0.226905,0.464741,-0.001219,0.426107,0.009653
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,TRAIN,60,2669,10647,0.250681,2646,221,2010-01-04,2019-07-12,0.023779,-0.01988,0.324991,0.453515,0.017009,0.459562,0.00677
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,VALIDATION,5,1920,5246,0.365993,1919,269,2019-01-02,2022-10-10,0.002741,0.005384,0.098789,0.523189,-0.01229,0.446066,0.015031
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,VALIDATION,10,1920,5246,0.365993,1916,269,2019-01-02,2022-10-10,-0.008106,-0.007591,0.126361,0.450418,-0.021229,0.396138,0.013123
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,VALIDATION,20,1920,5246,0.365993,1909,269,2019-01-02,2022-10-10,-0.055156,-0.051325,0.178038,0.321634,-0.060544,0.303824,0.005388
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,VALIDATION,60,1920,5246,0.365993,1855,269,2019-01-02,2022-10-10,0.009918,-0.030709,0.277022,0.428032,-0.025068,0.387062,0.034986
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,OOS,5,791,3529,0.224143,735,149,2023-01-03,2026-08-14,-0.02614,-0.021136,0.096624,0.317007,-0.010693,0.382313,-0.015447
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,OOS,10,791,3529,0.224143,731,149,2023-01-03,2026-08-14,-0.023195,-0.019802,0.11826,0.384405,-0.019996,0.383037,-0.0032
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,OOS,20,791,3529,0.224143,720,149,2023-01-03,2026-08-14,-0.026758,-0.008652,0.175185,0.4625,-0.025834,0.440278,-0.000924
HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,calibrated,OOS,60,791,3529,0.224143,647,149,2023-01-03,2026-08-14,-0.043059,-0.06268,0.227235,0.367852,-0.040905,0.374034,-0.002153
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,TRAIN,5,2664,10647,0.250211,2664,225,2010-01-04,2020-06-30,0.001985,0.000719,0.149115,0.502252,0.000624,0.462087,0.001361
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,TRAIN,10,2664,10647,0.250211,2661,225,2010-01-04,2020-06-30,0.003122,-0.001592,0.202429,0.489666,-0.00313,0.425028,0.006252
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,TRAIN,20,2664,10647,0.250211,2659,225,2010-01-04,2020-06-30,0.007198,-0.008924,0.244547,0.461452,-0.000214,0.429109,0.007412
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,TRAIN,60,2664,10647,0.250211,2636,225,2010-01-04,2020-06-30,0.017609,-0.021487,0.301181,0.442337,0.018745,0.467754,-0.001135
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,VALIDATION,5,1826,5246,0.348075,1826,268,2019-01-02,2022-10-10,0.002427,0.007956,0.100653,0.544359,-0.011795,0.473165,0.014222
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,VALIDATION,10,1826,5246,0.348075,1823,268,2019-01-02,2022-10-10,-0.008198,-0.003356,0.138897,0.47559,-0.020685,0.411958,0.012487
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,VALIDATION,20,1826,5246,0.348075,1818,268,2019-01-02,2022-10-10,-0.051448,-0.048789,0.192989,0.341034,-0.054885,0.309131,0.003437
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,VALIDATION,60,1826,5246,0.348075,1756,268,2019-01-02,2022-10-10,0.025808,-0.017941,0.283224,0.453872,-0.006089,0.419134,0.031897
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,OOS,5,816,3529,0.231227,755,142,2023-01-03,2026-08-14,-0.02855,-0.021459,0.081614,0.350993,-0.011999,0.413245,-0.016552
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,OOS,10,816,3529,0.231227,751,142,2023-01-03,2026-08-14,-0.024511,-0.020833,0.108879,0.396804,-0.018153,0.404794,-0.006359
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,OOS,20,816,3529,0.231227,743,142,2023-01-03,2026-08-14,-0.021886,-0.010516,0.176988,0.46568,-0.018489,0.444145,-0.003397
HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,calibrated,OOS,60,816,3529,0.231227,665,142,2023-01-03,2026-08-14,-0.011995,-0.025522,0.235084,0.43609,-0.010213,0.442105,-0.001781
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,TRAIN,5,4895,10647,0.459754,4894,363,2010-01-04,2020-06-30,0.003332,0.001609,0.125457,0.508378,0.002616,0.461381,0.000716
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,TRAIN,10,4895,10647,0.459754,4891,363,2010-01-04,2020-06-30,0.006222,-0.000367,0.174259,0.495195,-0.000774,0.429565,0.006996
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,TRAIN,20,4895,10647,0.459754,4886,363,2010-01-04,2020-06-30,0.024025,-0.002618,0.250966,0.489562,0.008808,0.432255,0.015217
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,TRAIN,60,4895,10647,0.459754,4841,363,2010-01-04,2020-06-30,0.077375,0.007168,0.364634,0.512291,0.050245,0.495765,0.02713
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,VALIDATION,5,2197,5246,0.418795,2192,369,2019-01-02,2022-10-10,-0.003715,0.001698,0.096404,0.507755,-0.010142,0.489051,0.006428
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,VALIDATION,10,2197,5246,0.418795,2189,369,2019-01-02,2022-10-10,-0.013931,-0.008863,0.131498,0.43947,-0.016901,0.429877,0.00297
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,VALIDATION,20,2197,5246,0.418795,2181,369,2019-01-02,2022-10-10,-0.056314,-0.057692,0.187148,0.305823,-0.047833,0.327373,-0.008481
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,VALIDATION,60,2197,5246,0.418795,2120,369,2019-01-02,2022-10-10,0.007156,-0.033448,0.274453,0.414623,0.011853,0.454717,-0.004697
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,OOS,5,1500,3529,0.42505,1485,278,2023-01-03,2026-08-14,-0.032761,-0.029636,0.074527,0.2633,-0.009621,0.416162,-0.02314
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,OOS,10,1500,3529,0.42505,1477,278,2023-01-03,2026-08-14,-0.037392,-0.031731,0.1087,0.326337,-0.023752,0.390657,-0.01364
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,OOS,20,1500,3529,0.42505,1459,278,2023-01-03,2026-08-14,-0.045222,-0.024229,0.179554,0.41878,-0.039415,0.410555,-0.005806
HYP-HL-RAW-001,huangli_raw,listing_open_v1,raw,OOS,60,1500,3529,0.42505,1269,278,2023-01-03,2026-08-14,-0.054163,-0.065138,0.246712,0.341214,-0.051453,0.367218,-0.00271
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,TRAIN,5,5219,10647,0.490185,5218,365,2010-01-04,2020-06-30,0.001024,-0.001285,0.127218,0.486585,0.00165,0.457263,-0.000627
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,TRAIN,10,5219,10647,0.490185,5216,365,2010-01-04,2020-06-30,0.002876,-0.004709,0.179885,0.47661,-0.003095,0.417178,0.005972
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,TRAIN,20,5219,10647,0.490185,5212,365,2010-01-04,2020-06-30,0.020766,-0.005564,0.270566,0.476209,0.007887,0.425556,0.012879
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,TRAIN,60,5219,10647,0.490185,5164,365,2010-01-04,2020-06-30,0.06067,-0.007629,0.376111,0.482765,0.034891,0.474051,0.025779
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,VALIDATION,5,2381,5246,0.45387,2378,375,2019-01-02,2022-10-10,-0.00195,0.003781,0.098163,0.522288,-0.014656,0.463415,0.012706
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,VALIDATION,10,2381,5246,0.45387,2372,375,2019-01-02,2022-10-10,-0.009986,-0.005043,0.135938,0.467116,-0.019475,0.424536,0.009489
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,VALIDATION,20,2381,5246,0.45387,2363,375,2019-01-02,2022-10-10,-0.046076,-0.045593,0.186477,0.33559,-0.050079,0.31824,0.004003
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,VALIDATION,60,2381,5246,0.45387,2296,375,2019-01-02,2022-10-10,0.020404,-0.022041,0.276946,0.439024,0.00059,0.425087,0.019814
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,OOS,5,1509,3529,0.4276,1499,289,2023-01-03,2026-08-14,-0.032606,-0.029008,0.075079,0.276851,-0.012579,0.393596,-0.020027
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,OOS,10,1509,3529,0.4276,1487,289,2023-01-03,2026-08-14,-0.037288,-0.029548,0.106945,0.336247,-0.028789,0.369872,-0.008499
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,OOS,20,1509,3529,0.4276,1469,289,2023-01-03,2026-08-14,-0.04625,-0.021472,0.183445,0.425459,-0.043881,0.40776,-0.002369
HYP-HL-RAW-001,huangli_raw,listing_close_v1,raw,OOS,60,1509,3529,0.4276,1280,289,2023-01-03,2026-08-14,-0.051986,-0.069749,0.249446,0.341406,-0.053149,0.357812,0.001164
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,TRAIN,5,4903,10647,0.460505,4902,364,2010-01-04,2020-06-30,0.005683,0.001584,0.130371,0.50714,0.005161,0.462872,0.000522
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,TRAIN,10,4903,10647,0.460505,4900,364,2010-01-04,2020-06-30,0.010215,-0.000947,0.189601,0.492857,0.003275,0.433673,0.006941
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,TRAIN,20,4903,10647,0.460505,4895,364,2010-01-04,2020-06-30,0.030598,0.0,0.284139,0.496425,0.015708,0.437181,0.014891
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,TRAIN,60,4903,10647,0.460505,4852,364,2010-01-04,2020-06-30,0.080862,0.007045,0.381133,0.514427,0.052775,0.49629,0.028086
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,VALIDATION,5,2182,5246,0.415936,2179,371,2019-01-02,2022-07-01,-0.008046,0.0,0.094183,0.486462,-0.014428,0.466269,0.006382
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,VALIDATION,10,2182,5246,0.415936,2174,371,2019-01-02,2022-07-01,-0.020621,-0.013589,0.132433,0.412144,-0.023466,0.402944,0.002845
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,VALIDATION,20,2182,5246,0.415936,2172,371,2019-01-02,2022-07-01,-0.06113,-0.056424,0.182875,0.296041,-0.052155,0.323204,-0.008975
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,VALIDATION,60,2182,5246,0.415936,2102,371,2019-01-02,2022-07-01,0.006348,-0.032333,0.256767,0.418173,0.01349,0.458135,-0.007142
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,OOS,5,1502,3529,0.425616,1488,279,2023-01-03,2026-08-14,-0.031638,-0.028604,0.075587,0.273522,-0.009142,0.412634,-0.022497
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,OOS,10,1502,3529,0.425616,1477,279,2023-01-03,2026-08-14,-0.035384,-0.028614,0.113899,0.33717,-0.022384,0.397427,-0.013
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,OOS,20,1502,3529,0.425616,1459,279,2023-01-03,2026-08-14,-0.044898,-0.020524,0.180261,0.425634,-0.040068,0.395476,-0.00483
HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,raw,OOS,60,1502,3529,0.425616,1262,279,2023-01-03,2026-08-14,-0.049975,-0.060795,0.245446,0.346276,-0.049501,0.366086,-0.000473
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,TRAIN,5,2653,10647,0.249178,2652,356,2010-04-01,2020-06-30,0.009132,0.00353,0.124878,0.52451,0.007915,0.474736,0.001218
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,TRAIN,10,2653,10647,0.249178,2652,356,2010-04-01,2020-06-30,0.01401,0.003667,0.177802,0.514706,0.004099,0.430241,0.009911
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,TRAIN,20,2653,10647,0.249178,2649,356,2010-04-01,2020-06-30,0.038354,0.002979,0.271385,0.508871,0.018017,0.441676,0.020337
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,TRAIN,60,2653,10647,0.249178,2624,356,2010-04-01,2020-06-30,0.102801,0.02352,0.386695,0.550305,0.063439,0.507241,0.039362
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,VALIDATION,5,978,5246,0.186428,975,331,2019-01-02,2022-07-01,-0.008762,0.0,0.099958,0.498462,-0.015623,0.476923,0.006861
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,VALIDATION,10,978,5246,0.186428,973,331,2019-01-02,2022-07-01,-0.020323,-0.009009,0.132685,0.426516,-0.020888,0.435766,0.000565
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,VALIDATION,20,978,5246,0.186428,968,331,2019-01-02,2022-07-01,-0.05765,-0.050374,0.187226,0.318182,-0.049853,0.340909,-0.007797
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,VALIDATION,60,978,5246,0.186428,934,331,2019-01-02,2022-07-01,0.009041,-0.033889,0.25882,0.415418,0.025039,0.466809,-0.015998
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,OOS,5,854,3529,0.241995,849,266,2023-01-03,2026-07-01,-0.032597,-0.028146,0.068799,0.246172,-0.008107,0.446408,-0.02449
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,OOS,10,854,3529,0.241995,844,266,2023-01-03,2026-07-01,-0.040016,-0.034488,0.106718,0.312796,-0.023095,0.395735,-0.016921
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,OOS,20,854,3529,0.241995,837,266,2023-01-03,2026-07-01,-0.055717,-0.038217,0.176619,0.394265,-0.047939,0.382318,-0.007777
HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,calibrated,OOS,60,854,3529,0.241995,715,266,2023-01-03,2026-07-01,-0.080362,-0.080956,0.224056,0.314685,-0.077487,0.338462,-0.002875
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,TRAIN,5,2657,10647,0.249554,2656,357,2010-04-01,2020-06-30,0.007112,-0.002822,0.135387,0.476657,0.008311,0.457455,-0.001199
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,TRAIN,10,2657,10647,0.249554,2656,357,2010-04-01,2020-06-30,0.01122,-0.006426,0.201055,0.47628,0.003042,0.415286,0.008179
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,TRAIN,20,2657,10647,0.249554,2653,357,2010-04-01,2020-06-30,0.040923,0.000982,0.31233,0.502073,0.021815,0.444026,0.019108
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,TRAIN,60,2657,10647,0.249554,2627,357,2010-04-01,2020-06-30,0.102568,0.009255,0.427963,0.516178,0.060975,0.487628,0.041594
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,VALIDATION,5,1179,5246,0.224743,1178,335,2019-01-02,2022-07-01,-0.00652,0.0,0.098388,0.499151,-0.016619,0.459253,0.010099
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,VALIDATION,10,1179,5246,0.224743,1175,335,2019-01-02,2022-07-01,-0.013125,-0.007092,0.129084,0.445957,-0.019284,0.434894,0.006158
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,VALIDATION,20,1179,5246,0.224743,1169,335,2019-01-02,2022-07-01,-0.049312,-0.04918,0.185138,0.321642,-0.052555,0.295979,0.003243
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,VALIDATION,60,1179,5246,0.224743,1138,335,2019-01-02,2022-07-01,0.023617,-0.024991,0.262199,0.425308,0.015682,0.432337,0.007935
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,OOS,5,701,3529,0.19864,698,247,2023-01-03,2026-07-01,-0.032888,-0.029452,0.073278,0.269341,-0.009749,0.408309,-0.023139
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,OOS,10,701,3529,0.19864,695,247,2023-01-03,2026-07-01,-0.044749,-0.036332,0.106785,0.31223,-0.030978,0.364029,-0.013771
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,OOS,20,701,3529,0.19864,685,247,2023-01-03,2026-07-01,-0.051312,-0.028302,0.189683,0.423358,-0.046164,0.383942,-0.005148
HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,calibrated,OOS,60,701,3529,0.19864,577,247,2023-01-03,2026-07-01,-0.071346,-0.08819,0.244932,0.306759,-0.071532,0.320624,0.000186
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,TRAIN,5,2663,10647,0.250117,2662,357,2010-04-01,2020-06-30,0.010405,0.003015,0.134325,0.519159,0.0094,0.471074,0.001005
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,TRAIN,10,2663,10647,0.250117,2662,357,2010-04-01,2020-06-30,0.020215,0.004488,0.199524,0.519159,0.010406,0.450789,0.00981
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,TRAIN,20,2663,10647,0.250117,2662,357,2010-04-01,2020-06-30,0.048789,0.007958,0.303914,0.52592,0.029289,0.453043,0.0195
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,TRAIN,60,2663,10647,0.250117,2635,357,2010-04-01,2020-06-30,0.11283,0.030089,0.397691,0.565844,0.075652,0.521442,0.037178
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,VALIDATION,5,1004,5246,0.191384,1002,317,2019-01-02,2022-07-01,-0.009366,0.0,0.095694,0.496008,-0.016303,0.472056,0.006938
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,VALIDATION,10,1004,5246,0.191384,999,317,2019-01-02,2022-07-01,-0.02046,-0.01145,0.136856,0.416416,-0.021264,0.418418,0.000803
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,VALIDATION,20,1004,5246,0.191384,998,317,2019-01-02,2022-07-01,-0.057011,-0.049053,0.179493,0.313627,-0.049461,0.334669,-0.00755
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,VALIDATION,60,1004,5246,0.191384,966,317,2019-01-02,2022-07-01,0.00688,-0.035846,0.251759,0.398551,0.023205,0.464803,-0.016326
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,OOS,5,856,3529,0.242562,852,264,2023-01-03,2026-07-01,-0.029813,-0.027692,0.070625,0.265258,-0.006105,0.430751,-0.023707
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,OOS,10,856,3529,0.242562,844,264,2023-01-03,2026-07-01,-0.037681,-0.031328,0.110602,0.331754,-0.02148,0.407583,-0.016201
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,OOS,20,856,3529,0.242562,834,264,2023-01-03,2026-07-01,-0.057218,-0.036352,0.173151,0.396882,-0.050449,0.365707,-0.006769
HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,calibrated,OOS,60,856,3529,0.242562,715,264,2023-01-03,2026-07-01,-0.076161,-0.077647,0.218722,0.314685,-0.075422,0.337063,-0.000739
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,TRAIN,5,2842,10647,0.26693,2841,258,2010-01-04,2020-06-30,-0.00054,-0.000835,0.141655,0.489616,-0.000967,0.458641,0.000427
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,TRAIN,10,2842,10647,0.26693,2838,258,2010-01-04,2020-06-30,0.000943,-0.004972,0.193806,0.473573,-0.004225,0.426709,0.005168
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,TRAIN,20,2842,10647,0.26693,2834,258,2010-01-04,2020-06-30,0.009789,-0.013613,0.284677,0.449894,0.00324,0.428017,0.006548
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,TRAIN,60,2842,10647,0.26693,2803,258,2010-01-04,2020-06-30,0.030192,-0.020294,0.363603,0.450589,0.028917,0.473065,0.001275
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,VALIDATION,5,1971,5246,0.375715,1970,297,2019-01-02,2022-10-10,0.002497,0.008033,0.099742,0.548731,-0.010899,0.480711,0.013395
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,VALIDATION,10,1971,5246,0.375715,1967,297,2019-01-02,2022-10-10,-0.010127,-0.005495,0.135526,0.470768,-0.021474,0.41637,0.011348
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,VALIDATION,20,1971,5246,0.375715,1964,297,2019-01-02,2022-10-10,-0.054234,-0.051046,0.19196,0.336049,-0.056665,0.321283,0.002431
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,VALIDATION,60,1971,5246,0.375715,1900,297,2019-01-02,2022-10-10,0.019692,-0.016803,0.281695,0.454737,-0.011985,0.408421,0.031677
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,OOS,5,807,3529,0.228677,749,171,2023-01-03,2026-08-14,-0.022481,-0.021739,0.073313,0.343124,-0.008079,0.413885,-0.014402
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,OOS,10,807,3529,0.228677,741,171,2023-01-03,2026-08-14,-0.022534,-0.018757,0.097379,0.388664,-0.018055,0.383266,-0.004479
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,OOS,20,807,3529,0.228677,731,171,2023-01-03,2026-08-14,-0.020238,-0.003388,0.171769,0.488372,-0.018664,0.452804,-0.001574
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_open_v1,raw,OOS,60,807,3529,0.228677,666,171,2023-01-03,2026-08-14,-0.023293,-0.029615,0.20932,0.418919,-0.020735,0.432432,-0.002558
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,TRAIN,5,3474,10647,0.326289,3474,255,2010-01-04,2020-06-18,0.00434,0.0,0.135667,0.497121,0.002685,0.462291,0.001655
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,TRAIN,10,3474,10647,0.326289,3473,255,2010-01-04,2020-06-18,0.005536,-0.001432,0.178868,0.490354,-0.001576,0.43939,0.007112
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,TRAIN,20,3474,10647,0.326289,3469,255,2010-01-04,2020-06-18,0.012209,-0.006986,0.239896,0.469588,0.002949,0.428654,0.00926
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,TRAIN,60,3474,10647,0.326289,3444,255,2010-01-04,2020-06-18,0.024465,-0.019359,0.31265,0.456156,0.018514,0.466028,0.005952
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,VALIDATION,5,2323,5246,0.442814,2321,300,2019-01-02,2022-10-10,0.002344,0.005249,0.101696,0.522189,-0.012029,0.450237,0.014373
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,VALIDATION,10,2323,5246,0.442814,2318,300,2019-01-02,2022-10-10,-0.007944,-0.006755,0.133114,0.456859,-0.019766,0.411993,0.011822
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,VALIDATION,20,2323,5246,0.442814,2309,300,2019-01-02,2022-10-10,-0.056212,-0.050691,0.183681,0.326115,-0.060083,0.310091,0.003871
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,VALIDATION,60,2323,5246,0.442814,2235,300,2019-01-02,2022-10-10,0.012977,-0.027273,0.288824,0.434452,-0.021287,0.397763,0.034264
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,OOS,5,997,3529,0.282516,927,180,2023-01-03,2026-08-14,-0.026783,-0.023638,0.094672,0.304207,-0.010876,0.366775,-0.015907
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,OOS,10,997,3529,0.282516,920,180,2023-01-03,2026-08-14,-0.024773,-0.020882,0.115465,0.367391,-0.021148,0.366304,-0.003626
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,OOS,20,997,3529,0.282516,906,180,2023-01-03,2026-08-14,-0.022194,-0.008389,0.166976,0.469095,-0.020987,0.443709,-0.001206
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,listing_close_v1,raw,OOS,60,997,3529,0.282516,818,180,2023-01-03,2026-08-14,-0.029067,-0.054003,0.236091,0.382641,-0.027936,0.389976,-0.00113
HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,ipo_approx_v1,raw,TRAIN,5,2964,10647,0.278388,2964,241,2010-01-04,2020-06-30,0.002396,0.000449,0.14757,0.500675,0.000765,0.461538,0.00163
