engine,birth_model,partition,year,market_phase,sample_count,available_count,unavailable_count,availability_rate,raw_direction_positive,raw_direction_neutral,raw_direction_negative,mean_opinion_score,std_opinion_score,min_opinion_score,max_opinion_score,p25_opinion_score,p50_opinion_score,p75_opinion_score,p95_opinion_score,calibrated_positive,calibrated_neutral,calibrated_negative,calibrated_direction_entropy_bits,mean_rank_score,calibration_status
ziwei,listing_open_v1,TRAIN,2010,2010_2014,290,290,0,1.0,136,154,0,57.813931,3.537703,48.56,66.44,55.5725,57.7,60.6775,63.71,126,142,22,1.309189,65.153492,"{""ok"": 290}"
ziwei,listing_open_v1,TRAIN,2011,2010_2014,325,325,0,1.0,80,245,0,55.460677,3.723445,43.5,64.89,52.85,55.89,57.63,61.682,70,166,89,1.483845,48.230792,"{""ok"": 325}"
ziwei,listing_open_v1,TRAIN,2012,2010_2014,353,353,0,1.0,51,302,0,53.554788,3.926581,44.81,63.63,50.52,53.61,56.41,59.766,37,144,172,1.374186,34.743195,"{""ok"": 353}"
ziwei,listing_open_v1,TRAIN,2013,2010_2014,371,371,0,1.0,75,296,0,55.069838,3.303117,46.07,64.24,52.815,54.67,57.3,60.475,63,202,106,1.428303,44.515168,"{""ok"": 371}"
ziwei,listing_open_v1,TRAIN,2014,2010_2014,372,372,0,1.0,96,276,0,55.4325,3.882581,44.83,67.62,52.96,55.4,58.0725,62.208,80,196,96,1.468208,47.844304,"{""ok"": 372}"
ziwei,listing_open_v1,TRAIN,2015,2015_2019,384,384,0,1.0,113,271,0,55.697734,4.023702,44.74,66.75,52.7825,56.02,58.835,62.111,104,177,103,1.534646,50.211652,"{""ok"": 384}"
ziwei,listing_open_v1,TRAIN,2016,2015_2019,399,399,0,1.0,111,288,0,55.888596,3.365097,44.77,65.39,53.57,55.99,58.305,60.836,96,229,74,1.405073,51.73496,"{""ok"": 399}"
ziwei,listing_open_v1,TRAIN,2017,2015_2019,408,408,0,1.0,125,283,0,56.011716,3.925894,46.92,64.86,53.09,55.9,58.95,62.6665,113,196,99,1.516862,51.532947,"{""ok"": 408}"
ziwei,listing_open_v1,TRAIN,2018,2015_2019,433,433,0,1.0,160,273,0,56.736305,3.560354,48.29,65.53,54.29,56.5,59.31,63.204,143,218,72,1.456698,56.937547,"{""ok"": 433}"
ziwei,listing_open_v1,VALIDATION,2019,2015_2019,438,438,0,1.0,168,270,0,56.971781,4.017574,45.32,67.09,54.3025,56.68,59.8375,63.632,149,208,81,1.489683,58.448242,"{""ok"": 438}"
ziwei,listing_open_v1,VALIDATION,2020,2020_2021,443,443,0,1.0,210,233,0,57.793386,3.555709,48.78,70.49,55.62,57.77,60.185,63.52,188,213,42,1.354971,65.207103,"{""ok"": 443}"
ziwei,listing_open_v1,VALIDATION,2021,2020_2021,459,459,0,1.0,217,242,0,58.000588,3.313537,49.9,68.47,55.555,57.69,60.205,63.966,198,236,25,1.245373,66.528892,"{""ok"": 459}"
ziwei,listing_open_v1,VALIDATION,2022,2022_2026,474,474,0,1.0,194,280,0,57.323565,3.511631,48.13,65.62,54.92,57.25,60.095,63.3045,169,240,65,1.420692,61.644494,"{""ok"": 474}"
