hypothesis_id,object_id,birth_model,direction_source,partition,event_count,pool_count,positive_rate,date_count,min_rate,max_rate,std_rate,dates_above_high,dates_below_low,mean_hit_per_date,threshold_high,threshold_low
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,conflict_ziwei_pos_bazi_neg,listing_open_v1,calibrated,OOS,181,3529,0.051289,16,0.021858,0.099415,0.021945,0,7,11.3125,0.6,0.05
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,conflict_ziwei_pos_bazi_neg,listing_close_v1,calibrated,TRAIN,612,10647,0.057481,36,0.007143,0.120235,0.025967,0,15,17.0,0.6,0.05
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,conflict_ziwei_pos_bazi_neg,listing_close_v1,calibrated,VALIDATION,494,5246,0.094167,16,0.040956,0.213855,0.044985,0,3,30.875,0.6,0.05
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,conflict_ziwei_pos_bazi_neg,listing_close_v1,calibrated,OOS,221,3529,0.062624,16,0.015544,0.117241,0.028471,0,7,13.8125,0.6,0.05
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,conflict_ziwei_pos_bazi_neg,ipo_approx_v1,calibrated,TRAIN,695,10647,0.065277,36,0.004184,0.153614,0.039523,0,19,19.305556,0.6,0.05
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,conflict_ziwei_pos_bazi_neg,ipo_approx_v1,calibrated,VALIDATION,449,5246,0.085589,16,0.00304,0.155689,0.044299,0,2,28.0625,0.6,0.05
HYP-CFL-BZ-NEG-ZW-POS-CAL-001,conflict_ziwei_pos_bazi_neg,ipo_approx_v1,calibrated,OOS,235,3529,0.066591,16,0.020339,0.152047,0.035825,0,7,14.6875,0.6,0.05
HYP-CFL-BZ-POS-HL-NEG-CAL-001,conflict_bazi_pos_huangli_neg,listing_open_v1,calibrated,TRAIN,299,10647,0.028083,36,0.0,0.177778,0.046384,0,28,8.305556,0.6,0.05
HYP-CFL-BZ-POS-HL-NEG-CAL-001,conflict_bazi_pos_huangli_neg,listing_open_v1,calibrated,VALIDATION,196,5246,0.037362,16,0.0,0.255973,0.067731,0,13,12.25,0.6,0.05
HYP-CFL-BZ-POS-HL-NEG-CAL-001,conflict_bazi_pos_huangli_neg,listing_open_v1,calibrated,OOS,199,3529,0.05639,16,0.0,0.19661,0.065493,0,10,12.4375,0.6,0.05
HYP-CFL-BZ-POS-HL-NEG-CAL-001,conflict_bazi_pos_huangli_neg,listing_close_v1,calibrated,TRAIN,311,10647,0.02921,36,0.0,0.16129,0.043814,0,28,8.638889,0.6,0.05
HYP-CFL-BZ-POS-HL-NEG-CAL-001,conflict_bazi_pos_huangli_neg,listing_close_v1,calibrated,VALIDATION,176,5246,0.033549,16,0.0,0.1843,0.057556,0,13,11.0,0.6,0.05
HYP-CFL-BZ-POS-HL-NEG-CAL-001,conflict_bazi_pos_huangli_neg,listing_close_v1,calibrated,OOS,179,3529,0.050723,16,0.0,0.163636,0.062931,0,11,11.1875,0.6,0.05
HYP-CFL-BZ-POS-HL-NEG-CAL-001,conflict_bazi_pos_huangli_neg,ipo_approx_v1,calibrated,TRAIN,338,10647,0.031746,36,0.0,0.245968,0.055983,0,28,9.388889,0.6,0.05
HYP-CFL-BZ-POS-HL-NEG-CAL-001,conflict_bazi_pos_huangli_neg,ipo_approx_v1,calibrated,VALIDATION,187,5246,0.035646,16,0.0,0.245734,0.064577,0,12,11.6875,0.6,0.05
HYP-CFL-BZ-POS-HL-NEG-CAL-001,conflict_bazi_pos_huangli_neg,ipo_approx_v1,calibrated,OOS,173,3529,0.049022,16,0.0,0.189831,0.062173,0,10,10.8125,0.6,0.05
HYP-CFL-ZW-POS-HL-NEG-CAL-001,conflict_ziwei_pos_huangli_neg,listing_open_v1,calibrated,TRAIN,645,10647,0.06058,36,0.0,0.32287,0.069277,0,18,17.916667,0.6,0.05
HYP-CFL-ZW-POS-HL-NEG-CAL-001,conflict_ziwei_pos_huangli_neg,listing_open_v1,calibrated,VALIDATION,435,5246,0.08292,16,0.002994,0.193353,0.068452,0,7,27.1875,0.6,0.05
HYP-CFL-ZW-POS-HL-NEG-CAL-001,conflict_ziwei_pos_huangli_neg,listing_open_v1,calibrated,OOS,245,3529,0.069425,16,0.0,0.159322,0.059944,0,7,15.3125,0.6,0.05
HYP-CFL-ZW-POS-HL-NEG-CAL-001,conflict_ziwei_pos_huangli_neg,listing_close_v1,calibrated,TRAIN,672,10647,0.063116,36,0.0,0.309417,0.071876,0,18,18.666667,0.6,0.05
HYP-CFL-ZW-POS-HL-NEG-CAL-001,conflict_ziwei_pos_huangli_neg,listing_close_v1,calibrated,VALIDATION,395,5246,0.075295,16,0.0,0.164134,0.04721,0,5,24.6875,0.6,0.05
HYP-CFL-ZW-POS-HL-NEG-CAL-001,conflict_ziwei_pos_huangli_neg,listing_close_v1,calibrated,OOS,233,3529,0.066024,16,0.0,0.278788,0.070387,0,8,14.5625,0.6,0.05
HYP-CFL-ZW-POS-HL-NEG-CAL-001,conflict_ziwei_pos_huangli_neg,ipo_approx_v1,calibrated,TRAIN,708,10647,0.066498,36,0.0,0.251121,0.067489,0,17,19.666667,0.6,0.05
HYP-CFL-ZW-POS-HL-NEG-CAL-001,conflict_ziwei_pos_huangli_neg,ipo_approx_v1,calibrated,VALIDATION,450,5246,0.08578,16,0.0,0.214502,0.07441,0,7,28.125,0.6,0.05
HYP-CFL-ZW-POS-HL-NEG-CAL-001,conflict_ziwei_pos_huangli_neg,ipo_approx_v1,calibrated,OOS,267,3529,0.075659,16,0.0,0.184685,0.065821,0,7,16.6875,0.6,0.05
